apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Širvintų - Vilniaus,1951-08-18,vedęs / ištekėjusi,Ne,"Viktoro Čatrausko ūkininko ūkis, ūkininkas",Viktoras    ČATRAUSKAS,Širvintos,Aukštasis;Lietuvos žemės ūkio akademija;Inžinierius - hidrotechnikas;1986,Medžioklė,"Širvintų rajonas, Bilotų km.",Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,18,"Rusų, Lenkų",Ne,Neturiu
Širvintų - Vilniaus,1973-09-12,vedęs / ištekėjusi,Ne,"Lietuvos istorijos institutas, Archeologijos skyriaus vyresnysis laborantas",Tomas    BARANAUSKAS,Vilnius,Aukštasis;Vilniaus universitetas;Istorija;1998,Lietuvos istorijos populiarinimas,Kaunas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,80,"Anglų, Rusų",Ne,Neturiu
Širvintų - Vilniaus,1946-07-27,vedęs / ištekėjusi,Ne,laisvas žurnalistas,Zbignev    BALCEVIČ,Vilnius,Aukštasis;Vilniaus universitetas;teisininkas;1971;Specialus vidurinis;Vilniaus pedagoginė mokykla;pradinių klasių mokytojas;1965,"kelionės, architektūra, gamta",Zaviasų km. Vilniaus raj. Lietuva,"""Fronto"" partija",Lenkas (-ė) ,30,"Rusų, Lenkų, Vokiečių",Ne,Neturiu
Širvintų - Vilniaus,1972-02-28,Išsiskyręs(-usi),Ne,"UAB ""Izolita"", direktorius",Nerijus    BAKASĖNAS,Vilnius,Nebaigtas aukštasis;KTU (tada buvo Kauno politechnikos institutas);Statybos konstrukcijų ir technologijų fakultetas,irektorius,Širvintos,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,114,"Vokiečių, Rusų, Lenkų",Ne,Neturiu
Širvintų - Vilniaus,1966-04-10,nevedęs / netekėjusi,Ne,Širvintų rajono savivaldybės taryba.,Alfredas    ASTIKAS,Kabaldos k.,Aukštasis;M. Riomerio universitetas;Teisė ir valstybės valdymas;2002;Aukštasis;Vilniaus universitetas;Ekonomistas;1997;Aukštasis;Lietuvos veterinarijos akademija;Zooinžinierius;1994;Specialus vidurinis;Buivydiškių ŽŪ technikumas;Zootechnikas;1984,Sportas,"Lietuva, Širvintų rajonas, Žindulių kaimas",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,29,"Rusų, Lenkų, Anglų",Ne,Neturiu
Mažeikių,1960-09-21,Išsiskyręs(-usi),Ne,"LR Seimas, LR Seimo narys",Romas    VENCLOVAS,Mažeikiai,Aukštasis;Vilniaus inžinierinis statybos institutas;Pramoninė ir civilinė statyba;1987;Aukštesnysis;Plungės statybos technikumas;Pramoninė ir civilinė statyba;1980,"Politika, literatūra, gamta, automobiliai, televizija","Klaipėdos raj. Kretingos apylinkė, Potrų kaimas",Darbo partija,Lietuvis (-ė) ,33,"Rusų, Anglų",Ne,Neturiu
Skuodo  - Mažeikių,1943-07-08,vedęs / ištekėjusi,Ne,"Telšių apskrities viršininko adinistracija, Apskrities viršininkas",Romualdas    VASILIAUSKAS,Šilalė,Aukštasis;Lietuvos Žemės ūkio akademija;Ekonomistas-organizatorius;1985;Aukštasis;Leningrado aukštoji pradinė mokykla;Politologas;1985;Aukštasis;Vilniaus statybos technikumas;Technikas-statybininkas;1974,"žvejyba, mežioklė, namų apyvokos darbai, skaitymas",Nenurodė,Pilietinės demokratijos partija, ,4,"Rusų, Anglų, Vokiečių",Ne,Neturiu
Kretingos,1958-11-01,vedęs / ištekėjusi,Ne,"UAB ""VUDVA"",direktorius",Edmundas    VALANTIEJUS,Padvarių k.,Specialus vidurinis;Vilniaus 47 technikos mokykla;laikrodininkas - graveris;1979,"sportas, filosofinė literatūra",PADVARI7 KAIMAS KRETINGOS RAJ.,Pilietinės demokratijos partija,Lietuvis (-ė) ,8,"Anglų, Rusų",Ne,Neturiu
Plungės - Rietavo,1973-06-10,vedęs / ištekėjusi,Ne,"UAB ""Just TV"", projektas ""TV pagalba"", žurnalistas",Žilvinas    ŽITKUS,Vilkiškių k.,Magistras;Vilniaus universitetas Ekonomikos fakultetas;Verslo administravimas ir vadyba;1997,"Žūklė, Turizmas, Vandens sportas, Biliardas, Kulinarija","Kauno miestas, Lietuva","""Fronto"" partija",Lietuvis (-ė) ,41,"Anglų, Rusų, Lenkų",Ne,Neturiu
Tauragės,1949-12-03,Išsiskyręs(-usi),Ne,"Medicinos audito institutas, direktorė",Vitalė    VINICKIENĖ,Vilnius,Aukštasis;KTU Ekonomikos ir vadybos fakultetas;Vadybos mokslo magistras;2001;Aukštasis;Vilniaus valstybinis V. Kapsuko universitetas;Gydomoji medicina;1973," institutas, direktorė","Šilalės rajonas, Dungėrių kaimas, Lietuva",Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,26,"Rusų, Anglų",Ne,Neturiu
Šilalės - Šilutės,1982-05-30,nevedęs / netekėjusi,Ne,"Vilniaus miesto savivaldybė, mero patarėjas",Remigijus    ŽEMAITAITIS,Vilnius,Aukštasis;VU Teisės fakultetas;Teisininkas;2005;Vidurinis;Šilutės 1-oji gimnazija;2000,"Žvejyba, Medžioklė, Jodinėjimas, Kelionės",Šilutės rajono savivaldybė,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,45,"Anglų, Rusų",Ne,Neturiu
Šilutės - Pagėgių,1953-11-20,vedęs / ištekėjusi,Ne,"UAB ""VISGA"", direktorius",Kęstutis    VILNIŠKIS,Antežerių k.,Aukštasis;Vilniaus valstybinis universitetas;darbo ekonomika;1983;Specialus vidurinis;Vilniaus statybos technikumas;civilinė-pramoninė statyba;1977,"vandens sportas, domėtis naujom technologijom","Ž. Naumiestis, Šilutės r., Lietuva",Tautos prisikėlimo partija,Lietuvis (-ė) ,53,,Ne,Neturiu
Gargždų,1967-04-09,nevedęs / netekėjusi,Ne,"Lietuvos Respublikos Seimas, LR Seimo narė.",Ramunė    VISOCKYTĖ,Gargždai,Aukštasis;Vilniaus universitetas;Žurnalistė;1992;Vidurinis;Gargždų 1-oji vidurinė m-la;1985,"Kelionės, Skaitymas, Narkomanijos prevencinis darbas","Gragždai, Klaipėdos rajonas",Leiboristų partija,Lietuvis (-ė) ,16,"Vokiečių, Rusų",Ne,Neturiu
Alytaus,1980-01-13,Nenurodė,Ne,"Vilniaus apskrities viršininko administracijos Riešės vidurinė mokykla, lietuvių kalbos mokytoja",Zita    UŽLYTĖ,Vilnius,Aukštasis universitetinis;Vilniaus pedagoginis universitetas;Filologija;2005,"Mėgstu keliauti, Dirbti su gėlėmis (esu dirbusi floriste), Sportuoti, Šokti sportinius šokius",Švenčionys,Tautos prisikėlimo partija,Lietuvis (-ė) ,42,"Vokiečių, Rusų, Lenkų",Ne,Neturiu
Marijampolės,1955-12-18,vedęs / ištekėjusi,Ne,"IĮ ""Strampas"", projektų vadovas",Algis    ŽVALIAUSKAS,Marijampolė,"Aukštasis;VISI;Inžinierius, geodezininkas;1979","Žvejyba, Sportas","Mackių k., Prienų raj., Lietuva",Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,34,"Rusų, Anglų",Ne,Neturiu
Aukštaitijos,1971-08-11,Išsiskyręs(-usi),Ne,"LR kultūros ministerijos BĮ Tarptautinių kultūros programų centras, vyriausioji specialistė",Kristina    ULEVIČIŪTĖ,Vilnius,Magistras;Vilniaus pedagoginis universitetas;muzikos edukologija;2002,"menai, kultūra",Vilnius,Liberalų ir centro sąjunga,Lietuvis (-ė) ,83,"Vokiečių, Rusų, Anglų",Ne,Neturiu
Vakarinė,1961-08-12,Išsiskyręs(-usi),Ne,"Panevėžio m. savivaldybė, mero pavaduotojas",Kastytis    VAINAUSKAS,Panevėžys,Nebaigtas aukštasis;Kauno politechnikos institutas;Nenurodė;Aukštesnysis;Kauno politechnikumas;Metrologas;1980,"Kompiuteriai, Tenisas, Žvejyba",Kauno m.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,48,,Ne,Neturiu
Nevėžio,1958-04-09,vedęs / ištekėjusi,Ne,"Panevėžio apskrities viršininko administracija, apskrities viršininkė",Gema    UMBRASIENĖ,Panevėžys,Aukštasis;Vilniaus Valstybinis Universitetas;Ekonomistė;1980,"Gamta, Knyga",Šiaulių m.,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,4,"Anglų, Rusų",Ne,Neturiu
Dainų,1978-01-11,nevedęs / netekėjusi,Ne,"Vykdau individualią veiklą, konsultavimas",Justina    VITKAUSKAITĖ,Vilnius,"Aukštasis, magistras;Lietuvos Teisės universitetas;Viešaisi administravimas;2002;Aukštasis, bakalauras;Vilniaus universitetas;filosofija;2000;Studijos;Vilniaus Universitetas ir Atviros Lietuvos fondas;žurnalistika;1998;Vidurinis;Kretingos katalikiškoji vidurinė mokykla;1986","sportas, knygos, kultūra, kelionės",Kretingos miestas,Leiboristų partija,Lietuvis (-ė) ,48,"Anglų, Prancūzų, Rusų",Ne,Neturiu
Saulės,1951-01-02,vedęs / ištekėjusi,Ne,Dabartiniu metu bedarbis,Romualdas    VOLODKA,Šiauliai,Aukštasis;Valst. muzikos akademijos Klaipėdos fakultetas;Kultūros darbuotojas;1978,Muzikos kolekcionavimas,Pakruojo raj. Tirkšlionių km.,Tautos prisikėlimo partija,Lietuvis (-ė) ,47,Rusų,Ne,Neturiu
Aušros,1952-05-25,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Edvardas    ŽAKARIS,Šiauliai,Aukštasis;Šiaulių K. Preikšo pedagoginis institutas;Tiflopedagogas;1988;Aukštasis;Lietuvos žemės ūkio akademija;Ekonomistas organizatorius;1985,"Literatūra, Muzika, Sportas",Pagėgių km. Šilutės raj.,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,49,Rusų,Ne,Neturiu
Pajūrio,1978-04-11,nevedęs / netekėjusi,Ne,Nenurodė,Monika    ŽILINSKAITĖ,Vilnius,Nebaigtas aukštasis,"Sportas, Istorija, Žvejyba, Literatūra, Kultūra",Vilnius,Tautos prisikėlimo partija,Lietuvis (-ė) ,32,"Anglų, Rusų, Lenkų",Ne,Neturiu
Pajūrio,1974-01-18,nevedęs / netekėjusi,Ne,"L. ŽELVIO VMĮ GODA, Komercijos Direktorius",Vaidas    ŽELVYS,Palanga,Aukštasis neuniversitetinis;Klaipėdos Socialinių Mokslų Kolegija Teisės fakultetas;Viešasis administravimas;2007;Vidurinis;Palangos Jurgučio vidurinė mokykla;2002;Aukštesnysis;Vilniaus kalbų ir komercijos koledžas;Verslo organizatorius;1997,"Sportas, Maisto ruošimas, Vandens sportas, Sunkusis transportas, Kovos menai",Joniškis,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,88,"Anglų, Rusų",	 ,Neturiu
Pajūrio,1957-02-05,vedęs / ištekėjusi,Ne,"UAB ""Konsortas"", direktorius",Pranas    ŽEIMYS,Palanga,Aukštasis;Leningrado civilinės aviacijos akademija;Skrydžių valdymo inžinierius;1987;Specialus vidurinis;Rygos skraidymo technikos mokykla;Skrydžių vadovas;1978;Vidurinis;Skuodo vid. mokykla;Moksleivis;1975,"Užsienio kalbos, Radioelektronika, Programavimas, Aviacija","Barzdžių kaimas, Kretingos rajonas",Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,53,"Anglų, Rusų",Ne,Neturiu
Pajūrio,1965-07-09,vedęs / ištekėjusi,Ne,"A. Vaišvilos IĮ ""ALVA"", savininkas",Audrius    VAIŠVILA,Klaipėda,Aukštasis;Klaipėdos politechnikumas;Pramonės suvirinimo technologija;1984,"Sportas, meninė fotografija, kelionės",Radviliškio miestas,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,38,Rusų,Ne,Neturiu
Pajūrio,1960-03-19,vedęs / ištekėjusi,Ne,Nuo 2007.12.20 įsakymu Nr. 1P-521 paskirta pareigūno valst. pensija,Robertas    POCIUS,Palanga,Aukštasis;Lietuvos policijos akademija;Teisininkas;1992;Specialus vidurinis;Kauno spec. vidurinė milicijos mokykla;Juristas;1988;Vidurinis;Palangos 1-oji vid. m-kla;Nenurodė;1978,"Sportas, Gamta",Palanga,"""Fronto"" partija",Lietuvis (-ė) ,33,"Rusų, Anglų, Prancūzų",Ne,Neturiu
Pajūrio,1954-02-20,Išsiskyręs(-usi),Ne,"UAB ""PAREX INVESTICIJŲ VALDYMAS"", REGIONO PARDAVIMŲ VADOVĖ",Aldona    PETRAUSKIENĖ,Klaipėda,Aukštasis;RYGOS VALSTYBINIS P.STUČKOS V. UNIVERSITETAS;ANGLŲ K. FILOLOGIJA;1979,"TICIJŲ VALDYMAS"", REGIONO PARDAVIMŲ VADOVĖ",KLAIPĖDA LIETUVA,Darbo partija,Lietuvis (-ė) ,59,"Anglų, Rusų",Ne,Neturiu
Pajūrio,1957-10-23,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, narys",Raimundas    PALAITIS,Palanga,Aukštasis;Vilniaus universitetas;matematikas;1980,"muzika, kalnų slidinėjimas",Palanga,Liberalų ir centro sąjunga,Lietuvis (-ė) ,6,"Anglų, Rusų, Lenkų",Ne,Neturiu
Pajūrio,1967-01-04,vedęs / ištekėjusi,Ne,"Lietuvos saugios laivybos administracija, Teisės ir personalo skyriaus vedėjas",Artūras    MAŽRIMAS,Klaipėda,Aukštasis universitetinis;Lietuvos teisės universitetas;Teisininkas;2004;Aukštasis universitetinis;Klaipėdos universitetas Pedagogikos fakultetas;Dėstytojas;1998;Aukštasis universitetinis;Klaipėdos universitetas Pedagogikos fakultetas;Mokytojas;1994," laivybos administracija, Teisės ir personalo skyriaus vedėjas",Telšiai,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,57,"Anglų, Prancūzų",Ne,Neturiu
Pajūrio,1954-01-07,vedęs / ištekėjusi,Ne,"UAB TMTK, generalinis direktorius",Tadeusz    MACIOL,Vilnius,Aukštasis;Ščecino universitetas (Studijuoju);Sociologija;Aukštesnysis;Gdynės aukštoji jūrų mokykla;Karininkas - navigatorius;1991;Vidurinis;Ščecino Mechanikos technikumas;Technikas-elektrikas;1979;Profesinis;Svinouiscės Žuvininkystės profesinė mokykla;Tolimojo plaukimo žvejys;1971,"Kelionės, Irklavimas, Sportas","Ščecinas, Lenkija",Lietuvos lenkų rinkimų akcija,Lenkas (-ė) ,28,"Anglų, Rusų, Lietuvių",Ne,Neturiu
Pajūrio,1952-02-13,vedęs / ištekėjusi,Ne,"Klaipėdos verslo ir technologijų kolegija, dėstytoja",Genoveita    KRASAUSKIENĖ,Palanga,Aukštasis;Kauno technologijos universitetas;viešasis administravimas;2004;Aukštasis;Vilniaus Universitetas;anglų kalba;1976,"Skaitymas, sportas, kelionės","Skuodo rajonas, Kaukolikų kaimas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,58,"Rusų, Vokiečių, Anglų",Ne,Neturiu
Pajūrio,1958-04-12,Nenurodė,Ne,Nenurodė,Sigitas    DOBILINSKAS,Klaipėda,,">
										
											17. Visuomeninė veikla <b>Nenurodė",Nenurodė,Lietuvos socialdemokratų partija, ,58,,Ne,Neturiu
Pajūrio,1962-03-11,vedęs / ištekėjusi,Ne,"Liudviko Stulpino pagrindinė mokykla, Klaipėda, fizikos mokytoja",Nijolė    DARGUŽIENĖ,Klaipėda,Aukštasis;Vilniaus Valstybinis Pedagoginis institutas;Fizikos - astronomijos mokytoja;1985,"Knygos, Muzika, Menas, Rankdarbiai","Bukonių km., Jonavos raj.",Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,15,"Anglų, Rusų",Ne,Neturiu
Aušros,1958-03-26,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Egidijus    VAREIKIS,Bendorių k.,Aukštasis;Vilniaus universitetas;Bioorganinė chemija;1981,"Futbolas, Klasikinė muzika, Ruoniai",Kauno m.,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,39,"Rusų, Lenkų, Vokiečių, Prancūzų, Baltarusų, Ukrainiečių, Anglų",Ne,Neturiu
Aušros,1970-08-18,Išsiskyręs(-usi),Ne,"AB ""Lietuvos energija"", aukštos įtampos elektrikas",Gytis    PLESKŪNAS,Šiauliai,"Vidurinis;Penkta vidurinė mokykla, Šiauliai;1988",Sportas,Šiauliai,"""Fronto"" partija",Lietuvis (-ė) ,29,"Rusų, Anglų",Ne,Neturiu
Aušros,1982-12-18,nevedęs / netekėjusi,Ne,"UAB ""Moderneta"", regiono vadybininkas",Marius    NORBUTAS,Šiauliai,Filosofijos bakalauras;Šiaulių universitetas;Filosofijos mokslų krypties edukologijos bakaluras;2006,"sportas, knygos, žūklė","Viekšniai, Mažeikių r.",Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,92,"Rusų, Vokiečių, Anglų",Ne,Neturiu
Aušros,1980-08-02,vedęs / ištekėjusi,Ne,"Šiaulių miesto savivaldybės administracija, Administracijos direktoriaus pavaduotojas",Denis    MICHALENKO,Šiauliai,Aukštasis;Šiaulių Universitetas;verslo administravimas;2002,"futbolas, slidinėjimas, istorija","Volgogradas, Rusijos Federacija",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,76,"Rusų, Anglų, Prancūzų",Ne,Neturiu
Aušros,1954-07-29,vedęs / ištekėjusi,Ne,"Uždaroji akcinė bendrovė ""Gamaka"", direktorius",Gerardas    MALIŠAUSKAS,Vijolių k.,Aukštasis;Kauno Politechnikos institutas;pramonės elektronika;1977,"kelionės, klubinė veikla","Panevėžys, Lietuva",Liberalų ir centro sąjunga,Lietuvis (-ė) ,70,"Rusų, Anglų",Ne,Neturiu
Aušros,1955-01-07,vedęs / ištekėjusi,Ne,"Tarptautinių mokslo ir technologijų plėtros programų agentūra, vyriausiasis specialistas",Saulius    LAPIENIS,Vilnius,Aukštasis;Vilniaus universitetas;Taikomoji matematika;1977,"Mokslas, Politika, Technologijos, Krepšinis, Tenisas, Futbolas, Bėgimai",Šiauliai,Išsikėlė  pats  ,Lietuvis (-ė) ,,"Anglų, Rusų, Lenkų, Vokiečių, Ispanų, Italų",Ne,Neturiu
Aušros,1963-05-31,vedęs / ištekėjusi,Ne,Šiaulių universitetas dėstytoja,Angelė    KAVALIAUSKIENĖ,Šiauliai,Aukštasis;LTSR valstybinė konservatorija;muzika;1986;Vidurinis;Radviliškio 2-oji vid. m-kla;1981,"muzika, kelionės, poezija, konditerija",Klaipėda,Leiboristų partija,Lietuvis (-ė) ,63,"Anglų, Rusų",Ne,Neturiu
Aušros,1964-11-08,Išsiskyręs(-usi),Ne,"UAB ""Šiaulių žemės ūkio technika"", direktorius",Vidmantas    JAPERTAS,Šiauliai,Aukštasis;Lietuvos žemės ūkio akademija;Žemės ūkio elektrifikavimas;1987,"Žvejyba, Sportas",Vilkaviškio rajonas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,38,"Lenkų, Rusų, Anglų",Ne,Neturiu
Aušros,1947-01-10,vedęs / ištekėjusi,Ne,"Lietuvos valstiečių liaudininkų sąjunga, Šiaulių, Telšių apskričių koordinatorius",Stasys    GRIGALIŪNAS,Šiauliai,Aukštasis;Kauno politechnikos institutas;Inžinierius - ekonomistas;1981;Aukštasis;Kauno politechnikos institutas;Inžinierius - mechanikas;1973,"Bitininkystė, Sodininkystė",Vismantų km. Rozalino sen. Pakruojo raj.,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,104,Rusų,Ne,Neturiu
Aušros,1971-01-02,vedęs / ištekėjusi,Ne,"Individuali veikla. Šokių mokytojas-treneris, renginių vedėjas",Aidas    BUZYS,Šiauliai,Aukštasis;Maskvos Natalijos Nesterovos šokių akademija;Choreografas;2005;Nebaigtas aukštasis;Šiaulių pedagoginis institutas;Lietuvių k.;2001;Vidurinis;Šiaulių 12 vid. mokykla;1989,"Kinas, Muzika, Šokiai, Kelionės, Literatūra",Šiaulių miestas,Tautos prisikėlimo partija,Lietuvis (-ė) ,46,"Rusų, Anglų, Prancūzų",Ne,Neturiu
Saulės,1976-02-23,Išsiskyręs(-usi),Ne,"UAB ""Manukas"", komercijos direktorius",Andrius    ŠEDŽIUS,Šiauliai,aukštasis universitetinis magistras;Šiaulių universitetas;Vadyba-verslas;2006;aukštasis universitetinis bakalauras;Šiaulių universitetas;Verslo ekonomika;2004,"Autosportas, Medžioklė, Kelionės",Šiauliai,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,68,"Rusų, Anglų, Vokiečių",Ne,Neturiu
Saulės,1937-02-16,vedęs / ištekėjusi,Ne,pensininkas,Kazimieras    ŠAVINIS,Šiauliai,Aukštasis;Kauno Politechnikos institutas;inž-kelininkas;1959,turistinės kelionės,Kaliekių km. Utenos raj.,Liberalų ir centro sąjunga,Lietuvis (-ė) ,13,"Rusų, Anglų",Ne,Neturiu
Saulės,1963-02-23,vedęs / ištekėjusi,Ne,"ŠIAULIŲ APSKRITIES PSICHIATRIJOS LIGONINĖ, SKYRIAUS VEDEJAS",Arūnas    RIMKUS,Šiauliai,Aukštasis;KAUNO MEDICINOS INSTITUTAS;GYDYTOJAS;1987,"TIES PSICHIATRIJOS LIGONINĖ, SKYRIAUS VEDEJAS",KAUNAS,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,72,"Rusų, Anglų",Ne,Neturiu
Saulės,1954-01-01,vedęs / ištekėjusi,Ne,Individualios įmonės savininkas,Stasys    NARUTAVIČIUS,Šiauliai,Aukštasis;Kauno politechnikos institutas;Inžinierius mechanikas;1977,"Sportas, Medžioklė, Muzika, Kelionės","Telšių raj., Tryškiai","""Fronto"" partija",Lietuvis (-ė) ,57,"Anglų, Rusų",Ne,Neturiu
Saulės,1973-03-13,vedęs / ištekėjusi,Ne,"Šiaulių miesto savivaldybės taryba, mero pavaduotoja",Daiva    MATONIENĖ,Šiauliai,Aukštasis universitetinis;Šiaulių universitetas;Ekonomika (specializacija - finansai ir bankininkystė);2005;Aukštasis universitetinis;Šiaulių universitetas;Vadybos ir verslo administravimas (specializacija - marketingo vadyba);2003,"Menas, Literatūra, Teatras, Kelionės",Šiaulių raj. Ginkūnų km.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,21,"Anglų, Rusų",Ne,Neturiu
Saulės,1965-10-10,Išsiskyręs(-usi),Ne,"UAB ""Senoji smuklė"" direktorės pavaduotoja",Danguolė    MARTINKIENĖ,Šiauliai,Aukštasis universitetinis;Lietuvos veterinarijos akademija;zootechnikos ir pedagogikos pagrindai;1989,"sportas, teatras, kelionės",Šiaulių raj. Ringuvėnų km.,Leiboristų partija,Lietuvis (-ė) ,42,"Rusų, Anglų",Ne,Neturiu
Saulės,1953-04-28,vedęs / ištekėjusi,Ne,"Šiaulių miesto savivaldybė, mero pavaduotoja",Alma    JAVTOKIENĖ,Šiauliai,Magistras;Kūno kultūros akademija;Turizmo ir sporto vadyba;2006;Aukštasis;Šiaulių pedagoginis institutas;Defektologas;1988;Aukštesnysis;Kauno P.Mažylio Medicinos m-la;Dantų technikas;1974,"Kelionės, Krepšinis",Marijampolė,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,9,Rusų,Ne,Neturiu
Saulės,1941-12-03,vedęs / ištekėjusi,Ne,Pensininkas,Zigmantas    JASAS,Šiauliai,Specialus vidurinis;Karolio Didžiulio politechnikumas;Pramonės įmonių elektriniai įrengimai;1966,"Žvejyba, Šachmatai",Tauragės miestas,Išsikėlė  pats  ,Lietuvis (-ė) ,,Rusų,Ne,Neturiu
Saulės,1955-08-27,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, padėjėjas - sekretorius",Vladas    DAMULEVIČIUS,Šiauliai,Aukštasis;Vilniaus inžinerinis statybos institutas;inžinierius - statybininkas;1979,gamta,Rusija,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,134,"Rusų, Anglų",Ne,Neturiu
Saulės,1966-11-11,vedęs / ištekėjusi,Ne,Nacionalinė Mokėjimo Agentūra prie Žemės Ūkio Ministerijos direktoriaus pavaduotojas,Zenonas    BUIVYDAS,Vilnius,Aukštasis universitetinis;MYKOLO ROMERIO UNIVERSITETAS;Teisininkas;2007;Aukštasis universitetinis;Lietuvos Teisės Universitetas;Teisininkas;2002;Aukštesnysis;Šiaulių aukštesnioji technikos mokykla;Radiotechniko;1993,"Skaityti, Medžioti, Keliauti su šeima",Priekulės miestelis Liepojos raj. Latvijos Respublika,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,40,"Latvių, Anglų, Rusų",Ne,Neturiu
Saulės,1960-05-24,vedęs / ištekėjusi,Ne,"Socialdemokratinės Minties institutas, valdybos pirmininkas",Arvydas    AKSTINAVIČIUS,Vilnius,"Aukštasis;Vilniaus Universitetas, Medicinos fakultetas;Gydytojas;1986","ės Minties institutas, valdybos pirmininkas",Vilnius,Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,2,"Anglų, Rusų",Ne,Neturiu
Dainų,1979-10-01,nevedęs / netekėjusi,Ne,"Tėvynės sąjunga-Lietuvos krikščionys demokratai, Vykdomojo sekretoriaus patarėjas teisės klausimais",Vidas    URBONAVIČIUS,Vilnius,Aukštasis universitetinis;Mykolo Romerio universitetas;teisininkas;2003;Aukštasis universitetinis;Lietuvos teisės universitetas;teisininkas;2001;Vidurinis;Šiaulių m. „Romuvos“ vidurinė mokykla;Nenurodė;1998,"Istorija, Filosofija","Kuršėnai, Šiaulių raj.",Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,33,"Anglų, Rusų",Ne,Neturiu
Dainų,1931-07-24,vedęs / ištekėjusi,Ne,"Šiaulių universitetas (pagal autorinę sutartį), docentas",Mindaugas    STAKVILEVIČIUS,Šiauliai,Aukštasis;Maskvos valstybinis universitetas;Fizikas;1956,"Gyvenimas, Sportas, Poezija","Stebulių kaimas, Lazdijų rajonas","""Fronto"" partija",Lietuvis (-ė) ,18,"Rusų, Vokiečių",Ne,Neturiu
Dainų,1966-08-02,vedęs / ištekėjusi,Ne,"LR Seimas, seimo narys",Valerijus    SIMULIK,Šiauliai,Aukštasis;M.Romerio Universitetas;Teisės magistras;2005;Aukštasis;Šiaulių Universitetas;Švietimo vadybos magistras;2003;Aukštasis;Šiaulių Pedagoginis Instit.;Fizikos mokyt.;1988,"radijo sportas, knygos",Šiauliai,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,7,"Anglų, Rusų",Ne,Neturiu
Dainų,1955-04-13,vedęs / ištekėjusi,Ne,"UAB ""Šiaulių apskrities televizija"", direktorius",Justinas    SARTAUSKAS,Šiauliai,"Aukštasis;Vilniaus valstybinis V. Kapsuko vardo universitetas;Matematikas, dėstytojas;1978;Vidurinis;Šiaulių 2-oji vidurinė mokykla-internatas ;1973","Šachmatai, Gamta, Kelionės","Kelmės rajonas, Kuršų kaimas",Lietuvos socialdemokratų partija,Lietuvis (-ė) ,113,"Rusų, Vokiečių",Ne,Neturiu
Dainų,1974-06-26,nevedęs / netekėjusi,Ne,"UAB ""Grindingas"", direktorius",Gintaras    SAMOŠKA,Šiauliai,Aukštasis;Šiaulių universitetas;Vadyba;2002;Aukštesnysis;V.Dudienės aukštesnioji verslo vadybos mokykla;Verslo administravimas;1997,sportas,Šiauliai,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,93,"Anglų, Rusų",Ne,Neturiu
