apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Centro,1962-11-04,vedęs / ištekėjusi,Ne,RAŠYTOJAS (AUTORINĖS SUTARTYS),Šarūnas    NAVICKIS,Kaunas,"Aukštasis;KARJEROS IŠVYSTYMO INSTITUTAS, ATLANTOS UNIVERSITETAS, JAV;KŪNO KULTŪROS IR MITYBOS VADYBA;1994;Aukštasis;KŪNO KULTŪROS AKADEMIJA, LIETUVA;KŪNO KULTŪROS IR SPORTO VADYBA;1991","JOJIMAS, FOTOGRAFIJA, KINAS, MENAI",KAUNAS,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,100,"Anglų, Rusų, Lenkų",Ne,Neturiu
Centro,1949-05-12,vedęs / ištekėjusi,Ne,Nenurodė,Vincė Vaidevutė    MARGEVIČIENĖ,Kaunas,"Sertifikatas;Lietuvos viešojo administravimo institutas;Nenurodė;2002;Aukštasis universitetinis;Kauno technologijos universitetas Administravimo fakultetas;Viešasis administravimas;1999;Aukštasis universitetinis;Vilniaus universitetas Gamtos mokslų fakultetas;Biologė, biologijos ir chemijos dėstytoja;1974;Vidurinis;Vilniaus m. 22-oji vid. m-kla;Nenurodė;1967;Pradinis;Čeremchovo (Irkutsko sritis) pradinė mokykla;Nenurodė;1960","Gėlių auginimas, Menai, Literatūra","Irkutsko sr., Rusija",Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,18,"Rusų, Anglų, Lenkų",Ne,Neturiu
Centro,1946-01-08,vedęs / ištekėjusi,Ne,"Vytauto Didžiojo universitetas, Sistemų analizės katedros vedėjas",Vytautas    KAMINSKAS,Kaunas,Aukštasis;Kauno politechnikos institutas;Automatika ir telemechanika;1968,Tenisas,Kaunas,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,14,"Vokiečių, Rusų",Ne,Neturiu
Centro,1961-07-05,Išsiskyręs(-usi),Ne,"UAB ""Tecos"" direktorius",Gintaras Jonas    FURMANAVIČIUS,Kaunas,Aukštasis;VDU;ekonomika/vadyba;1997;Aukštasis;KPI (Kauno technologijos universitetas);statyba;1984,"muzika, sportas",Kaunas,Leiboristų partija,Lietuvis (-ė) ,35,"Rusų, Anglų, Lenkų, Vokiečių",Ne,Neturiu
Centro,1957-02-08,vedęs / ištekėjusi,Ne,Laisvai samdomas,Artūras    DAUNORAVIČIUS,Vilnius,Aukštasis;VVU;Ekonomika;1985;Specialus vidurinis;M. K. Čiurlionio vid. m-kla;Baleto artistas;1975,"Kelionės, Baletas",Kauno m.,"""Fronto"" partija",Lietuvis (-ė) ,73,"Anglų, Rusų, Lenkų",Ne,Neturiu
Žaliakalnio,1956-10-03,vedęs / ištekėjusi,Ne,Kauno Medicinos Universitetas; profesorius; KMU Klinikos - gydytojas,Eduardas    VAITKUS,Kaunas,Aukštasis;Kauno Medicinos Institutas;gydytojas;1979;Vidurinis;Kauno S.Neries vid. mokykla;Nenurodė;1973,Universitetas; profesorius; KMU Klinikos - gydytojas,Kaunas,Darbo partija,Lietuvis (-ė) ,28,"Anglų, Rusų",Ne,Neturiu
Žaliakalnio,1944-11-27,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, LR Seimo narė",Dalia    TEIŠERSKYTĖ,Kaunas,Aukštasis;Vilniaus Universitetas;Žurnalistikos;1974,"Knygos, kelionės, gamta",Raseinių rajono Šiluvos seniųnijos Leonavos kaimas,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,4,"Lenkų, Rusų, Vokiečių",Ne,Neturiu
Žaliakalnio,1970-03-03,Nenurodė,Ne,"Liberalų ir centro sąjunga, Centrinio rinkiminio štabo vadovas",Žilvinas    ŠILGALIS,Vilnius,Aukštasis;KTU;Inžinierius-ekologas;2003,kelionės,Kaunas,Liberalų ir centro sąjunga,Lietuvis (-ė) ,5,Rusų,Ne,Neturiu
Žaliakalnio,1950-11-11,vedęs / ištekėjusi,Ne,"Lietuvos veterinarijos akademija, prorektorius mokslui",Antanas    SEDEREVIČIUS,Kaunas,Aukštasis;Lietuvos veterinarijos akademija;Vet. gydytojas;1974;Vidurinis;Šakių vidurinė mokykla;1969,Darbas sode,Šakių raj.,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,19,"Anglų, Rusų",Ne,Neturiu
Žaliakalnio,1960-05-05,vedęs / ištekėjusi,Ne,"Kauno medicinos universitetas, chirurgijos klinikos sektoriaus vodovas",Dainius    PAVALKIS,Kaunas,Aukštasis;Kauno medicinos instututas;gydytojo;1984,"chirurgija, turizmas, pianinas, kulinarija",Kauno m.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,20,"Anglų, Rusų, Lenkų",Ne,Neturiu
Žaliakalnio,1944-07-10,vedęs / ištekėjusi,Ne,laikinai nedirbu,Bronė    MARKEVIČIENĖ,Kaunas,"Aukštasis universitetinis;Vilniaus valstybinis V. Kapsuko universitetas;materialinis-techninis aprūpinimas, ekonomika ir planavimas;1987","knygos, kelionės",Kaišiadorių rajonas,"Partija ""Jaunoji Lietuva""",Lenkas (-ė) ,4,"Lenkų, Rusų, Anglų",Ne,Neturiu
Žaliakalnio,1962-05-06,vedęs / ištekėjusi,Ne,"Socialdemokratinės minties institutas, administratorė",Violeta    LINKIENĖ,Vilnius,Aukštasis;Kauno politechnikos institutas;Inžinierė - technologė;1985,"ės minties institutas, administratorė",Kaunas,Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,4,"Anglų, Rusų",Ne,Neturiu
Žaliakalnio,1938-12-10,vedęs / ištekėjusi,Ne,Kauno m. savivaldybės taryba ir VšĮ Vilniaus universiteto KAF tarybos narys ir direktorius,Bronislovas    KUČINSKAS,Kaunas,Aukštasis;Kauno poltechnikos institutas;Inžinierius-mechanikas;1963,"Medžioklė, Darbai sode ir darže","Pauperių km., Biržų raj.","""Fronto"" partija",Lietuvis (-ė) ,16,Rusų,Ne,Neturiu
Žaliakalnio,1958-01-26,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narė",Rasa    JUKNEVIČIENĖ,Vilnius,Aukštasis;Kauno medicinos institutas;Gydytoja;1983,"Gėlės, Sodyba",Panevėžio raj. Tiltagalių km.,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,3,"Anglų, Rusų, Norvegų",Ne,Neturiu
Žaliakalnio,1959-02-04,vedęs / ištekėjusi,Ne,"Lietuvos parolimpinis komitetas, prezidentas",Vytautas    GIRNIUS,Kaunas,Aukštasis;ŠPI (Šiaulių pedagoginis universitetas);Tiflo spec.;1986,"Sportas, Literatūra, Naujovės, politinės aktualijos","Virbalio km., Vilkaviškio raj.",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,37,Rusų,Ne,Neturiu
Žaliakalnio,1964-03-28,vedęs / ištekėjusi,Ne,"UAB ""Kauno švara"", rinkodaros direktorius",Linas    BALTRĖNAS,Kaunas,Aukštasis;KPI (Kauno politechnikos institutas);Inžinierius-ekonomistas;1987,"Muzika, Filmai, Literatūra, Teatrai",Kauno miestas,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,124,"Anglų, Rusų",Ne,Neturiu
Kalniečių,1956-12-06,vedęs / ištekėjusi,Ne,"UAB ""Ūksva"", įmonės akcininkė; verslo konsultantė",Regina    ZASIENĖ,Kaunas,"Magistras;Vytauto Didžiojo universitetas;Vadyba ir verslo administravimas;2006;Magistras;Vilniaus valstybinis universitetas;Filologas, anglų kalba ir literatūra;1981","Interjero dizainas, Muzika, Joga",Ukmergė,Tautos prisikėlimo partija,Lietuvis (-ė) ,7,"Anglų, Rusų, Lenkų, Prancūzų",Ne,Neturiu
Kalniečių,1968-01-24,vedęs / ištekėjusi,Ne,"AB ""City Service"", elektrikas-ūkvedys",Deivis    ŠEMIOTAS,Kaunas,Aukštasis neuniversitetinis;Kauno technikos kolegija;Inžinierius;2006;Specialus vidurinis;Kauno politechnikumas;Technikas elektrikas;1987,"Sportas, Istorija, Knygų skaitymas",Kaunas,"""Fronto"" partija",Lietuvis (-ė) ,55,"Rusų, Vokiečių, Anglų",Ne,Neturiu
Kalniečių,1969-04-04,vedęs / ištekėjusi,Ne,"UAB ""Sabelijos prekyba"" departamento direktorius",Rytis    ŠATKAUSKAS,Kaunas,Aukštasis;KTU;ekonomikos magistras;2001;Aukštasis;KTU;telekomunikacijų inžinierius;1994;Vidurinis;Klaipėdos 14-ta vidurinė mokykla;1987,"psichologija, skaitymas, technologijos, sportas",Klaipėda,Leiboristų partija,Lietuvis (-ė) ,131,"Rusų, Anglų",Ne,Neturiu
Kalniečių,1980-07-17,Susižiedavęs,Ne,Nedirbantis,Mindaugas    MACIULEVIČIUS,Kaunas,"Aukštasis, bakalauras;KTU;Transporto inžinierius;2006;Vidurinis;Kauno Jėzuitų gimnazija;Nenurodė;1999;Pradinis;J. Jablonskio vid. m-kla;Nenurodė;1991","Kelionės, Kitų tautų žmonių pažinimas, Bendravimas",Kauno miestas,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,64,"Rusų, Vokiečių, Anglų",Ne,Neturiu
Kalniečių,1969-09-24,vedęs / ištekėjusi,Ne,"Krašto apsaugos ministerija, ministro patarėjas",Kęstutis    KRIŠČIŪNAS,Kaunas,Aukštasis;Vytauto Didžiojo universitetas;Politologija;1997;Aukštasis;Lietuvos žemės ūkio akademija;Miškų ūkio inžinierius;1993,"Kelionės, Sodininkystė, Gamta, Istorija, Politika",Kaunas,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,88,"Anglų, Rusų, Lenkų, Prancūzų",Ne,Neturiu
Kalniečių,1952-06-11,vedęs / ištekėjusi,Ne,"LR Kultūros ministerija, Kultūros ministras",Jonas    JUČAS,Kaunas,"Aukštasis;Lietuvos valstybinė konservatorija (dabar Lietuvos teatro ir muzikos akademija);kultūros-švietimo darbuotojas, choro vadovas;1982;Aukštesnysis;J. Gruodžio aukštesnioji muzikos mokykla;muzikos teorija ir kompozicija;1976;Vidurinis;J. Aleksonio vid. m-kla;1970","isterija, Kultūros ministras",Kaunas,Liberalų ir centro sąjunga,Lietuvis (-ė) ,11,"Rusų, Vokiečių",Ne,Neturiu
Kalniečių,1940-01-04,vedęs / ištekėjusi,Ne,"LR Seimas, Žmogaus teisių komiteto pirmininko pavaduotojas, Šeimos ir vaiko reikalų komisijos narys, Kanados tarpparlamentinės grupės pirmininkas",Arimantas    DUMČIUS,Kaunas,Aukštasis;Kauno medicinos institutas;Gydytojas;1965,"aus teisių komiteto pirmininko pavaduotojas, Šeimos ir vaiko reikalų komisijos narys, Kanados tarpparlamentinės grupės pirmininkas",Kaunas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,46,"Rusų, Prancūzų, Anglų",Ne,Neturiu
Kalniečių,1958-09-14,Nenurodė,Ne,Nenurodė,Stanislovas    BUŠKEVIČIUS,Kaunas,,">
										
											17. Visuomeninė veikla <b>Nenurodė",Nenurodė,"Partija ""Jaunoji Lietuva""", ,1,,Ne,Neturiu
Kalniečių,1948-12-16,vedęs / ištekėjusi,Ne,"Kauno tardymo izoliatorius, inžinierius",Albinas Antanas    ANUŽIS,Kaunas,Aukštasis;Lietuvos žemės ūkio akademija;inžinierius-mechanikas;1988,bendravimas su žmonėmis jaučiu pasitenkinimą galėdamas padėti,Dovilų kaimas Klaipėdos raj.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,29,"Rusų, Vokiečių",Ne,Neturiu
Kalniečių,1952-09-11,vedęs / ištekėjusi,Ne,"LR Seimo kanceliarija, LR Seimo nario E. Klumbio padėjėja-sekretorė",Violeta    ANANKIENĖ,Kaunas,Aukštasis;Kauno Antano Sniečkaus politechnikos institutas;Visuomeninio maitinimo technologijos ir organizavimo inžinierius technologas;1976,"Sportas, Muzika",Panevėžys,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,70,"Rusų, Anglų, Lenkų",Ne,Neturiu
Dainavos,1971-08-05,vedęs / ištekėjusi,Ne,"UAB ""TK sprendimai"", direktorius gamybai",Egidijus    RAČKAUSKAS,Budrių k.,"Aukštesnysis;Kauno technologijos technikumas;Naftos, dujų ir chemijos įrengimų technikas-mechanikas ;1990","Krepšinis, Automobilių remontas, Statybos darbai",Kauno miestas,"""Fronto"" partija",Lietuvis (-ė) ,48,"Vokiečių, Rusų",Ne,Neturiu
Dainavos,1958-10-28,vedęs / ištekėjusi,Ne,"Kauno m. savivaldybė, administracijos direktoriaus pavaduotojas",Romaldas    RABAČIUS,Kaunas,Aukštasis universitetinis;Kauno technologijos universitetas;Statybininkas-tech.;1982,"Motociklas, Medžioklė",Tauragės raj.,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,117,"Rusų, Anglų",Ne,Neturiu
Dainavos,1967-03-26,vedęs / ištekėjusi,Ne,"UAB ""Egavis"", vadybininkė",Jūratė    MINTAUČKIENĖ,Kaunas,"Aukštasis;Vilniaus universiteto Kauno humanitarinis fakultetas;Filologė, lietuvių kalbos ir literatūros dėstytoja;1991","Kelionės, Skaitymas, Bendravimas su žmonėmis",Kaunas,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,84,"Rusų, Anglų",Ne,Neturiu
Dainavos,1956-06-11,vedęs / ištekėjusi,Ne,"UAB ""Statyba ir apdaila"", direktorius",Algimantas    MILEIKA,Kaunas,Aukštasis;Kauno politechnikos institutas;Inžinierius statybininkas;1979,"Filatelija, Knygos",Kauno miestas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,32,"Rusų, Lenkų, Vokiečių",Ne,Neturiu
Dainavos,1947-10-17,vedęs / ištekėjusi,Ne,"Kauno m. savivaldybės tarybos sekretoriatas, vyr. specialistė",Loreta    KUDARIENĖ,Kaunas,Aukštasis universitetinis;Vytauto Didžiojo universitetas;Edukologija;2001;Aukštasis;Kauno politechnikos institutas;Inžinierė technologė;1969,"dybės tarybos sekretoriatas, vyr. specialistė",Kaunas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,47,"Rusų, Anglų",Ne,Neturiu
Dainavos,1973-09-11,Nenurodė,Ne,"VšĮ Jaunimo sveikatos ugdymo centras, direktoriaus pavaduotojas",Linas    KARALIUS,Beržininkų k.,,"Sportas, Kelionės, Muzika, Technologijos pasiekimai",Vilnius,Tautos prisikėlimo partija,Lietuvis (-ė) ,19,"Anglų, Rusų",Ne,Neturiu
Dainavos,1949-04-30,vedęs / ištekėjusi,Ne,"LR Seimas, Seimo narys",Kęstutis    GLAVECKAS,Vilnius,Aukštasis;Vilniaus Universitetas;ekonomika;1972;Vidurinis;Vilniaus A.Vienuolio;Nenurodė;1967,sportas,Vilnius,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,6,"Vokiečių, Anglų, Rusų",Ne,Neturiu
Dainavos,1959-05-17,vedęs / ištekėjusi,Ne,Lietuvos Respublikos Seimas Seimo pirmininko pavaduotojas,Vydas    GEDVILAS,Kaunas,Doktorantūra;Lietuvos valstybinis kūno kultūros akademija;biomedicinos mokslai (eksternu);1999;Aspirantūra;Lietuvos valstybinis kūno kultūros institutas;socialiniai mokslai;1988;Aukštasis;Lietuvos valstybinis kūno kultūros institutas;fizinio auklėjimo dėstytojas;1981,golfas,Kelmės raj. Užgirių km,Leiboristų partija,Lietuvis (-ė) ,6,"Rusų, Vokiečių, Anglų",Ne,Neturiu
Dainavos,1953-03-27,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Vidaus reikalų m-ja, ministro patarėjas",Arvydas    GARBARAVIČIUS,Kaunas,"Aukštasis;Kauno Technologijos institutas, mechanikos fakultetas;pramoninė šiluminė energetika - inžinierius mechanikas;1976","turizmas, vairavimas, medžioklė",Kaunas,Liberalų ir centro sąjunga,Lietuvis (-ė) ,18,"Anglų, Rusų, Lenkų",Ne,Neturiu
Dainavos,1965-05-26,vedęs / ištekėjusi,Ne,"UAB ""Būstuva"", generalinis direktorius",Edvardas    GALVANAUSKAS,Kaunas,Aukštasis;Lietuvos veterinarijos akademija;gyvulininkystės technologija;2004,generalinis direktorius,"Kaunas, Lietuva",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,11,"Lenkų, Rusų",Ne,Neturiu
Pramonės,1954-06-12,Išsiskyręs(-usi),Ne,"Asociacija ""Vilniaus Moterų namai"", Krizių centro direktorė",Lilija    VASILIAUSKIENĖ,Vilnius,Aukštasis universitetinis;Maskvos valstybinis M. Lomonosovo universitetas ;Psichologija;1978;Aukštasis universitetinis;Vilniaus universitetas;Psichologija-filosofija;1975,"Klasikinė muzika, Knygų skaitymas, Bendravimas su gamta, Meditacijos",Vilnius,"""Fronto"" partija",Lietuvis (-ė) ,47,"Anglų, Rusų, Lenkų",Ne,Neturiu
Pramonės,1956-07-23,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Kazys    STARKEVIČIUS,Kaunas,Aukštasis;Vilniaus universitetas;Studijavau Teisės fakultete;1989;Aukštasis;Vilniaus universitetas;Studijavau Istorijos fakultete;1979,"Fotografija, Knygų skaitymas, Kaimo darbai",Rokų km. Kauno raj.,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,15,"Anglų, Rusų",Ne,Neturiu
Pramonės,1959-11-25,vedęs / ištekėjusi,Ne,"Nacionalinė pastatų administratorių asociacija, Prezidentas",Kęstutis    NĖNIUS,Vilnius,Aukštasis;Kauno Politechnikos institutas;inžinierius;1982,"muzika, teatras, skaitymas, sportas, gamta ir kelionės","Kauno miestas, Lietuva",Liberalų ir centro sąjunga,Lietuvis (-ė) ,58,"Anglų, Rusų, Lenkų",Ne,Neturiu
Pramonės,1942-07-23,vedęs / ištekėjusi,Ne,Nenurodė,Juozas    MALIŠKA,Kaunas,Aukštasis;Vilniaus inžinerinis statybos  institutas;inžinierius ekonomistas;1990;Specialus vidurinis;Kauno Politechnikumas;technikas-statybininkas;1967,"sodininkystė, medžioklė","Vilkaviškio raj. Bartrikų apylinkė, Šilkonių km.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,96,Rusų,Ne,Neturiu
Pramonės,1972-05-31,Išsiskyręs(-usi),Ne,"Lietuvos sodininkystės ir daržininkystės institutas, darbų saugos-priešgaisrinės apsaugos ir informatikos specialistė",Loreta    LIUTKUVIENĖ,Babtų mstl.,"Aukštasis universitetinis;Kauno technologijos universitetas;Vadyba ir verslo administravimas, specializacija - tarptautinis verslas;2006","Mėgstu keliauti, bendrauti su aplinkiniais, padėti spręsti jiems iškilusias problemas, Traukia teisės ir politiniai mokslai, Pastoviai analizuoju visus Lietuvoje ir pasaulyje vykstančius įvykius, Domiuosi socialinėmis Lietuvos žmonių problemomis",Skuodas,Tautos prisikėlimo partija,Lietuvis (-ė) ,55,"Rusų, Anglų",Ne,Neturiu
Pramonės,1951-11-04,vedęs / ištekėjusi,Ne,"Vilniaus m. savivaldybė, Kūno kultūros ir sporto skyriaus vedėjas",Algimantas    LIUBINSKAS,Vilnius,"Aukštasis;Maskvos aukštoji trenerių mokykla;Futbolo treneris;1987;Aukštasis;Lietuvos valstybinis kūno kultūros institutas;Pedagogas, treneris;1973","Sportas, futbolas",Vilkaviškio raj. Kybartai,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,44,"Rusų, Lenkų, Anglų",Ne,Neturiu
Pramonės,1955-01-06,vedęs / ištekėjusi,Ne,"Kauno m. Valstybinė maisto ir veterinarijos tarnyba, viršininko pavaduotojas",Albinas    LIAUDANSKAS,Kaunas,Aukštasis;Lietuvos Veterinarijos Akademija;Veterinarijos gydytojas;1978,Sportas,Raseinių raj. Ariogalos apyl. Algimantų kaimas,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,94,"Rusų, Anglų",Ne,Neturiu
Pramonės,1980-04-01,vedęs / ištekėjusi,Ne,"Dirbu pagal individualios veiklos pažymėjimą su dviem kompanijom: MARZOTTO S.p.A (Italija) ir AB ""LITEKSAS"" (Lietuva), Agentas- konsultantas pardavimų klausimais Šiaurinės Europos dalies šalims, Rusijai ir NVS šalims bei Australijai ir Naujajai Zelandijai.",Laimonas    GASIŪNAS,Kaunas,Aukštasis;Vytauto Didžiojo universitetas;Informatika;2002;Aukštasis;Vytauto Didžiojo universitetas;Verslo administravimo kvalifikacija;2002,"Knygos, Kelionės (skirtingų tautų ir kultūrų pažinimas), Aktyvus sportas ir poilsis, pvz. slidinėjimas kalnuose, buriavimas bei kitos vandens sporto rūšys.",Kaunas,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,57,"Anglų, Rusų, Italų",Ne,Neturiu
Pramonės,1980-03-20,Nenurodė,Ne,Nenurodė,Stasys    BUŠKEVIČIUS,Kaunas,Aukštasis;Vytauto Didžiojo universitetas;Viešasis administravimas;2002,">
										
											17. Visuomeninė veikla <b>Nenurodė",Kaunas,"Partija ""Jaunoji Lietuva""",Lietuvis (-ė) ,9,"Anglų, Rusų, Vokiečių",Ne,Neturiu
Pramonės,1960-02-29,vedęs / ištekėjusi,Ne,"LR Seimas, Seimo narė",Violeta    BOREIKIENĖ,Vilnius,Aukštasis;Vytauto Didžiojo universitetas;Biznio ir vadybos magistras;1999;Aukštasis;Vilniaus valstybinis universitetas;Prekių žinovo;1982,"Turizmas, Dviračių sportas, Kinas, Teatrai",Tauragė,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,22,"Rusų, Anglų",Ne,Neturiu
Panemunės,1965-04-06,vedęs / ištekėjusi,Ne,"ADVOKATŲ KONTORA DEGULIS, GUSTAITIS, VAICEKAUSKAS IR PARTNERIAI ADVOKATAS",Konstantinas    PESENKA,Kaunas,Aukštasis;VVU (Vilniaus universitetas);TEISININKAS;1993,"Bendruomeninė ir labdaros veikla, Teatras, Medžioklė, Žvejyba, Golfas, Pramoginiai šokiai, Turizmas",KAUNO MIESTAS LR,Naujoji sąjunga (socialliberalai),Rusas (-ė) ,47,"Rusų, Anglų, Vokiečių",Ne,Neturiu
Panemunės,1961-07-16,vedęs / ištekėjusi,Ne,"Būsto ir urbanistinės plėtros agentūra, Kauno regiono padalinio vyr. specialistė",Jolita    MAŽENIENĖ,Kaunas,Aukštasis;Kauno technologijos universitetas;Inžinierė - ekonomistė;1986,"Knygos, Menas, Laisvalaikio sportas",LR Kauno miestas,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,110,"Rusų, Lenkų, Anglų",Ne,Neturiu
Panemunės,1963-06-19,vedęs / ištekėjusi,Ne,"VĮ Vidaus vandens kelių direkcija, generalinis direktorius",Gintautas    LABANAUSKAS,Kaunas,Aukštasis;Kauno technologijos universitetas;Informatikos inžinerijos magistras;2004;Aukštasis;Syzranės aukštoji aviacijos m-kla;Lakūnas-inžinierius;1986;Aukštesnysis;Šilutės 12-oji profesinė tech. m-kla;1982;Vidurinis;Šilutės vidurinė mokykla;1981,"Buriavimas, Skraidymas, Slidinėjimas",Šilutė,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,115,"Anglų, Rusų",Ne,Neturiu
Panemunės,1957-09-06,vedęs / ištekėjusi,Ne,"Koncertinė įstaiga Kauno valstybinė filharmonija, vadovas",Justinas    KRĖPŠTA,Kaunas,Aukštasis;Lietuvos muzikos ir teatro akademija (tuometinė Lietuvos valstybinė konservatorija);Fortepijonas;1981,"Turizmas, žvejyba","Medingėnų kaimas, Plungės rajonas",Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,22,"Vokiečių, Rusų",Ne,Neturiu
Panemunės,1956-03-19,vedęs / ištekėjusi,Ne,"IĮ ""Juralė"", įm. vadovas",Alė    JURGAITIENĖ,Kaunas,Magistras;VDU;Socialinių mokslų magistrė;2006;Aukštasis;Vilniaus universitetas;darbo ekonomika;1984;Vidurinis;Kauno m. 13-ta vid. m-la;1974,"menas, kultūra",Kaunas,"Partija ""Jaunoji Lietuva""",Lietuvis (-ė) ,5,"Vokiečių, Rusų",Ne,Neturiu
Panemunės,1970-09-21,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Saulius    GIRDAUSKAS,Kaunas,Aukštasis;Vilniaus Gedimino technikos universitetas;transporto mašinų ir įrengimų inžinierius;2004;Vidurinis;Kauno m. 33-ia vid. mokykla;Nenurodė;1989,"Automobilių sportas, slidinėjimas",Kauno miestas,Leiboristų partija,Lietuvis (-ė) ,21,"Anglų, Rusų, Lenkų",Ne,Neturiu
Panemunės,1959-03-07,Išsiskyręs(-usi),Ne,"UAB ""Muronas"", direktorius",Jonas    GASIŪNAS,Kaunas,Aukštasis;Vilniaus inžinerinis statybos institutas;Pramoninė ir civilinė statyba;1982,"Medžioklė, Kelionės",Lieporų km. Joniškio raj.,"""Fronto"" partija",Lietuvis (-ė) ,61,"Rusų, Anglų",Ne,Neturiu
Panemunės,1964-06-08,vedęs / ištekėjusi,Ne,"UAB ""Fasadų servisas"", direktorius",Tomas    EITUTIS,Kaunas,Aukštasis;Kauno politechnikos institutas;Elektroninės technikos inžinierius;1989,"visas"", direktorius",Kaunas,Tautos prisikėlimo partija,Lietuvis (-ė) ,24,"Anglų, Rusų",Ne,Neturiu
Panemunės,1956-08-20,vedęs / ištekėjusi,Ne,"Vidaus reikalų ministerija, ministras",Regimantas    ČIUPAILA,Vilnius,Aukštasis;Vilniaus universitetas;matematikos dėstytojas;1979,"ministerija, ministras",Kaunas,Liberalų ir centro sąjunga,Lietuvis (-ė) ,7,"Anglų, Rusų, Lenkų",Ne,Neturiu
Panemunės,1936-10-04,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narė",Vida Marija    ČIGRIEJIENĖ,Kaunas,Aukštasis;Kauno medicinos institutas;Gydytoja;1961,"Kelionės, Žvejyba, Klasikinė muzika, Knygų skaitymas",Alytus,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,43,"Rusų, Anglų, Lenkų",Ne,Neturiu
Danės,1949-09-03,Išsiskyręs(-usi),Ne,"Lietuvos Respublikos Seimas, Seimo narė",Aldona    STAPONKIENĖ,Klaipėda,Aukštasis;Vilniaus universitetas;Teisininkė;1972;Vidurinis;Senosios Varėnos vidurinė mokykla;1967,"Kelionės, Skaitymas","Varėnos rajono, Salovartės kaime, Lietuva",Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,3,"Prancūzų, Rusų",Ne,Neturiu
Danės,1957-08-04,vedęs / ištekėjusi,Ne,Lietuvos Respublikos Seimo kanceliarija LR Seimo nario A. Boso padėjėjas-sekretorius,Ivanas    ROMANOVAS,Klaipėda,Aukštasis;Šiaulių K. Preikšo pedagoginis institutas;ikimokyklinė pedagogika ir psichologija;1987,"sportas, muzika, kelionės, knygos","Kretingalės miestelis, Klaipėdos raj.",Leiboristų partija,Lietuvis (-ė) ,24,"Rusų, Vokiečių",Ne,Neturiu
Danės,1958-02-08,Išsiskyręs(-usi),Ne,"LR Seimas, LR Seimo narės J. Šiaulienės padėjėja-sekretorė",Lilija    PETRAITIENĖ,Klaipėda,Aukštasis;Vilniaus universitetas;Ekonomistė;1990,"Dailė, Knygų skaitymas, Poezija",Šilutės raj. Ramovos kaimas,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,59,"Rusų, Anglų",Ne,Neturiu
