apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Mažeikių (Nr. 38),0.034,Krikščionių demokratų sąjunga,54,-,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.0334,"Lietuvos partija ""Socialdemokratija 2000""",51,2,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.0322,Lietuvos centro sąjunga,46,5,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.0309,Nuosaikiųjų konservatorių sąjunga,46,3,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.024,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",38,-,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.0208,Lietuvos krikščionių demokratų partija,31,2,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.0183,Lietuvos valstiečių partija,25,4,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.0088,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",14,-,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.0032,Lietuvių tautininkų sąjunga,5,-,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.0032,Lietuvos laisvės sąjunga,5,-,Sodų (Nr. 10)
Mažeikių (Nr. 38),,Lietuvos lenkų rinkimų akcija,-,-,Sodų (Nr. 10)
Mažeikių (Nr. 38),0.4545,A.Brazausko socialdemokratinė koalicija,565,15,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.2288,Naujoji sąjunga (socialliberalai),281,11,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.1168,Lietuvos liberalų sąjunga,149,-,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0408,"Lietuvos partija ""Socialdemokratija 2000""",51,1,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0345,Lietuvos centro sąjunga,41,3,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.029,Krikščionių demokratų sąjunga,36,1,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0188,Lietuvos krikščionių demokratų partija,24,-,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0172,Tėvynės sąjunga  (Lietuvos konservatoriai),21,1,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0141,Nuosaikiųjų konservatorių sąjunga,17,1,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0133,Lietuvos valstiečių partija,17,-,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0133,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",16,1,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0086,Lietuvių tautininkų sąjunga,10,1,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0063,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",7,1,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.0039,Lietuvos laisvės sąjunga,5,-,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),,Lietuvos lenkų rinkimų akcija,-,-,Pavenčių (Nr. 9)
Mažeikių (Nr. 38),0.4221,A.Brazausko socialdemokratinė koalicija,891,28,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.2012,Naujoji sąjunga (socialliberalai),421,17,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.158,Lietuvos liberalų sąjunga,335,9,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.039,Tėvynės sąjunga  (Lietuvos konservatoriai),78,7,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.034,"Lietuvos partija ""Socialdemokratija 2000""",70,4,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0317,Lietuvos centro sąjunga,67,2,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0289,Krikščionių demokratų sąjunga,57,6,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0207,Nuosaikiųjų konservatorių sąjunga,43,2,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0188,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",41,-,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0156,Lietuvos krikščionių demokratų partija,33,1,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0133,Lietuvos valstiečių partija,28,1,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0083,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",18,-,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0046,Lietuvių tautininkų sąjunga,9,1,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0028,Lietuvos laisvės sąjunga,6,-,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.0009,Lietuvos lenkų rinkimų akcija,2,-,Naftininkų (Nr. 8)
Mažeikių (Nr. 38),0.4389,A.Brazausko socialdemokratinė koalicija,801,15,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.1985,Naujoji sąjunga (socialliberalai),348,21,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.1641,Lietuvos liberalų sąjunga,297,8,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0436,Lietuvos centro sąjunga,79,2,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0334,"Lietuvos partija ""Socialdemokratija 2000""",60,2,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0226,Krikščionių demokratų sąjunga,42,-,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0183,Tėvynės sąjunga  (Lietuvos konservatoriai),33,1,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0183,Nuosaikiųjų konservatorių sąjunga,30,4,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0172,Lietuvos valstiečių partija,30,2,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0145,Lietuvos krikščionių demokratų partija,26,1,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.014,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",25,1,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0065,Lietuvos laisvės sąjunga,12,-,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0059,Lietuvių tautininkų sąjunga,11,-,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0038,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",7,-,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.0005,Lietuvos lenkų rinkimų akcija,1,-,Pavasario (Nr. 7)
Mažeikių (Nr. 38),0.363,A.Brazausko socialdemokratinė koalicija,304,10,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.2162,Naujoji sąjunga (socialliberalai),182,5,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.1803,Lietuvos liberalų sąjunga,151,5,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0382,Krikščionių demokratų sąjunga,30,3,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0347,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",30,-,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0335,Tėvynės sąjunga  (Lietuvos konservatoriai),28,1,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0301,Nuosaikiųjų konservatorių sąjunga,24,2,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0277,Lietuvos centro sąjunga,23,1,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0243,Lietuvos valstiečių partija,20,1,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0231,"Lietuvos partija ""Socialdemokratija 2000""",18,2,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0127,Lietuvos krikščionių demokratų partija,11,-,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0069,Lietuvių tautininkų sąjunga,6,-,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0069,Lietuvos laisvės sąjunga,5,1,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.0023,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",2,-,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),,Lietuvos lenkų rinkimų akcija,-,-,Reivyčių (Nr. 6)
Mažeikių (Nr. 38),0.4015,A.Brazausko socialdemokratinė koalicija,679,14,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.1889,Naujoji sąjunga (socialliberalai),322,4,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.1327,Lietuvos liberalų sąjunga,227,2,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0435,Tėvynės sąjunga  (Lietuvos konservatoriai),72,3,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0417,Lietuvos centro sąjunga,71,1,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0417,Nuosaikiųjų konservatorių sąjunga,70,2,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0359,Krikščionių demokratų sąjunga,62,-,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0307,"Lietuvos partija ""Socialdemokratija 2000""",51,2,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0301,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",50,2,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0209,Lietuvos krikščionių demokratų partija,35,1,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0151,Lietuvos valstiečių partija,26,-,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.007,Lietuvių tautininkų sąjunga,12,-,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0052,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",9,-,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0046,Lietuvos laisvės sąjunga,8,-,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.0006,Lietuvos lenkų rinkimų akcija,1,-,Žemaitijos (Nr. 5)
Mažeikių (Nr. 38),0.3945,A.Brazausko socialdemokratinė koalicija,543,16,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.2244,Naujoji sąjunga (socialliberalai),312,6,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.1418,Lietuvos liberalų sąjunga,197,4,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0445,Tėvynės sąjunga  (Lietuvos konservatoriai),55,8,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0381,Lietuvos centro sąjunga,53,1,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0303,Krikščionių demokratų sąjunga,42,1,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0296,Nuosaikiųjų konservatorių sąjunga,37,5,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0261,"Lietuvos partija ""Socialdemokratija 2000""",36,1,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0198,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",27,1,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0162,Lietuvos krikščionių demokratų partija,23,-,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0155,Lietuvos valstiečių partija,21,1,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0106,Lietuvos laisvės sąjunga,14,1,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0049,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",6,1,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0021,Lietuvių tautininkų sąjunga,3,-,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.0014,Lietuvos lenkų rinkimų akcija,2,-,Gabijos (Nr. 4)
Mažeikių (Nr. 38),0.3499,A.Brazausko socialdemokratinė koalicija,322,15,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.1931,Naujoji sąjunga (socialliberalai),180,6,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.1599,Lietuvos liberalų sąjunga,148,6,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0613,Tėvynės sąjunga  (Lietuvos konservatoriai),53,6,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0405,Krikščionių demokratų sąjunga,39,-,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0363,Lietuvos centro sąjunga,35,-,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0332,Lietuvos krikščionių demokratų partija,27,5,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0332,Nuosaikiųjų konservatorių sąjunga,29,3,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0239,"Lietuvos partija ""Socialdemokratija 2000""",19,4,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0228,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",21,1,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0218,Lietuvos valstiečių partija,20,1,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0125,Lietuvių tautininkų sąjunga,11,1,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0062,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",6,-,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.0042,Lietuvos laisvės sąjunga,4,-,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.001,Lietuvos lenkų rinkimų akcija,1,-,Kęstučio (Nr. 3)
Mažeikių (Nr. 38),0.3354,A.Brazausko socialdemokratinė koalicija,366,11,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.1548,Naujoji sąjunga (socialliberalai),169,5,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.1335,Lietuvos liberalų sąjunga,143,7,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.0925,Tėvynės sąjunga  (Lietuvos konservatoriai),95,9,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.0632,Krikščionių demokratų sąjunga,67,4,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.0525,Lietuvos krikščionių demokratų partija,58,1,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.0445,Nuosaikiųjų konservatorių sąjunga,42,8,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.032,Lietuvos valstiečių partija,31,5,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.032,Lietuvos centro sąjunga,35,1,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.0187,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",19,2,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.0151,"Lietuvos partija ""Socialdemokratija 2000""",17,-,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.0116,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",13,-,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.0098,Lietuvos laisvės sąjunga,9,2,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.0044,Lietuvių tautininkų sąjunga,5,-,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),,Lietuvos lenkų rinkimų akcija,-,-,Senamieščio (Nr. 2)
Mažeikių (Nr. 38),0.303,A.Brazausko socialdemokratinė koalicija,451,8,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.204,Naujoji sąjunga (socialliberalai),285,24,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.1531,Lietuvos liberalų sąjunga,222,10,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0785,Tėvynės sąjunga  (Lietuvos konservatoriai),111,8,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0495,Nuosaikiųjų konservatorių sąjunga,71,4,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0455,Krikščionių demokratų sąjunga,67,2,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0436,Lietuvos krikščionių demokratų partija,61,5,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0356,Lietuvos centro sąjunga,51,3,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0264,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",39,1,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0218,Lietuvos valstiečių partija,30,3,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0178,"Lietuvos partija ""Socialdemokratija 2000""",23,4,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0119,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",18,-,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0046,Lietuvių tautininkų sąjunga,6,1,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),0.0046,Lietuvos laisvės sąjunga,7,-,M.Račkausko (Nr. 1)
Mažeikių (Nr. 38),,Lietuvos lenkų rinkimų akcija,-,-,M.Račkausko (Nr. 1)
Marių (Nr. 21),0.3314,A.Brazausko socialdemokratinė koalicija,726,12,Bandužių (Nr. 68)
Marių (Nr. 21),0.2878,Lietuvos liberalų sąjunga,626,15,Bandužių (Nr. 68)
Marių (Nr. 21),0.1679,Naujoji sąjunga (socialliberalai),368,6,Bandužių (Nr. 68)
Marių (Nr. 21),0.0525,Lietuvos centro sąjunga,116,1,Bandužių (Nr. 68)
Marių (Nr. 21),0.0422,Krikščionių demokratų sąjunga,94,-,Bandužių (Nr. 68)
Marių (Nr. 21),0.0382,Tėvynės sąjunga  (Lietuvos konservatoriai),83,2,Bandužių (Nr. 68)
Marių (Nr. 21),0.0202,Nuosaikiųjų konservatorių sąjunga,44,1,Bandužių (Nr. 68)
Marių (Nr. 21),0.0184,Lietuvos krikščionių demokratų partija,41,-,Bandužių (Nr. 68)
Marių (Nr. 21),0.0117,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",24,2,Bandužių (Nr. 68)
Marių (Nr. 21),0.0112,Lietuvių tautininkų sąjunga,23,2,Bandužių (Nr. 68)
Marių (Nr. 21),0.0081,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",18,-,Bandužių (Nr. 68)
Marių (Nr. 21),0.0054,Lietuvos valstiečių partija,12,-,Bandužių (Nr. 68)
Marių (Nr. 21),0.0031,Lietuvos laisvės sąjunga,7,-,Bandužių (Nr. 68)
Marių (Nr. 21),0.0013,"Lietuvos partija ""Socialdemokratija 2000""",3,-,Bandužių (Nr. 68)
Marių (Nr. 21),0.0004,Lietuvos lenkų rinkimų akcija,1,-,Bandužių (Nr. 68)
Baltijos (Nr. 20),0.3475,A.Brazausko socialdemokratinė koalicija,410,14,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.2426,Lietuvos liberalų sąjunga,291,5,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.1533,Naujoji sąjunga (socialliberalai),184,3,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0705,Tėvynės sąjunga  (Lietuvos konservatoriai),85,1,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0484,Krikščionių demokratų sąjunga,59,-,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0393,Lietuvos centro sąjunga,46,2,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0328,Lietuvos krikščionių demokratų partija,38,2,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0295,Nuosaikiųjų konservatorių sąjunga,34,2,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0098,Lietuvių tautininkų sąjunga,12,-,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0074,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",9,-,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0074,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",9,-,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0049,Lietuvos laisvės sąjunga,6,-,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0033,Lietuvos valstiečių partija,4,-,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0025,Lietuvos lenkų rinkimų akcija,3,-,Menų mokyklos (Nr. 45)
Baltijos (Nr. 20),0.0008,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Menų mokyklos (Nr. 45)
Danės (Nr. 19),0.2728,A.Brazausko socialdemokratinė koalicija,231,8,Politechnikos (Nr. 66)
Danės (Nr. 19),0.266,Lietuvos liberalų sąjunga,233,-,Politechnikos (Nr. 66)
Danės (Nr. 19),0.1324,Naujoji sąjunga (socialliberalai),113,3,Politechnikos (Nr. 66)
Danės (Nr. 19),0.1267,Tėvynės sąjunga  (Lietuvos konservatoriai),108,3,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0616,Krikščionių demokratų sąjunga,53,1,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0502,Lietuvos centro sąjunga,44,-,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0205,Lietuvių tautininkų sąjunga,18,-,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0205,Nuosaikiųjų konservatorių sąjunga,18,-,Politechnikos (Nr. 66)
Danės (Nr. 19),0.016,Lietuvos krikščionių demokratų partija,13,1,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0126,"Lietuvos partija ""Socialdemokratija 2000""",11,-,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0068,Lietuvos laisvės sąjunga,5,1,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0057,Lietuvos valstiečių partija,5,-,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0057,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",5,-,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0011,Lietuvos lenkų rinkimų akcija,1,-,Politechnikos (Nr. 66)
Danės (Nr. 19),0.0011,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Politechnikos (Nr. 66)
Panemunės (Nr. 18),0.234,Lietuvos liberalų sąjunga,238,7,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.2044,A.Brazausko socialdemokratinė koalicija,207,7,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.1194,Naujoji sąjunga (socialliberalai),122,3,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.0974,Tėvynės sąjunga  (Lietuvos konservatoriai),100,2,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.0783,Lietuvos laisvės sąjunga,82,-,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.0678,Krikščionių demokratų sąjunga,71,-,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.0583,Lietuvos krikščionių demokratų partija,55,6,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.0525,Lietuvos centro sąjunga,49,6,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.043,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",43,2,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.0191,Nuosaikiųjų konservatorių sąjunga,19,1,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.0096,Lietuvių tautininkų sąjunga,9,1,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.0096,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",10,-,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),0.0067,Lietuvos valstiečių partija,7,-,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Vaišvydavos (Nr. 123)
Panemunės (Nr. 18),,Lietuvos lenkų rinkimų akcija,-,-,Vaišvydavos (Nr. 123)
Pramonės (Nr. 17),0.2801,A.Brazausko socialdemokratinė koalicija,421,3,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.1955,Lietuvos liberalų sąjunga,284,12,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.1532,Naujoji sąjunga (socialliberalai),222,10,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0945,Tėvynės sąjunga  (Lietuvos konservatoriai),140,3,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0898,Lietuvos laisvės sąjunga,129,7,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0489,Krikščionių demokratų sąjunga,70,4,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0396,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",58,2,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0324,Lietuvos krikščionių demokratų partija,45,4,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0218,Lietuvos centro sąjunga,30,3,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0185,Nuosaikiųjų konservatorių sąjunga,27,1,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0066,Lietuvių tautininkų sąjunga,10,-,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0066,Lietuvos valstiečių partija,10,-,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0059,"Lietuvos partija ""Socialdemokratija 2000""",9,-,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0059,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",9,-,Nemuno (Nr. 111)
Pramonės (Nr. 17),0.0007,Lietuvos lenkų rinkimų akcija,1,-,Nemuno (Nr. 111)
Dainavos (Nr. 16),0.2928,A.Brazausko socialdemokratinė koalicija,449,8,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.1858,Lietuvos liberalų sąjunga,283,7,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.1294,Tėvynės sąjunga  (Lietuvos konservatoriai),195,7,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.1249,Naujoji sąjunga (socialliberalai),190,5,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0743,Lietuvos laisvės sąjunga,115,1,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0538,Krikščionių demokratų sąjunga,80,4,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0391,Lietuvos centro sąjunga,60,1,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0365,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",55,2,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0307,Lietuvos krikščionių demokratų partija,47,1,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0141,Nuosaikiųjų konservatorių sąjunga,22,-,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0083,Lietuvių tautininkų sąjunga,13,-,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0058,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",9,-,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0019,Lietuvos valstiečių partija,3,-,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0019,"Lietuvos partija ""Socialdemokratija 2000""",3,-,Savanorių (Nr. 87)
Dainavos (Nr. 16),0.0006,Lietuvos lenkų rinkimų akcija,1,-,Savanorių (Nr. 87)
Kalniečių (Nr. 15),0.2261,A.Brazausko socialdemokratinė koalicija,626,7,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.2114,Lietuvos liberalų sąjunga,586,6,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.1514,Naujoji sąjunga (socialliberalai),409,15,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.1132,Tėvynės sąjunga  (Lietuvos konservatoriai),308,9,P. Lukšio (Nr. 72)
