kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0294,34,0.0269,1,Nemenčinės (Nr. 51) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0092,11,0.0084,-,Nemenčinės (Nr. 51) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.9591,246,0.6934,82,Savičiūnų (Nr. 43) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1725,51,0.1247,8,Savičiūnų (Nr. 43) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0673,22,0.0486,1,Savičiūnų (Nr. 43) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0439,11,0.0317,4,Savičiūnų (Nr. 43) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0205,7,0.0148,-,Savičiūnų (Nr. 43) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0088,3,0.0063,-,Savičiūnų (Nr. 43) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0058,1,0.0042,1,Savičiūnų (Nr. 43) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0029,1,0.0021,-,Savičiūnų (Nr. 43) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0,-,0.0,-,Senasalio (Nr. 42) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,1.6852,88,0.8349,94,Senasalio (Nr. 42) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0926,8,0.0459,2,Senasalio (Nr. 42) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0741,6,0.0367,2,Senasalio (Nr. 42) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0278,3,0.0138,-,Senasalio (Nr. 42) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0093,1,0.0046,-,Senasalio (Nr. 42) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0093,1,0.0046,-,Senasalio (Nr. 42) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0093,1,0.0046,-,Senasalio (Nr. 42) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0,-,0.0,-,Šarkaičių (Nr. 36) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.7241,60,0.6,3,Šarkaičių (Nr. 36) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.069,6,0.0571,-,Šarkaičių (Nr. 36) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0575,5,0.0476,-,Šarkaičių (Nr. 36) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0575,5,0.0476,-,Šarkaičių (Nr. 36) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0575,5,0.0476,-,Šarkaičių (Nr. 36) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.046,4,0.0381,-,Šarkaičių (Nr. 36) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.023,2,0.019,-,Šarkaičių (Nr. 36) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.4747,89,0.4234,5,Baušių (Nr. 34) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.298,58,0.2658,1,Baušių (Nr. 34) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1212,22,0.1081,2,Baušių (Nr. 34) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0455,9,0.0405,-,Baušių (Nr. 34) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0455,8,0.0405,1,Baušių (Nr. 34) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0354,7,0.0315,-,Baušių (Nr. 34) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0152,3,0.0135,-,Baušių (Nr. 34) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0101,2,0.009,-,Baušių (Nr. 34) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.5167,87,0.4387,6,Milkūnų (Nr. 33) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.2056,31,0.1745,6,Milkūnų (Nr. 33) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1778,31,0.1509,1,Milkūnų (Nr. 33) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0611,11,0.0519,-,Milkūnų (Nr. 33) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0611,10,0.0519,1,Milkūnų (Nr. 33) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0278,4,0.0236,1,Milkūnų (Nr. 33) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0278,5,0.0236,-,Milkūnų (Nr. 33) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0056,1,0.0047,-,Milkūnų (Nr. 33) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0,-,0.0,-,Jurgelionių (Nr. 32) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,1.0,70,0.7073,17,Jurgelionių (Nr. 32) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.092,5,0.065,3,Jurgelionių (Nr. 32) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.069,5,0.0488,1,Jurgelionių (Nr. 32) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0345,3,0.0244,-,Jurgelionių (Nr. 32) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.023,2,0.0163,-,Jurgelionių (Nr. 32) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0115,1,0.0081,-,Jurgelionių (Nr. 32) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0115,1,0.0081,-,Jurgelionių (Nr. 32) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.6353,52,0.5143,2,Krakūnų (Nr. 31) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.2118,16,0.1714,2,Krakūnų (Nr. 31) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1529,10,0.1238,3,Krakūnų (Nr. 31) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0471,4,0.0381,-,Krakūnų (Nr. 31) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0235,1,0.019,1,Krakūnų (Nr. 31) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0118,1,0.0095,-,Krakūnų (Nr. 31) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0118,1,0.0095,-,Krakūnų (Nr. 31) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0118,-,0.0095,1,Krakūnų (Nr. 31) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.6286,11,0.3793,33,Gėlos (Nr. 31) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.2286,16,0.1379,-,Gėlos (Nr. 31) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1857,13,0.1121,-,Gėlos (Nr. 31) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1857,12,0.1121,1,Gėlos (Nr. 31) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1,6,0.0603,1,Gėlos (Nr. 31) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1,6,0.0603,1,Gėlos (Nr. 31) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0714,5,0.0431,-,Gėlos (Nr. 31) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0143,1,0.0086,-,Gėlos (Nr. 31) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.4132,127,0.3233,23,Dieveniškių (Nr. 30) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.2397,78,0.1875,9,Dieveniškių (Nr. 30) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1763,59,0.1379,5,Dieveniškių (Nr. 30) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.124,40,0.097,5,Dieveniškių (Nr. 30) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0661,23,0.0517,1,Dieveniškių (Nr. 30) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0496,15,0.0388,3,Dieveniškių (Nr. 30) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0386,13,0.0302,1,Dieveniškių (Nr. 30) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.022,8,0.0172,-,Dieveniškių (Nr. 30) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.523,139,0.4088,9,Poškonių (Nr. 29) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.159,42,0.1243,3,Poškonių (Nr. 29) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.106,30,0.0829,-,Poškonių (Nr. 29) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0742,19,0.058,2,Poškonių (Nr. 29) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0601,17,0.047,-,Poškonių (Nr. 29) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.053,13,0.0414,2,Poškonių (Nr. 29) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0459,11,0.0359,2,Poškonių (Nr. 29) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0459,12,0.0359,1,Poškonių (Nr. 29) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.5931,199,0.5057,24,Kabiškių (Nr. 29) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1888,63,0.161,8,Kabiškių (Nr. 29) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1543,54,0.1315,4,Kabiškių (Nr. 29) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1037,38,0.0884,1,Kabiškių (Nr. 29) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0213,8,0.0181,-,Kabiškių (Nr. 29) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0213,7,0.0181,1,Kabiškių (Nr. 29) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0133,5,0.0113,-,Kabiškių (Nr. 29) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0053,2,0.0045,-,Kabiškių (Nr. 29) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.6078,158,0.4986,14,Akmenynės (Nr. 28) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.2721,69,0.2232,8,Akmenynės (Nr. 28) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0565,15,0.0464,1,Akmenynės (Nr. 28) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.053,15,0.0435,-,Akmenynės (Nr. 28) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.053,12,0.0435,3,Akmenynės (Nr. 28) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0353,10,0.029,-,Akmenynės (Nr. 28) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0141,3,0.0116,1,Akmenynės (Nr. 28) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0071,1,0.0058,1,Akmenynės (Nr. 28) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0,-,0.0,-,Tabariškių (Nr. 27) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.9598,124,0.6498,43,Tabariškių (Nr. 27) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1379,23,0.0934,1,Tabariškių (Nr. 27) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1149,16,0.0778,4,Tabariškių (Nr. 27) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.046,4,0.0311,4,Tabariškių (Nr. 27) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.023,3,0.0156,1,Tabariškių (Nr. 27) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0172,1,0.0117,2,Tabariškių (Nr. 27) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0172,3,0.0117,-,Tabariškių (Nr. 27) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0,-,0.0,-,Skynimų (Nr. 26) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.7094,61,0.5155,22,Skynimų (Nr. 26) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.2051,23,0.1491,1,Skynimų (Nr. 26) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.188,18,0.1366,4,Skynimų (Nr. 26) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0855,9,0.0621,1,Skynimų (Nr. 26) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0256,3,0.0186,-,Skynimų (Nr. 26) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0256,2,0.0186,1,Skynimų (Nr. 26) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0085,1,0.0062,-,Skynimų (Nr. 26) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.9948,318,0.7366,68,Medininkų (Nr. 26) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0954,33,0.0706,4,Medininkų (Nr. 26) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0361,14,0.0267,-,Medininkų (Nr. 26) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0258,9,0.0191,1,Medininkų (Nr. 26) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0129,5,0.0095,-,Medininkų (Nr. 26) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0103,4,0.0076,-,Medininkų (Nr. 26) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0077,2,0.0057,1,Medininkų (Nr. 26) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0077,3,0.0057,-,Medininkų (Nr. 26) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.6508,232,0.5131,42,Turgelių (Nr. 25) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.2067,82,0.1629,5,Turgelių (Nr. 25) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.133,51,0.1049,5,Turgelių (Nr. 25) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0523,20,0.0412,2,Turgelių (Nr. 25) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0333,13,0.0262,1,Turgelių (Nr. 25) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0285,12,0.0225,-,Turgelių (Nr. 25) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0261,7,0.0206,4,Turgelių (Nr. 25) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0119,4,0.0094,1,Turgelių (Nr. 25) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.7784,201,0.5785,101,Galgių (Nr. 25) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1985,76,0.1475,1,Galgių (Nr. 25) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1263,47,0.0939,2,Galgių (Nr. 25) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0902,32,0.067,3,Galgių (Nr. 25) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0387,15,0.0287,-,Galgių (Nr. 25) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0206,7,0.0153,1,Galgių (Nr. 25) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.018,7,0.0134,-,Galgių (Nr. 25) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0077,3,0.0057,-,Galgių (Nr. 25) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.7411,549,0.6035,98,Mickūnų (Nr. 24) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1592,126,0.1297,13,Mickūnų (Nr. 24) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1249,103,0.1017,6,Mickūnų (Nr. 24) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0573,43,0.0466,7,Mickūnų (Nr. 24) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0424,32,0.0345,5,Mickūnų (Nr. 24) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0137,9,0.0112,3,Mickūnų (Nr. 24) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0069,6,0.0056,-,Mickūnų (Nr. 24) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0069,5,0.0056,1,Mickūnų (Nr. 24) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.4795,198,0.4403,1,Baltosios Vokės (Nr. 24) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.3036,124,0.2788,2,Baltosios Vokės (Nr. 24) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0699,25,0.0642,4,Baltosios Vokės (Nr. 24) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0482,20,0.0442,-,Baltosios Vokės (Nr. 24) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.041,17,0.0376,-,Baltosios Vokės (Nr. 24) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.041,15,0.0376,2,Baltosios Vokės (Nr. 24) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0313,13,0.0288,-,Baltosios Vokės (Nr. 24) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0072,3,0.0066,-,Baltosios Vokės (Nr. 24) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0,-,0.0,-,Rūdninkų (Nr. 23) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.6447,169,0.5847,7,Rūdninkų (Nr. 23) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.2747,73,0.2492,2,Rūdninkų (Nr. 23) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0366,10,0.0332,-,Rūdninkų (Nr. 23) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0366,10,0.0332,-,Rūdninkų (Nr. 23) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0147,4,0.0133,-,Rūdninkų (Nr. 23) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0147,4,0.0133,-,Rūdninkų (Nr. 23) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.011,3,0.01,-,Rūdninkų (Nr. 23) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.5468,66,0.4578,10,Keidžių (Nr. 22) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1871,25,0.1566,1,Keidžių (Nr. 22) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1511,21,0.1265,-,Keidžių (Nr. 22) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0719,10,0.0602,-,Keidžių (Nr. 22) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0576,6,0.0482,2,Keidžių (Nr. 22) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0432,5,0.0361,1,Keidžių (Nr. 22) apylinkė
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0288,4,0.0241,-,Keidžių (Nr. 22) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0144,2,0.012,-,Keidžių (Nr. 22) apylinkė
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.3509,57,0.3061,3,Geležinkelio (Nr. 21) apylinkė
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.3275,56,0.2857,-,Geležinkelio (Nr. 21) apylinkė
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.1287,21,0.1122,1,Geležinkelio (Nr. 21) apylinkė
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0819,14,0.0714,-,Geležinkelio (Nr. 21) apylinkė
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0643,10,0.0561,1,Geležinkelio (Nr. 21) apylinkė
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0351,6,0.0306,-,Geležinkelio (Nr. 21) apylinkė
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatės apygardos,0.0292,5,0.0255,-,Geležinkelio (Nr. 21) apylinkė
