kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Gintaras STEPONAVIČIUS,Lazdynų (Nr.9) vienmandatė apygarda,38.21%,36.26%,6540,705
Alvydas POCIUS,Lazdynų (Nr.9) vienmandatė apygarda,19.14%,18.17%,3305,325
Algis STRELČIŪNAS,Lazdynų (Nr.9) vienmandatė apygarda,13.66%,12.97%,2232,359
Jaroslav KAMINSKI,Lazdynų (Nr.9) vienmandatė apygarda,7.15%,6.79%,1258,98
Vytautas BERNATONIS,Lazdynų (Nr.9) vienmandatė apygarda,4.87%,4.62%,831,93
Alvydas RAMANAUSKAS,Lazdynų (Nr.9) vienmandatė apygarda,4.69%,4.45%,766,123
Česlav PAVILOVIČ,Lazdynų (Nr.9) vienmandatė apygarda,3.54%,3.36%,626,46
Vida JAKIŪNAITĖ,Lazdynų (Nr.9) vienmandatė apygarda,3.44%,3.26%,561,91
Juozas DINGELIS,Lazdynų (Nr.9) vienmandatė apygarda,3.23%,3.07%,568,45
Gražina PALIOKIENĖ,Lazdynų (Nr.9) vienmandatė apygarda,2.06%,1.96%,341,50
Danutė BEKINTIENĖ,Karoliniškių (Nr.8) vienmandatė apygarda,22.72%,21.59%,4258,545
Viačeslav ŠKIL,Karoliniškių (Nr.8) vienmandatė apygarda,20.71%,19.68%,4096,283
Nijolė STEIBLIENĖ,Karoliniškių (Nr.8) vienmandatė apygarda,17.31%,16.45%,3289,371
Arminas LYDEKA,Karoliniškių (Nr.8) vienmandatė apygarda,15.88%,15.09%,3062,296
Vytautas PELAKAUSKAS,Karoliniškių (Nr.8) vienmandatė apygarda,5.13%,4.87%,1012,72
Henrich PEŠKO,Karoliniškių (Nr.8) vienmandatė apygarda,4.84%,4.60%,960,64
Romualdas GRIGAS,Karoliniškių (Nr.8) vienmandatė apygarda,3.38%,3.21%,652,63
Vladimir CHARITONOV,Karoliniškių (Nr.8) vienmandatė apygarda,3.09%,2.94%,619,35
Jonas BIELIAUSKAS,Karoliniškių (Nr.8) vienmandatė apygarda,2.49%,2.36%,496,30
Nikolajus ŠALKOVSKIS,Karoliniškių (Nr.8) vienmandatė apygarda,2.43%,2.31%,492,21
Arūnas GRUMADAS,Karoliniškių (Nr.8) vienmandatė apygarda,1.04%,0.99%,202,18
Augustas PRONCKUS,Karoliniškių (Nr.8) vienmandatė apygarda,0.98%,0.93%,176,32
Rimantas REMEIKA,Justiniškių (Nr.7) vienmandatė apygarda,21.50%,20.47%,3872,378
Tautvydas VENCEVIČIUS,Justiniškių (Nr.7) vienmandatė apygarda,15.40%,14.66%,2869,176
Juozas IMBRASAS,Justiniškių (Nr.7) vienmandatė apygarda,8.66%,8.24%,1584,127
Juozas RAISTENSKIS,Justiniškių (Nr.7) vienmandatė apygarda,8.56%,8.15%,1540,152
Violeta PODOLSKAITĖ,Justiniškių (Nr.7) vienmandatė apygarda,8.00%,7.61%,1485,96
Egidijus BIČKAUSKAS,Justiniškių (Nr.7) vienmandatė apygarda,7.75%,7.38%,1403,130
Albertas ŠIMĖNAS,Justiniškių (Nr.7) vienmandatė apygarda,7.68%,7.31%,1372,146
Tadeuš LAVRYNOVIČ,Justiniškių (Nr.7) vienmandatė apygarda,7.55%,7.18%,1417,75
Rimantas SMETONA,Justiniškių (Nr.7) vienmandatė apygarda,4.80%,4.57%,880,69
Pavel BELIK,Justiniškių (Nr.7) vienmandatė apygarda,4.63%,4.41%,871,44
Rima MATIJOŠIENĖ,Justiniškių (Nr.7) vienmandatė apygarda,2.19%,2.08%,379,53
Dalia URBANAVIČIENĖ,Justiniškių (Nr.7) vienmandatė apygarda,1.33%,1.27%,244,19
Rita VARNIENĖ,Justiniškių (Nr.7) vienmandatė apygarda,1.05%,1.00%,200,7
Adolfas UŽA,Justiniškių (Nr.7) vienmandatė apygarda,0.65%,0.62%,119,10
Nerijus LIPNEVIČIUS,Justiniškių (Nr.7) vienmandatė apygarda,0.26%,0.25%,43,8
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) vienmandatė apygarda,32.13%,30.34%,4939,615
Audronius AŽUBALIS,Šeškinės (Nr.6) vienmandatė apygarda,21.70%,20.49%,3316,435
Etela KARPICKIENĖ,Šeškinės (Nr.6) vienmandatė apygarda,18.72%,17.68%,2986,251
Vytautas Aleksas LAZINKA,Šeškinės (Nr.6) vienmandatė apygarda,7.62%,7.19%,1228,89
Kristina ZIMINSKA,Šeškinės (Nr.6) vienmandatė apygarda,7.29%,6.88%,1190,70
Daiva MEDALINSKIENĖ,Šeškinės (Nr.6) vienmandatė apygarda,5.56%,5.25%,905,57
Rasita PALUBINSKIENĖ,Šeškinės (Nr.6) vienmandatė apygarda,2.78%,2.63%,436,45
Tomas STAKELIS,Šeškinės (Nr.6) vienmandatė apygarda,2.19%,2.07%,360,19
Marijonas ROČIUS,Šeškinės (Nr.6) vienmandatė apygarda,1.52%,1.43%,236,26
Hipolit GOLUBOVIČ,Šeškinės (Nr.6) vienmandatė apygarda,0.49%,0.46%,77,8
Raimondas ŠUKYS,Fabijoniškių (Nr.5) vienmandatė apygarda,33.30%,31.55%,6101,581
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) vienmandatė apygarda,28.87%,27.35%,5308,485
Larisa DMITRIJEVA,Fabijoniškių (Nr.5) vienmandatė apygarda,9.30%,8.81%,1763,103
Žilvinas VAICEKAUSKAS,Fabijoniškių (Nr.5) vienmandatė apygarda,8.24%,7.80%,1553,100
Irena NARKEVIČ,Fabijoniškių (Nr.5) vienmandatė apygarda,6.76%,6.40%,1279,77
Romualda KLEČKAUSKIENĖ,Fabijoniškių (Nr.5) vienmandatė apygarda,5.01%,4.74%,933,72
Balys GAJAUSKAS,Fabijoniškių (Nr.5) vienmandatė apygarda,4.16%,3.94%,750,85
Aleksandr PUSTOVIT,Fabijoniškių (Nr.5) vienmandatė apygarda,2.49%,2.36%,475,25
Arvydas KILIKEVIČIUS,Fabijoniškių (Nr.5) vienmandatė apygarda,1.87%,1.78%,344,32
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) vienmandatė apygarda,22.20%,20.73%,3885,673
Algis ČAPLIKAS,Žirmūnų (Nr.4) vienmandatė apygarda,17.48%,16.32%,3226,362
Aušra RAŠKAUSKIENĖ,Žirmūnų (Nr.4) vienmandatė apygarda,17.34%,16.19%,3247,314
Vytenis Povilas ANDRIUKAITIS,Žirmūnų (Nr.4) vienmandatė apygarda,14.97%,13.98%,2780,293
Algirdas MAKAUSKAS,Žirmūnų (Nr.4) vienmandatė apygarda,6.76%,6.31%,1260,128
Vladislav VOINIČ,Žirmūnų (Nr.4) vienmandatė apygarda,4.83%,4.51%,907,84
Marija JĖČIUVIENĖ,Žirmūnų (Nr.4) vienmandatė apygarda,4.49%,4.19%,860,62
Tatjana JASINSKAJA,Žirmūnų (Nr.4) vienmandatė apygarda,3.48%,3.25%,653,62
Erika RIBAŠAUSKIENĖ,Žirmūnų (Nr.4) vienmandatė apygarda,3.10%,2.89%,555,81
Vaclav BELSKIJ,Žirmūnų (Nr.4) vienmandatė apygarda,2.44%,2.28%,463,39
Stasys PILIKAUSKAS,Žirmūnų (Nr.4) vienmandatė apygarda,1.74%,1.63%,310,48
Saulius VAIKŠNORAS,Žirmūnų (Nr.4) vienmandatė apygarda,1.17%,1.09%,206,34
Andrius KUBILIUS,Antakalnio (Nr.3) vienmandatė apygarda,38.52%,36.51%,6743,1083
Romualda KŠANIENĖ,Antakalnio (Nr.3) vienmandatė apygarda,16.85%,15.97%,2970,454
Gintautas BABRAVIČIUS,Antakalnio (Nr.3) vienmandatė apygarda,12.16%,11.52%,2211,259
Algirdas KUNČINAS,Antakalnio (Nr.3) vienmandatė apygarda,9.60%,9.10%,1633,317
Edmund ŠOT,Antakalnio (Nr.3) vienmandatė apygarda,8.04%,7.62%,1475,159
Lauryna VARIUŠONKOVAITĖ,Antakalnio (Nr.3) vienmandatė apygarda,4.63%,4.38%,841,99
Virginija APANAVIČIENĖ,Antakalnio (Nr.3) vienmandatė apygarda,4.09%,3.88%,717,114
Jonas KVEDERAITIS,Antakalnio (Nr.3) vienmandatė apygarda,2.34%,2.22%,437,38
Ignas VĖGĖLĖ,Antakalnio (Nr.3) vienmandatė apygarda,2.32%,2.20%,427,45
Dainius Petras PAUKŠTĖ,Antakalnio (Nr.3) vienmandatė apygarda,1.46%,1.38%,253,43
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) vienmandatė apygarda,34.45%,32.75%,5057,684
Jurgis RAZMA,Senamiesčio (Nr.2) vienmandatė apygarda,18.03%,17.14%,2513,492
Kazys REMEIKIS,Senamiesčio (Nr.2) vienmandatė apygarda,16.09%,15.30%,2304,378
Juzef KVETKOVSKIJ,Senamiesčio (Nr.2) vienmandatė apygarda,8.33%,7.92%,1262,127
Feliksas KOLOSAUSKAS,Senamiesčio (Nr.2) vienmandatė apygarda,7.34%,6.98%,1064,160
Česlovas KAMINSKAS,Senamiesčio (Nr.2) vienmandatė apygarda,5.72%,5.44%,843,111
Gražina DRĖMAITĖ,Senamiesčio (Nr.2) vienmandatė apygarda,4.36%,4.14%,627,99
Daiva BROGIENĖ,Senamiesčio (Nr.2) vienmandatė apygarda,2.38%,2.26%,359,37
Rimantas MATULIS,Senamiesčio (Nr.2) vienmandatė apygarda,1.35%,1.28%,198,27
Alfonsas BUTĖ,Senamiesčio (Nr.2) vienmandatė apygarda,0.79%,0.75%,115,17
Antanas ZAPOLSKIS,Senamiesčio (Nr.2) vienmandatė apygarda,0.76%,0.72%,112,14
Rimas MASKELIŪNAS,Senamiesčio (Nr.2) vienmandatė apygarda,0.40%,0.38%,59,7
