kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Danutė KRIŠČIŪNIENĖ,Nevėžio (Nr.26) rinkimų apygarda,"7,69%","7,19%",1334,83
Zenonas LIPNEVIČIUS,Nevėžio (Nr.26) rinkimų apygarda,"7,31%","6,83%",1261,86
Robertas MANTUŠKA,Nevėžio (Nr.26) rinkimų apygarda,"4,88%","4,56%",871,29
Gintaras SODEIKA,Nevėžio (Nr.26) rinkimų apygarda,"2,91%","2,72%",504,32
Svajūnas MACKEVIČIUS,Nevėžio (Nr.26) rinkimų apygarda,"2,40%","2,25%",421,22
Edmundas GRINYS,Nevėžio (Nr.26) rinkimų apygarda,"1,13%","1,06%",193,16
Valerijus SIMULIK,Dainų (Nr.25) rinkimų apygarda,"28,77%","26,89%",4409,108
Valentinas MAZURONIS,Dainų (Nr.25) rinkimų apygarda,"13,96%","13,05%",2076,116
Adolfas JARULIS,Dainų (Nr.25) rinkimų apygarda,"13,26%","12,39%",2047,35
Vidas URBONAVIČIUS,Dainų (Nr.25) rinkimų apygarda,"12,32%","11,51%",1839,95
Justinas SARTAUSKAS,Dainų (Nr.25) rinkimų apygarda,"10,72%","10,02%",1623,60
Mindaugas STAKVILEVIČIUS,Dainų (Nr.25) rinkimų apygarda,"5,81%","5,43%",882,31
Danutė AKAVECKIENĖ,Dainų (Nr.25) rinkimų apygarda,"3,89%","3,63%",552,58
Gintaras SAMOŠKA,Dainų (Nr.25) rinkimų apygarda,"3,17%","2,96%",473,24
Justina VITKAUSKAITĖ,Dainų (Nr.25) rinkimų apygarda,"2,78%","2,60%",417,20
Robertas MIKALAUSKIS,Dainų (Nr.25) rinkimų apygarda,"2,74%","2,56%",403,27
Arūnas GUMULIAUSKAS,Dainų (Nr.25) rinkimų apygarda,"2,59%","2,42%",393,13
Daiva MATONIENĖ,Saulės (Nr.24) rinkimų apygarda,"15,13%","13,82%",2115,135
Andrius ŠEDŽIUS,Saulės (Nr.24) rinkimų apygarda,"14,56%","13,30%",2094,72
Vladas DAMULEVIČIUS,Saulės (Nr.24) rinkimų apygarda,"13,92%","12,71%",1926,144
Romualdas VOLODKA,Saulės (Nr.24) rinkimų apygarda,"13,10%","11,96%",1909,39
Kazimieras ŠAVINIS,Saulės (Nr.24) rinkimų apygarda,"12,06%","11,01%",1721,72
Alma JAVTOKIENĖ,Saulės (Nr.24) rinkimų apygarda,"9,50%","8,68%",1336,77
Zigmantas JASAS,Saulės (Nr.24) rinkimų apygarda,"4,09%","3,74%",578,31
Stasys NARUTAVIČIUS,Saulės (Nr.24) rinkimų apygarda,"4,09%","3,73%",584,24
Arvydas AKSTINAVIČIUS,Saulės (Nr.24) rinkimų apygarda,"3,81%","3,48%",526,41
Danguolė MARTINKIENĖ,Saulės (Nr.24) rinkimų apygarda,"3,57%","3,26%",483,48
Arūnas RIMKUS,Saulės (Nr.24) rinkimų apygarda,"3,50%","3,20%",497,24
Zenonas BUIVYDAS,Saulės (Nr.24) rinkimų apygarda,"2,66%","2,43%",352,44
Edvardas ŽAKARIS,Aušros (Nr.23) rinkimų apygarda,"50,94%","48,14%",7466,290
Egidijus VAREIKIS,Aušros (Nr.23) rinkimų apygarda,"13,25%","12,53%",1859,159
Vidmantas JAPERTAS,Aušros (Nr.23) rinkimų apygarda,"9,33%","8,82%",1334,87
Aidas BUZYS,Aušros (Nr.23) rinkimų apygarda,"7,66%","7,24%",1127,40
Saulius LAPIENIS,Aušros (Nr.23) rinkimų apygarda,"4,93%","4,66%",712,39
Denis MICHALENKO,Aušros (Nr.23) rinkimų apygarda,"3,24%","3,06%",468,25
Gytis PLESKŪNAS,Aušros (Nr.23) rinkimų apygarda,"2,84%","2,69%",413,20
Gerardas MALIŠAUSKAS,Aušros (Nr.23) rinkimų apygarda,"2,44%","2,31%",346,26
Angelė KAVALIAUSKIENĖ,Aušros (Nr.23) rinkimų apygarda,"2,20%","2,08%",293,42
Marius NORBUTAS,Aušros (Nr.23) rinkimų apygarda,"1,70%","1,61%",245,14
Stasys GRIGALIŪNAS,Aušros (Nr.23) rinkimų apygarda,"1,45%","1,37%",198,23
Pranas ŽEIMYS,Pajūrio (Nr.22) rinkimų apygarda,"19,74%","18,16%",3032,289
Raimundas PALAITIS,Pajūrio (Nr.22) rinkimų apygarda,"18,16%","16,71%",2851,205
Monika ŽILINSKAITĖ,Pajūrio (Nr.22) rinkimų apygarda,"13,03%","11,99%",2116,76
Artūras MAŽRIMAS,Pajūrio (Nr.22) rinkimų apygarda,"11,92%","10,96%",1920,85
Aldona PETRAUSKIENĖ,Pajūrio (Nr.22) rinkimų apygarda,"8,62%","7,93%",1386,64
Audrius VAIŠVILA,Pajūrio (Nr.22) rinkimų apygarda,"7,39%","6,80%",1193,50
Sigitas DOBILINSKAS,Pajūrio (Nr.22) rinkimų apygarda,"5,22%","4,81%",824,55
Robertas POCIUS,Pajūrio (Nr.22) rinkimų apygarda,"3,88%","3,57%",628,25
Genoveita KRASAUSKIENĖ,Pajūrio (Nr.22) rinkimų apygarda,"3,51%","3,23%",547,43
Tadeusz MACIOL,Pajūrio (Nr.22) rinkimų apygarda,"3,36%","3,09%",559,7
Vaidas ŽELVYS,Pajūrio (Nr.22) rinkimų apygarda,"2,88%","2,65%",448,36
Nijolė DARGUŽIENĖ,Pajūrio (Nr.22) rinkimų apygarda,"2,30%","2,12%",364,23
Eligijus MASIULIS,Marių (Nr.21) rinkimų apygarda,"27,07%","25,37%",3862,110
Stanislovas TOMAS,Marių (Nr.21) rinkimų apygarda,"15,76%","14,76%",2258,54
Agnė BILOTAITĖ,Marių (Nr.21) rinkimų apygarda,"15,20%","14,25%",2153,78
Andrius BURBA,Marių (Nr.21) rinkimų apygarda,"11,86%","11,11%",1709,31
Irina ROZOVA,Marių (Nr.21) rinkimų apygarda,"9,17%","8,59%",1324,21
Jurij ŠERŠNIOV,Marių (Nr.21) rinkimų apygarda,"4,95%","4,64%",709,17
Irena ŠIAULIENĖ,Marių (Nr.21) rinkimų apygarda,"4,50%","4,21%",633,27
Vidmantas PLEČKAITIS,Marių (Nr.21) rinkimų apygarda,"3,52%","3,30%",481,36
Regina ŠEVELKAITIENĖ,Marių (Nr.21) rinkimų apygarda,"2,58%","2,42%",366,13
Giedrius PETRUŽIS,Marių (Nr.21) rinkimų apygarda,"2,32%","2,17%",324,16
Mindaugas ŽILYS,Marių (Nr.21) rinkimų apygarda,"1,98%","1,85%",274,16
Rita ŽUKAITIENĖ,Marių (Nr.21) rinkimų apygarda,"1,10%","1,03%",149,12
Evaldas JURKEVIČIUS,Baltijos (Nr.20) rinkimų apygarda,"15,12%","13,90%",2170,110
Artūras ŠULCAS,Baltijos (Nr.20) rinkimų apygarda,"12,01%","11,04%",1765,45
Artūras RAZBADAUSKAS,Baltijos (Nr.20) rinkimų apygarda,"11,64%","10,70%",1706,49
Edita KALNINIENĖ,Baltijos (Nr.20) rinkimų apygarda,"9,48%","8,72%",1407,23
Vytautas ČEPAS,Baltijos (Nr.20) rinkimų apygarda,"9,12%","8,38%",1313,62
Tamara LOCHANKINA,Baltijos (Nr.20) rinkimų apygarda,"8,40%","7,72%",1240,26
Egidijus SKARBALIUS,Baltijos (Nr.20) rinkimų apygarda,"7,28%","6,70%",1077,21
Birutė BOREIKINA,Baltijos (Nr.20) rinkimų apygarda,"6,38%","5,87%",920,42
Valdemaras PUODŽIŪNAS,Baltijos (Nr.20) rinkimų apygarda,"5,64%","5,18%",821,29
Viačeslav TITOV,Baltijos (Nr.20) rinkimų apygarda,"4,86%","4,46%",721,11
Vygantas VAREIKIS,Baltijos (Nr.20) rinkimų apygarda,"3,60%","3,31%",516,27
Remigijus STANKUS,Baltijos (Nr.20) rinkimų apygarda,"2,77%","2,55%",414,4
Laima JUKNIENĖ,Baltijos (Nr.20) rinkimų apygarda,"1,71%","1,57%",249,9
Vytautas VALEVIČIUS,Baltijos (Nr.20) rinkimų apygarda,"1,09%","1,00%",159,5
Artūras SABECKIS,Baltijos (Nr.20) rinkimų apygarda,"0,90%","0,83%",129,7
Vytautas GRUBLIAUSKAS,Danės (Nr.19) rinkimų apygarda,"26,80%","24,64%",4707,184
Nerijus ČAPAS,Danės (Nr.19) rinkimų apygarda,"20,37%","18,73%",3478,240
Irena VITKEVIČIENĖ,Danės (Nr.19) rinkimų apygarda,"13,54%","12,45%",2380,92
Vidmantas MISIS,Danės (Nr.19) rinkimų apygarda,"11,35%","10,44%",2007,65
Lilija PETRAITIENĖ,Danės (Nr.19) rinkimų apygarda,"6,20%","5,70%",1074,57
Ivanas ROMANOVAS,Danės (Nr.19) rinkimų apygarda,"5,75%","5,28%",1000,49
Saulius BUDINAS,Danės (Nr.19) rinkimų apygarda,"5,44%","5,00%",921,72
Rimantas MAČIULAITIS,Danės (Nr.19) rinkimų apygarda,"4,61%","4,24%",822,19
Aldona STAPONKIENĖ,Danės (Nr.19) rinkimų apygarda,"3,51%","3,23%",607,34
Svetlana BABAŠ,Danės (Nr.19) rinkimų apygarda,"2,43%","2,24%",418,26
Vida Marija ČIGRIEJIENĖ,Panemunės (Nr.18) rinkimų apygarda,"36,57%","34,04%",5614,189
Tomas EITUTIS,Panemunės (Nr.18) rinkimų apygarda,"13,58%","12,64%",2127,28
Algirdas VILIMAS,Panemunės (Nr.18) rinkimų apygarda,"11,32%","10,54%",1724,73
Gintautas LABANAUSKAS,Panemunės (Nr.18) rinkimų apygarda,"10,01%","9,32%",1547,42
Regimantas ČIUPAILA,Panemunės (Nr.18) rinkimų apygarda,"5,55%","5,16%",851,29
Justinas KRĖPŠTA,Panemunės (Nr.18) rinkimų apygarda,"5,46%","5,09%",842,25
Alė JURGAITIENĖ,Panemunės (Nr.18) rinkimų apygarda,"5,00%","4,65%",766,27
Saulius GIRDAUSKAS,Panemunės (Nr.18) rinkimų apygarda,"4,23%","3,94%",644,28
Jonas GASIŪNAS,Panemunės (Nr.18) rinkimų apygarda,"3,40%","3,17%",528,12
Konstantinas PESENKA,Panemunės (Nr.18) rinkimų apygarda,"3,35%","3,11%",515,16
Jolita MAŽENIENĖ,Panemunės (Nr.18) rinkimų apygarda,"1,52%","1,41%",233,8
Kazys STARKEVIČIUS,Pramonės (Nr.17) rinkimų apygarda,"34,21%","31,80%",4795,207
Violeta BOREIKIENĖ,Pramonės (Nr.17) rinkimų apygarda,"16,24%","15,10%",2277,98
Loreta LIUTKUVIENĖ,Pramonės (Nr.17) rinkimų apygarda,"11,49%","10,68%",1658,22
Stasys BUŠKEVIČIUS,Pramonės (Nr.17) rinkimų apygarda,"8,51%","7,91%",1200,45
Mečislovas ZASČIURINSKAS,Pramonės (Nr.17) rinkimų apygarda,"7,37%","6,85%",1041,37
Algimantas LIUBINSKAS,Pramonės (Nr.17) rinkimų apygarda,"7,22%","6,71%",1023,32
Laimonas GASIŪNAS,Pramonės (Nr.17) rinkimų apygarda,"4,52%","4,20%",640,21
Juozas MALIŠKA,Pramonės (Nr.17) rinkimų apygarda,"3,39%","3,15%",475,20
Lilija VASILIAUSKIENĖ,Pramonės (Nr.17) rinkimų apygarda,"2,94%","2,73%",414,16
Kęstutis NĖNIUS,Pramonės (Nr.17) rinkimų apygarda,"2,90%","2,70%",413,11
Albinas LIAUDANSKAS,Pramonės (Nr.17) rinkimų apygarda,"1,21%","1,13%",173,4
Kęstutis GLAVECKAS,Dainavos (Nr.16) rinkimų apygarda,"38,23%","34,93%",5672,125
Loreta KUDARIENĖ,Dainavos (Nr.16) rinkimų apygarda,"17,79%","16,26%",2577,121
Linas KARALIUS,Dainavos (Nr.16) rinkimų apygarda,"13,20%","12,06%",1964,38
Algimantas MILEIKA,Dainavos (Nr.16) rinkimų apygarda,"7,31%","6,68%",1074,34
Romaldas RABAČIUS,Dainavos (Nr.16) rinkimų apygarda,"5,49%","5,01%",804,28
Vydas GEDVILAS,Dainavos (Nr.16) rinkimų apygarda,"3,79%","3,47%",557,18
Audrius SKIMBORAUSKAS,Dainavos (Nr.16) rinkimų apygarda,"3,71%","3,39%",539,23
Edvardas GALVANAUSKAS,Dainavos (Nr.16) rinkimų apygarda,"3,19%","2,92%",470,14
Egidijus RAČKAUSKAS,Dainavos (Nr.16) rinkimų apygarda,"3,11%","2,84%",463,8
Arvydas GARBARAVIČIUS,Dainavos (Nr.16) rinkimų apygarda,"2,95%","2,69%",431,16
Jūratė MINTAUČKIENĖ,Dainavos (Nr.16) rinkimų apygarda,"1,25%","1,14%",181,8
Arimantas DUMČIUS,Kalniečių (Nr.15) rinkimų apygarda,"34,55%","32,27%",5011,192
Stanislovas BUŠKEVIČIUS,Kalniečių (Nr.15) rinkimų apygarda,"14,84%","13,86%",2187,48
Regina ZASIENĖ,Kalniečių (Nr.15) rinkimų apygarda,"11,42%","10,67%",1691,29
Jonas JUČAS,Kalniečių (Nr.15) rinkimų apygarda,"8,13%","7,59%",1201,23
Violeta ANANKIENĖ,Kalniečių (Nr.15) rinkimų apygarda,"7,93%","7,41%",1164,30
Stasys ŽIRGULIS,Kalniečių (Nr.15) rinkimų apygarda,"6,93%","6,48%",1016,28
Kęstutis KRIŠČIŪNAS,Kalniečių (Nr.15) rinkimų apygarda,"6,57%","6,13%",968,21
Deivis ŠEMIOTAS,Kalniečių (Nr.15) rinkimų apygarda,"3,51%","3,28%",517,12
Albinas Antanas ANUŽIS,Kalniečių (Nr.15) rinkimų apygarda,"2,35%","2,20%",344,10
Rytis ŠATKAUSKAS,Kalniečių (Nr.15) rinkimų apygarda,"2,28%","2,13%",332,12
Mindaugas MACIULEVIČIUS,Kalniečių (Nr.15) rinkimų apygarda,"1,48%","1,38%",218,5
Rasa JUKNEVIČIENĖ,Žaliakalnio (Nr.14) rinkimų apygarda,"35,87%","33,70%",5390,229
Dalia TEIŠERSKYTĖ,Žaliakalnio (Nr.14) rinkimų apygarda,"12,73%","11,96%",1937,58
Vilma ŽEMAITIENĖ,Žaliakalnio (Nr.14) rinkimų apygarda,"11,00%","10,34%",1704,20
Vytautas GIRNIUS,Žaliakalnio (Nr.14) rinkimų apygarda,"7,23%","6,79%",1103,30
Dainius PAVALKIS,Žaliakalnio (Nr.14) rinkimų apygarda,"6,73%","6,33%",1033,22
Linas BALTRĖNAS,Žaliakalnio (Nr.14) rinkimų apygarda,"6,27%","5,89%",944,38
Eduardas VAITKUS,Žaliakalnio (Nr.14) rinkimų apygarda,"6,03%","5,67%",906,39
Žilvinas ŠILGALIS,Žaliakalnio (Nr.14) rinkimų apygarda,"4,65%","4,37%",702,26
Bronislovas KUČINSKAS,Žaliakalnio (Nr.14) rinkimų apygarda,"3,84%","3,61%",591,11
Bronė MARKEVIČIENĖ,Žaliakalnio (Nr.14) rinkimų apygarda,"2,97%","2,79%",458,8
Violeta LINKIENĖ,Žaliakalnio (Nr.14) rinkimų apygarda,"1,33%","1,25%",204,5
Antanas SEDEREVIČIUS,Žaliakalnio (Nr.14) rinkimų apygarda,"1,33%","1,25%",201,8
Vincė Vaidevutė MARGEVIČIENĖ,Centro (Nr.13) rinkimų apygarda,"31,25%","28,62%",4405,290
Erikas TAMAŠAUSKAS,Centro (Nr.13) rinkimų apygarda,"13,36%","12,23%",1954,53
Vacys SADAUSKAS,Centro (Nr.13) rinkimų apygarda,"12,16%","11,14%",1745,82
Kristina SUDŽIENĖ,Centro (Nr.13) rinkimų apygarda,"8,63%","7,91%",1251,46
Klemensas RIMŠELIS,Centro (Nr.13) rinkimų apygarda,"8,48%","7,76%",1216,58
Vilija VERTELIENĖ,Centro (Nr.13) rinkimų apygarda,"7,22%","6,61%",1027,58
Vytautas KAMINSKAS,Centro (Nr.13) rinkimų apygarda,"4,93%","4,52%",712,29
Šarūnas NAVICKIS,Centro (Nr.13) rinkimų apygarda,"4,75%","4,35%",690,24
Artūras DAUNORAVIČIUS,Centro (Nr.13) rinkimų apygarda,"3,87%","3,54%",551,30
Edvardas ŠIUGŽDA,Centro (Nr.13) rinkimų apygarda,"2,68%","2,46%",386,17
Gintaras Jonas FURMANAVIČIUS,Centro (Nr.13) rinkimų apygarda,"2,66%","2,44%",370,30
Rytas KUPČINSKAS,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"32,38%","29,86%",5930,304
Saulius STOMA,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"19,35%","17,84%",3657,68
Adelė MAJAUSKIENĖ,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"9,54%","8,79%",1778,58
Gitas JUŠKEVIČIUS,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"9,45%","8,71%",1746,73
Rimantas MIKAITIS,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"8,08%","7,45%",1523,33
Steponas VAIČIKAUSKAS,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"6,79%","6,26%",1240,68
Gintautas ŠIVICKAS,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"5,25%","4,84%",986,25
Vidmantas ŠLAMAS,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"4,43%","4,08%",818,34
Vidmantas BUTKUS,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"2,88%","2,65%",524,30
Raimundas MOCKELIŪNAS,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"1,86%","1,71%",345,13
Rimantas Jonas DAGYS,Šilainių (Nr.11) rinkimų apygarda,"36,02%","33,48%",6771,220
Erikas KALPOKAS,Šilainių (Nr.11) rinkimų apygarda,"15,46%","14,37%",2956,45
Birutė VĖSAITĖ,Šilainių (Nr.11) rinkimų apygarda,"9,85%","9,16%",1861,51
Loreta KEKIENĖ,Šilainių (Nr.11) rinkimų apygarda,"8,25%","7,67%",1564,37
Jūratė MATEKONIENĖ,Šilainių (Nr.11) rinkimų apygarda,"6,15%","5,71%",1167,26
Alvydas BANEVIČIUS,Šilainių (Nr.11) rinkimų apygarda,"5,32%","4,94%",991,41
Laima MOGENIENĖ,Šilainių (Nr.11) rinkimų apygarda,"4,60%","4,28%",869,24
Vilma MARTINKAITIENĖ,Šilainių (Nr.11) rinkimų apygarda,"3,54%","3,29%",668,20
Marija SKIBINIAUSKIENĖ,Šilainių (Nr.11) rinkimų apygarda,"3,45%","3,20%",660,9
Danutė TAMAŠEVIČIENĖ,Šilainių (Nr.11) rinkimų apygarda,"2,86%","2,66%",542,14
Vytautas ŠUSTAUSKAS,Šilainių (Nr.11) rinkimų apygarda,"2,66%","2,48%",507,10
Gintaras VISOCKAS,Šilainių (Nr.11) rinkimų apygarda,"1,83%","1,70%",343,12
Tadeuš ANDŽEJEVSKI,Naujosios Vilnios (Nr.10) rinkimų apygarda,"19,17%","17,90%",2819,72
Artūras MELIANAS,Naujosios Vilnios (Nr.10) rinkimų apygarda,"15,12%","14,11%",2238,42
Anatolij PARAMONOV,Naujosios Vilnios (Nr.10) rinkimų apygarda,"13,31%","12,43%",1971,37
Gintautas JAKIMAVIČIUS,Naujosios Vilnios (Nr.10) rinkimų apygarda,"12,66%","11,82%",1847,63
Jadvyga ZINKEVIČIŪTĖ,Naujosios Vilnios (Nr.10) rinkimų apygarda,"8,10%","7,56%",1184,38
Mečislovas SUBELIS,Naujosios Vilnios (Nr.10) rinkimų apygarda,"6,06%","5,66%",892,22
Olga GORŠKOVA,Naujosios Vilnios (Nr.10) rinkimų apygarda,"4,97%","4,64%",736,13
Larisa DMITRIJEVA,Naujosios Vilnios (Nr.10) rinkimų apygarda,"4,73%","4,42%",688,26
Vytautas Vidmantas ZIMNICKAS,Naujosios Vilnios (Nr.10) rinkimų apygarda,"4,53%","4,23%",658,25
Irena TURKEVIČIENĖ,Naujosios Vilnios (Nr.10) rinkimų apygarda,"3,50%","3,27%",511,17
Vasilij FIODOROV,Naujosios Vilnios (Nr.10) rinkimų apygarda,"3,34%","3,12%",489,15
Vytautas Aleksas LAZINKA,Naujosios Vilnios (Nr.10) rinkimų apygarda,"2,75%","2,57%",408,7
Valerij TRETJAKOV,Naujosios Vilnios (Nr.10) rinkimų apygarda,"1,13%","1,05%",165,5
Germanas TRAŠKINAS,Naujosios Vilnios (Nr.10) rinkimų apygarda,"0,62%","0,58%",88,5
Gintaras STEPONAVIČIUS,Lazdynų (Nr.9) rinkimų apygarda,"30,27%","28,41%",5744,138
Algis STRELČIŪNAS,Lazdynų (Nr.9) rinkimų apygarda,"20,01%","18,78%",3748,140
Jaroslav KAMINSKI,Lazdynų (Nr.9) rinkimų apygarda,"10,97%","10,30%",2094,38
Ona VALIUKEVIČIŪTĖ,Lazdynų (Nr.9) rinkimų apygarda,"9,27%","8,70%",1756,46
Arminas LYDEKA,Lazdynų (Nr.9) rinkimų apygarda,"5,34%","5,01%",1010,27
Aleksandr FIODOROV,Lazdynų (Nr.9) rinkimų apygarda,"5,00%","4,69%",946,25
Romas ADOMAVIČIUS,Lazdynų (Nr.9) rinkimų apygarda,"4,94%","4,64%",925,36
Tomas TAMAŠAUSKAS,Lazdynų (Nr.9) rinkimų apygarda,"4,65%","4,37%",886,18
Dainius PUPELIS,Lazdynų (Nr.9) rinkimų apygarda,"4,07%","3,82%",767,23
Lilijana ASTRA,Lazdynų (Nr.9) rinkimų apygarda,"2,25%","2,11%",424,13
Bronius SIMANAVIČIUS,Lazdynų (Nr.9) rinkimų apygarda,"0,96%","0,90%",180,7
Antonina GREIČIUVIENĖ,Lazdynų (Nr.9) rinkimų apygarda,"0,81%","0,76%",147,10
Eugenijus JANUTĖNAS,Lazdynų (Nr.9) rinkimų apygarda,"0,76%","0,71%",145,3
Jūrius BRUKLYS,Lazdynų (Nr.9) rinkimų apygarda,"0,71%","0,67%",131,7
Danutė BEKINTIENĖ,Karoliniškių (Nr.8) rinkimų apygarda,"28,40%","26,49%",5823,185
Henrikas MACKELA,Karoliniškių (Nr.8) rinkimų apygarda,"11,27%","10,51%",2328,56
Vanda KRAVČIONOK,Karoliniškių (Nr.8) rinkimų apygarda,"10,79%","10,07%",2245,38
Petras Povilas ČĖSNA,Karoliniškių (Nr.8) rinkimų apygarda,"9,15%","8,53%",1899,36
Algimantas VAKARINAS,Karoliniškių (Nr.8) rinkimų apygarda,"9,03%","8,43%",1871,40
Algimantas MATULEVIČIUS,Karoliniškių (Nr.8) rinkimų apygarda,"8,41%","7,84%",1739,40
Giedrius KOMKA,Karoliniškių (Nr.8) rinkimų apygarda,"6,80%","6,35%",1423,16
Simonas POCIUS,Karoliniškių (Nr.8) rinkimų apygarda,"4,89%","4,56%",1018,17
Ilona GRIGARAVIČIENĖ,Karoliniškių (Nr.8) rinkimų apygarda,"4,88%","4,55%",1020,13
Virginija APANAVIČIENĖ,Karoliniškių (Nr.8) rinkimų apygarda,"1,75%","1,64%",365,6
Arūnas GRUMADAS,Karoliniškių (Nr.8) rinkimų apygarda,"1,67%","1,56%",346,8
Liucija Nijolė KIKUTIENĖ,Karoliniškių (Nr.8) rinkimų apygarda,"1,58%","1,48%",326,9
Valerijus LEGATAS,Karoliniškių (Nr.8) rinkimų apygarda,"1,35%","1,26%",282,4
Paulius SAUDARGAS,Justiniškių (Nr.7) rinkimų apygarda,"19,94%","18,87%",4269,86
Rimantas REMEIKA,Justiniškių (Nr.7) rinkimų apygarda,"15,07%","14,26%",3232,59
Rokas ŽILINSKAS,Justiniškių (Nr.7) rinkimų apygarda,"11,82%","11,18%",2561,21
Kazimieras ŠIAULYS,Justiniškių (Nr.7) rinkimų apygarda,"11,07%","10,47%",2392,25
Nijolė STEIBLIENĖ,Justiniškių (Nr.7) rinkimų apygarda,"9,87%","9,34%",2117,38
Gabriel Jan MINCEVIČ,Justiniškių (Nr.7) rinkimų apygarda,"9,78%","9,26%",2101,36
Valdas JANKAUSKAS,Justiniškių (Nr.7) rinkimų apygarda,"5,30%","5,02%",1136,22
Pranas VILKAS,Justiniškių (Nr.7) rinkimų apygarda,"5,10%","4,83%",1089,25
Sigita BURBIENĖ,Justiniškių (Nr.7) rinkimų apygarda,"4,82%","4,56%",1030,22
Stanislav LADINSKIJ,Justiniškių (Nr.7) rinkimų apygarda,"3,20%","3,03%",682,17
Jurgis JURGELIS,Justiniškių (Nr.7) rinkimų apygarda,"3,19%","3,02%",680,17
Imantas MELIANAS,Justiniškių (Nr.7) rinkimų apygarda,"0,85%","0,81%",178,8
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) rinkimų apygarda,"29,35%","27,51%",5487,125
Audronius AŽUBALIS,Šeškinės (Nr.6) rinkimų apygarda,"22,78%","21,35%",4219,137
Paulius PAULIONIS,Šeškinės (Nr.6) rinkimų apygarda,"12,31%","11,53%",2308,45
Kristina ZIMINSKA,Šeškinės (Nr.6) rinkimų apygarda,"10,51%","9,85%",1971,38
Jonas ČEKUOLIS,Šeškinės (Nr.6) rinkimų apygarda,"8,46%","7,93%",1582,36
Laima LATVĖNIENĖ,Šeškinės (Nr.6) rinkimų apygarda,"5,47%","5,13%",1019,27
Jūratė LELEIVAITĖ,Šeškinės (Nr.6) rinkimų apygarda,"3,31%","3,10%",619,14
Bronislavas GENZELIS,Šeškinės (Nr.6) rinkimų apygarda,"2,76%","2,58%",509,18
Bernardas ŠATKOVSKIS,Šeškinės (Nr.6) rinkimų apygarda,"1,99%","1,86%",374,6
Marius ULOZAS,Šeškinės (Nr.6) rinkimų apygarda,"1,64%","1,54%",307,7
Etela KARPICKIENĖ,Šeškinės (Nr.6) rinkimų apygarda,"1,43%","1,34%",266,8
Raimondas ŠUKYS,Fabijoniškių (Nr.5) rinkimų apygarda,"20,98%","19,97%",4354,72
Rūta RUTKELYTĖ,Fabijoniškių (Nr.5) rinkimų apygarda,"19,85%","18,89%",4067,120
Dailis Alfonsas BARAKAUSKAS,Fabijoniškių (Nr.5) rinkimų apygarda,"10,43%","9,92%",2156,43
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) rinkimų apygarda,"9,58%","9,11%",1974,46
Juozas OLEKAS,Fabijoniškių (Nr.5) rinkimų apygarda,"9,40%","8,95%",1935,48
Gžegož SAKSON,Fabijoniškių (Nr.5) rinkimų apygarda,"8,41%","8,00%",1740,34
Ingrida JOČIENĖ,Fabijoniškių (Nr.5) rinkimų apygarda,"7,40%","7,04%",1528,33
Raimondas IMBRASAS,Fabijoniškių (Nr.5) rinkimų apygarda,"5,25%","4,99%",1084,23
Gediminas DAVULIS,Fabijoniškių (Nr.5) rinkimų apygarda,"3,67%","3,50%",758,17
Jolanda PETKUVIENĖ,Fabijoniškių (Nr.5) rinkimų apygarda,"2,38%","2,26%",492,10
Žilvinas VAICEKAUSKAS,Fabijoniškių (Nr.5) rinkimų apygarda,"1,44%","1,37%",295,8
Vida JAKIŪNAITĖ,Fabijoniškių (Nr.5) rinkimų apygarda,"1,21%","1,15%",249,6
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) rinkimų apygarda,"23,17%","21,73%",4685,176
Vytenis Povilas ANDRIUKAITIS,Žirmūnų (Nr.4) rinkimų apygarda,"14,30%","13,41%",2904,96
Algis ČAPLIKAS,Žirmūnų (Nr.4) rinkimų apygarda,"13,64%","12,79%",2748,113
Jonas JUODKA,Žirmūnų (Nr.4) rinkimų apygarda,"12,05%","11,30%",2454,74
Henrich KASPEROVIČ,Žirmūnų (Nr.4) rinkimų apygarda,"7,82%","7,34%",1610,31
Algirdas MONKEVIČIUS,Žirmūnų (Nr.4) rinkimų apygarda,"7,16%","6,72%",1460,43
Gediminas NAVAITIS,Žirmūnų (Nr.4) rinkimų apygarda,"6,83%","6,41%",1368,66
Andrej TATARENKO,Žirmūnų (Nr.4) rinkimų apygarda,"6,81%","6,39%",1397,32
Angelė Danutė ČEPĖNAITĖ,Žirmūnų (Nr.4) rinkimų apygarda,"4,66%","4,37%",964,13
