kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Vytautas KLEIVA,,"11,43%",20,"11,14%",20,Ubiškės  (Nr.18) apylinkė  
Irena SKERNEVIČIŪTĖ,,"16,00%",21,"15,60%",35,Ubiškės  (Nr.18) apylinkė  
Gediminas VAGNORIUS,,"5,14%",12,"5,01%",6,Ubiškės  (Nr.18) apylinkė  
Vilma SAVICKIENĖ,,"6,86%",13,"6,69%",11,Ubiškės  (Nr.18) apylinkė  
Vytautas RAKICKAS,,"6,00%",15,"5,85%",6,Ubiškės  (Nr.18) apylinkė  
Alvydas JOKŠAS,,"7,71%",20,"7,52%",7,Ubiškės  (Nr.18) apylinkė  
Tatjana ŽGUNOVA,,"1,71%",4,"1,67%",2,Ubiškės  (Nr.18) apylinkė  
Paulius RUMBUTIS,,"1,14%",1,"1,11%",3,Ubiškės  (Nr.18) apylinkė  
Deivydas RUBEŽIUS,,"0,57%",1,"0,56%",1,Ubiškės  (Nr.18) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"1,43%",2,"1,39%",3,Ubiškės  (Nr.18) apylinkė  
Vaclovas RINGYS,,"0,57%",2,"0,56%",0,Ubiškės  (Nr.18) apylinkė  
Gintaras SABECKIS,,"0,86%",1,"0,84%",2,Ubiškės  (Nr.18) apylinkė  
Valentinas BUKAUSKAS,,"37,59%",45,"35,71%",5,Nerimdaičių  (Nr.17) apylinkė  
Vytautas KLEIVA,,"6,02%",8,"5,71%",0,Nerimdaičių  (Nr.17) apylinkė  
Irena SKERNEVIČIŪTĖ,,"15,79%",15,"15,00%",6,Nerimdaičių  (Nr.17) apylinkė  
Gediminas VAGNORIUS,,"0,75%",1,"0,71%",0,Nerimdaičių  (Nr.17) apylinkė  
Vilma SAVICKIENĖ,,"0,75%",1,"0,71%",0,Nerimdaičių  (Nr.17) apylinkė  
Vytautas RAKICKAS,,"39,10%",41,"37,14%",11,Nerimdaičių  (Nr.17) apylinkė  
Alvydas JOKŠAS,,"0,00%",0,"0,00%",0,Nerimdaičių  (Nr.17) apylinkė  
Tatjana ŽGUNOVA,,"0,00%",0,"0,00%",0,Nerimdaičių  (Nr.17) apylinkė  
Paulius RUMBUTIS,,"0,00%",0,"0,00%",0,Nerimdaičių  (Nr.17) apylinkė  
Deivydas RUBEŽIUS,,"0,00%",0,"0,00%",0,Nerimdaičių  (Nr.17) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,00%",0,"0,00%",0,Nerimdaičių  (Nr.17) apylinkė  
Vaclovas RINGYS,,"0,00%",0,"0,00%",0,Nerimdaičių  (Nr.17) apylinkė  
Gintaras SABECKIS,,"0,00%",0,"0,00%",0,Nerimdaičių  (Nr.17) apylinkė  
Valentinas BUKAUSKAS,,"38,06%",38,"36,96%",13,Mitkaičių  (Nr.16) apylinkė  
Vytautas KLEIVA,,"11,94%",11,"11,59%",5,Mitkaičių  (Nr.16) apylinkė  
Irena SKERNEVIČIŪTĖ,,"19,40%",14,"18,84%",12,Mitkaičių  (Nr.16) apylinkė  
Gediminas VAGNORIUS,,"2,99%",4,"2,90%",0,Mitkaičių  (Nr.16) apylinkė  
Vilma SAVICKIENĖ,,"1,49%",2,"1,45%",0,Mitkaičių  (Nr.16) apylinkė  
Vytautas RAKICKAS,,"18,66%",24,"18,12%",1,Mitkaičių  (Nr.16) apylinkė  
Alvydas JOKŠAS,,"2,24%",2,"2,17%",1,Mitkaičių  (Nr.16) apylinkė  
Tatjana ŽGUNOVA,,"0,00%",0,"0,00%",0,Mitkaičių  (Nr.16) apylinkė  
Paulius RUMBUTIS,,"1,49%",1,"1,45%",1,Mitkaičių  (Nr.16) apylinkė  
Deivydas RUBEŽIUS,,"0,75%",1,"0,72%",0,Mitkaičių  (Nr.16) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,75%",0,"0,72%",1,Mitkaičių  (Nr.16) apylinkė  
Vaclovas RINGYS,,"1,49%",2,"1,45%",0,Mitkaičių  (Nr.16) apylinkė  
Gintaras SABECKIS,,"0,75%",1,"0,72%",0,Mitkaičių  (Nr.16) apylinkė  
Valentinas BUKAUSKAS,,"36,59%",120,"34,93%",11,Nevarėnų  (Nr.15) apylinkė  
Vytautas KLEIVA,,"16,76%",50,"16,00%",10,Nevarėnų  (Nr.15) apylinkė  
Irena SKERNEVIČIŪTĖ,,"20,67%",55,"19,73%",19,Nevarėnų  (Nr.15) apylinkė  
Gediminas VAGNORIUS,,"6,42%",18,"6,13%",5,Nevarėnų  (Nr.15) apylinkė  
Vilma SAVICKIENĖ,,"4,47%",12,"4,27%",4,Nevarėnų  (Nr.15) apylinkė  
Vytautas RAKICKAS,,"7,54%",23,"7,20%",4,Nevarėnų  (Nr.15) apylinkė  
Alvydas JOKŠAS,,"2,51%",9,"2,40%",0,Nevarėnų  (Nr.15) apylinkė  
Tatjana ŽGUNOVA,,"1,12%",2,"1,07%",2,Nevarėnų  (Nr.15) apylinkė  
Paulius RUMBUTIS,,"1,12%",1,"1,07%",3,Nevarėnų  (Nr.15) apylinkė  
Deivydas RUBEŽIUS,,"0,56%",2,"0,53%",0,Nevarėnų  (Nr.15) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,84%",1,"0,80%",2,Nevarėnų  (Nr.15) apylinkė  
Vaclovas RINGYS,,"0,84%",2,"0,80%",1,Nevarėnų  (Nr.15) apylinkė  
Gintaras SABECKIS,,"0,56%",1,"0,53%",1,Nevarėnų  (Nr.15) apylinkė  
Valentinas BUKAUSKAS,,"44,00%",69,"43,26%",8,Gedrimų  (Nr.14) apylinkė  
Vytautas KLEIVA,,"12,00%",18,"11,80%",3,Gedrimų  (Nr.14) apylinkė  
Irena SKERNEVIČIŪTĖ,,"10,86%",15,"10,67%",4,Gedrimų  (Nr.14) apylinkė  
Gediminas VAGNORIUS,,"11,43%",18,"11,24%",2,Gedrimų  (Nr.14) apylinkė  
Vilma SAVICKIENĖ,,"5,14%",5,"5,06%",4,Gedrimų  (Nr.14) apylinkė  
Vytautas RAKICKAS,,"7,43%",13,"7,30%",0,Gedrimų  (Nr.14) apylinkė  
Alvydas JOKŠAS,,"2,29%",3,"2,25%",1,Gedrimų  (Nr.14) apylinkė  
Tatjana ŽGUNOVA,,"0,00%",0,"0,00%",0,Gedrimų  (Nr.14) apylinkė  
Paulius RUMBUTIS,,"2,86%",3,"2,81%",2,Gedrimų  (Nr.14) apylinkė  
Deivydas RUBEŽIUS,,"0,57%",1,"0,56%",0,Gedrimų  (Nr.14) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"1,14%",2,"1,12%",0,Gedrimų  (Nr.14) apylinkė  
Vaclovas RINGYS,,"2,29%",4,"2,25%",0,Gedrimų  (Nr.14) apylinkė  
Gintaras SABECKIS,,"0,00%",0,"0,00%",0,Gedrimų  (Nr.14) apylinkė  
Valentinas BUKAUSKAS,,"49,23%",152,"47,77%",41,Buožėnų  (Nr.13) apylinkė  
Vytautas KLEIVA,,"10,97%",33,"10,64%",10,Buožėnų  (Nr.13) apylinkė  
Irena SKERNEVIČIŪTĖ,,"17,35%",54,"16,83%",14,Buožėnų  (Nr.13) apylinkė  
Gediminas VAGNORIUS,,"6,63%",21,"6,44%",5,Buožėnų  (Nr.13) apylinkė  
Vilma SAVICKIENĖ,,"2,81%",7,"2,72%",4,Buožėnų  (Nr.13) apylinkė  
Vytautas RAKICKAS,,"5,87%",22,"5,69%",1,Buožėnų  (Nr.13) apylinkė  
Alvydas JOKŠAS,,"2,04%",8,"1,98%",0,Buožėnų  (Nr.13) apylinkė  
Tatjana ŽGUNOVA,,"1,79%",6,"1,73%",1,Buožėnų  (Nr.13) apylinkė  
Paulius RUMBUTIS,,"0,51%",1,"0,50%",1,Buožėnų  (Nr.13) apylinkė  
Deivydas RUBEŽIUS,,"0,51%",2,"0,50%",0,Buožėnų  (Nr.13) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,51%",2,"0,50%",0,Buožėnų  (Nr.13) apylinkė  
Vaclovas RINGYS,,"1,79%",7,"1,73%",0,Buožėnų  (Nr.13) apylinkė  
Gintaras SABECKIS,,"0,00%",0,"0,00%",0,Buožėnų  (Nr.13) apylinkė  
Valentinas BUKAUSKAS,,"43,50%",129,"41,98%",15,Eigirdžių  (Nr.12) apylinkė  
Vytautas KLEIVA,,"15,41%",45,"14,87%",6,Eigirdžių  (Nr.12) apylinkė  
Irena SKERNEVIČIŪTĖ,,"15,11%",38,"14,58%",12,Eigirdžių  (Nr.12) apylinkė  
Gediminas VAGNORIUS,,"6,95%",19,"6,71%",4,Eigirdžių  (Nr.12) apylinkė  
Vilma SAVICKIENĖ,,"2,72%",9,"2,62%",0,Eigirdžių  (Nr.12) apylinkė  
Vytautas RAKICKAS,,"6,34%",21,"6,12%",0,Eigirdžių  (Nr.12) apylinkė  
Alvydas JOKŠAS,,"2,42%",7,"2,33%",1,Eigirdžių  (Nr.12) apylinkė  
Tatjana ŽGUNOVA,,"1,21%",4,"1,17%",0,Eigirdžių  (Nr.12) apylinkė  
Paulius RUMBUTIS,,"1,81%",3,"1,75%",3,Eigirdžių  (Nr.12) apylinkė  
Deivydas RUBEŽIUS,,"2,42%",8,"2,33%",0,Eigirdžių  (Nr.12) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,91%",3,"0,87%",0,Eigirdžių  (Nr.12) apylinkė  
Vaclovas RINGYS,,"0,91%",2,"0,87%",1,Eigirdžių  (Nr.12) apylinkė  
Gintaras SABECKIS,,"0,30%",1,"0,29%",0,Eigirdžių  (Nr.12) apylinkė  
Valentinas BUKAUSKAS,,"42,80%",198,"41,76%",25,Degaičių  (Nr.11) apylinkė  
Vytautas KLEIVA,,"10,94%",52,"10,67%",5,Degaičių  (Nr.11) apylinkė  
Irena SKERNEVIČIŪTĖ,,"14,20%",59,"13,86%",15,Degaičių  (Nr.11) apylinkė  
Gediminas VAGNORIUS,,"9,02%",40,"8,80%",7,Degaičių  (Nr.11) apylinkė  
Vilma SAVICKIENĖ,,"5,95%",28,"5,81%",3,Degaičių  (Nr.11) apylinkė  
Vytautas RAKICKAS,,"5,18%",26,"5,06%",1,Degaičių  (Nr.11) apylinkė  
Alvydas JOKŠAS,,"6,33%",28,"6,18%",5,Degaičių  (Nr.11) apylinkė  
Tatjana ŽGUNOVA,,"2,30%",12,"2,25%",0,Degaičių  (Nr.11) apylinkė  
Paulius RUMBUTIS,,"2,69%",12,"2,62%",2,Degaičių  (Nr.11) apylinkė  
Deivydas RUBEŽIUS,,"0,00%",0,"0,00%",0,Degaičių  (Nr.11) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,19%",1,"0,19%",0,Degaičių  (Nr.11) apylinkė  
Vaclovas RINGYS,,"0,19%",1,"0,19%",0,Degaičių  (Nr.11) apylinkė  
Gintaras SABECKIS,,"0,19%",1,"0,19%",0,Degaičių  (Nr.11) apylinkė  
Valentinas BUKAUSKAS,,"32,34%",443,"31,00%",26,P.Cvirkos  (Nr.10) apylinkė  
Vytautas KLEIVA,,"17,79%",232,"17,05%",26,P.Cvirkos  (Nr.10) apylinkė  
Irena SKERNEVIČIŪTĖ,,"10,41%",138,"9,98%",13,P.Cvirkos  (Nr.10) apylinkė  
Gediminas VAGNORIUS,,"17,79%",236,"17,05%",22,P.Cvirkos  (Nr.10) apylinkė  
Vilma SAVICKIENĖ,,"8,28%",105,"7,93%",15,P.Cvirkos  (Nr.10) apylinkė  
Vytautas RAKICKAS,,"0,97%",11,"0,93%",3,P.Cvirkos  (Nr.10) apylinkė  
Alvydas JOKŠAS,,"2,14%",28,"2,05%",3,P.Cvirkos  (Nr.10) apylinkė  
Tatjana ŽGUNOVA,,"3,45%",43,"3,30%",7,P.Cvirkos  (Nr.10) apylinkė  
Paulius RUMBUTIS,,"3,24%",39,"3,11%",8,P.Cvirkos  (Nr.10) apylinkė  
Deivydas RUBEŽIUS,,"1,38%",19,"1,32%",1,P.Cvirkos  (Nr.10) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"1,31%",15,"1,26%",4,P.Cvirkos  (Nr.10) apylinkė  
Vaclovas RINGYS,,"0,69%",10,"0,66%",0,P.Cvirkos  (Nr.10) apylinkė  
Gintaras SABECKIS,,"0,21%",3,"0,20%",0,P.Cvirkos  (Nr.10) apylinkė  
Valentinas BUKAUSKAS,,"33,78%",257,"33,74%",18,Sedos  (Nr.9) apylinkė  
Vytautas KLEIVA,,"12,90%",98,"12,88%",7,Sedos  (Nr.9) apylinkė  
Irena SKERNEVIČIŪTĖ,,"17,57%",130,"17,55%",13,Sedos  (Nr.9) apylinkė  
Gediminas VAGNORIUS,,"15,36%",115,"15,34%",10,Sedos  (Nr.9) apylinkė  
Vilma SAVICKIENĖ,,"6,51%",47,"6,50%",6,Sedos  (Nr.9) apylinkė  
Vytautas RAKICKAS,,"1,97%",13,"1,96%",3,Sedos  (Nr.9) apylinkė  
Alvydas JOKŠAS,,"1,84%",14,"1,84%",1,Sedos  (Nr.9) apylinkė  
Tatjana ŽGUNOVA,,"3,56%",27,"3,56%",2,Sedos  (Nr.9) apylinkė  
Paulius RUMBUTIS,,"1,97%",11,"1,96%",5,Sedos  (Nr.9) apylinkė  
Deivydas RUBEŽIUS,,"1,97%",14,"1,96%",2,Sedos  (Nr.9) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,37%",3,"0,37%",0,Sedos  (Nr.9) apylinkė  
Vaclovas RINGYS,,"1,60%",10,"1,60%",3,Sedos  (Nr.9) apylinkė  
Gintaras SABECKIS,,"0,61%",5,"0,61%",0,Sedos  (Nr.9) apylinkė  
Valentinas BUKAUSKAS,,"39,12%",328,"37,34%",26,Kęstučio  (Nr.8) apylinkė  
Vytautas KLEIVA,,"16,69%",135,"15,93%",16,Kęstučio  (Nr.8) apylinkė  
Irena SKERNEVIČIŪTĖ,,"11,71%",88,"11,18%",18,Kęstučio  (Nr.8) apylinkė  
Gediminas VAGNORIUS,,"13,26%",105,"12,66%",15,Kęstučio  (Nr.8) apylinkė  
Vilma SAVICKIENĖ,,"6,19%",47,"5,91%",9,Kęstučio  (Nr.8) apylinkė  
Vytautas RAKICKAS,,"2,54%",21,"2,43%",2,Kęstučio  (Nr.8) apylinkė  
Alvydas JOKŠAS,,"1,55%",12,"1,48%",2,Kęstučio  (Nr.8) apylinkė  
Tatjana ŽGUNOVA,,"2,10%",19,"2,00%",0,Kęstučio  (Nr.8) apylinkė  
Paulius RUMBUTIS,,"3,43%",27,"3,27%",4,Kęstučio  (Nr.8) apylinkė  
Deivydas RUBEŽIUS,,"1,10%",8,"1,05%",2,Kęstučio  (Nr.8) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,66%",4,"0,63%",2,Kęstučio  (Nr.8) apylinkė  
Vaclovas RINGYS,,"0,66%",6,"0,63%",0,Kęstučio  (Nr.8) apylinkė  
Gintaras SABECKIS,,"0,99%",9,"0,95%",0,Kęstučio  (Nr.8) apylinkė  
Valentinas BUKAUSKAS,,"33,67%",89,"31,75%",11,Kalno  (Nr.7) apylinkė  
Vytautas KLEIVA,,"12,46%",31,"11,75%",6,Kalno  (Nr.7) apylinkė  
Irena SKERNEVIČIŪTĖ,,"10,77%",28,"10,16%",4,Kalno  (Nr.7) apylinkė  
Gediminas VAGNORIUS,,"15,49%",39,"14,60%",7,Kalno  (Nr.7) apylinkė  
Vilma SAVICKIENĖ,,"9,43%",22,"8,89%",6,Kalno  (Nr.7) apylinkė  
Vytautas RAKICKAS,,"2,69%",7,"2,54%",1,Kalno  (Nr.7) apylinkė  
Alvydas JOKŠAS,,"2,36%",7,"2,22%",0,Kalno  (Nr.7) apylinkė  
Tatjana ŽGUNOVA,,"6,40%",17,"6,03%",2,Kalno  (Nr.7) apylinkė  
Paulius RUMBUTIS,,"1,68%",4,"1,59%",1,Kalno  (Nr.7) apylinkė  
Deivydas RUBEŽIUS,,"2,02%",5,"1,90%",1,Kalno  (Nr.7) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"2,02%",6,"1,90%",0,Kalno  (Nr.7) apylinkė  
Vaclovas RINGYS,,"0,34%",1,"0,32%",0,Kalno  (Nr.7) apylinkė  
Gintaras SABECKIS,,"0,67%",2,"0,63%",0,Kalno  (Nr.7) apylinkė  
Valentinas BUKAUSKAS,,"34,67%",411,"33,15%",12,Šviesos  (Nr.6) apylinkė  
Vytautas KLEIVA,,"19,67%",220,"18,81%",20,Šviesos  (Nr.6) apylinkė  
Irena SKERNEVIČIŪTĖ,,"10,66%",115,"10,19%",15,Šviesos  (Nr.6) apylinkė  
Gediminas VAGNORIUS,,"15,25%",166,"14,58%",20,Šviesos  (Nr.6) apylinkė  
Vilma SAVICKIENĖ,,"8,03%",90,"7,68%",8,Šviesos  (Nr.6) apylinkė  
Vytautas RAKICKAS,,"0,90%",11,"0,86%",0,Šviesos  (Nr.6) apylinkė  
Alvydas JOKŠAS,,"1,31%",16,"1,25%",0,Šviesos  (Nr.6) apylinkė  
Tatjana ŽGUNOVA,,"3,11%",34,"2,98%",4,Šviesos  (Nr.6) apylinkė  
Paulius RUMBUTIS,,"3,85%",43,"3,68%",4,Šviesos  (Nr.6) apylinkė  
Deivydas RUBEŽIUS,,"0,90%",10,"0,86%",1,Šviesos  (Nr.6) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,08%",1,"0,08%",0,Šviesos  (Nr.6) apylinkė  
Vaclovas RINGYS,,"1,31%",14,"1,25%",2,Šviesos  (Nr.6) apylinkė  
Gintaras SABECKIS,,"0,25%",3,"0,24%",0,Šviesos  (Nr.6) apylinkė  
Valentinas BUKAUSKAS,,"38,08%",399,"36,14%",34,Muziejaus  (Nr.5) apylinkė  
Vytautas KLEIVA,,"13,63%",131,"12,94%",24,Muziejaus  (Nr.5) apylinkė  
Irena SKERNEVIČIŪTĖ,,"12,84%",122,"12,19%",24,Muziejaus  (Nr.5) apylinkė  
Gediminas VAGNORIUS,,"13,90%",142,"13,19%",16,Muziejaus  (Nr.5) apylinkė  
Vilma SAVICKIENĖ,,"8,80%",89,"8,35%",11,Muziejaus  (Nr.5) apylinkė  
Vytautas RAKICKAS,,"0,97%",9,"0,92%",2,Muziejaus  (Nr.5) apylinkė  
Alvydas JOKŠAS,,"2,64%",25,"2,50%",5,Muziejaus  (Nr.5) apylinkė  
Tatjana ŽGUNOVA,,"2,64%",29,"2,50%",1,Muziejaus  (Nr.5) apylinkė  
Paulius RUMBUTIS,,"2,46%",25,"2,34%",3,Muziejaus  (Nr.5) apylinkė  
Deivydas RUBEŽIUS,,"1,06%",11,"1,00%",1,Muziejaus  (Nr.5) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"2,37%",25,"2,25%",2,Muziejaus  (Nr.5) apylinkė  
Vaclovas RINGYS,,"0,44%",4,"0,42%",1,Muziejaus  (Nr.5) apylinkė  
Gintaras SABECKIS,,"0,18%",2,"0,17%",0,Muziejaus  (Nr.5) apylinkė  
Valentinas BUKAUSKAS,,"36,61%",445,"34,91%",58,Žemaitės  (Nr.4) apylinkė  
Vytautas KLEIVA,,"15,28%",186,"14,57%",24,Žemaitės  (Nr.4) apylinkė  
Irena SKERNEVIČIŪTĖ,,"12,15%",140,"11,59%",27,Žemaitės  (Nr.4) apylinkė  
Gediminas VAGNORIUS,,"14,19%",175,"13,53%",20,Žemaitės  (Nr.4) apylinkė  
Vilma SAVICKIENĖ,,"7,35%",84,"7,01%",17,Žemaitės  (Nr.4) apylinkė  
Vytautas RAKICKAS,,"1,09%",14,"1,04%",1,Žemaitės  (Nr.4) apylinkė  
Alvydas JOKŠAS,,"3,42%",36,"3,26%",11,Žemaitės  (Nr.4) apylinkė  
Tatjana ŽGUNOVA,,"2,69%",30,"2,57%",7,Žemaitės  (Nr.4) apylinkė  
Paulius RUMBUTIS,,"3,49%",38,"3,33%",10,Žemaitės  (Nr.4) apylinkė  
Deivydas RUBEŽIUS,,"1,46%",17,"1,39%",3,Žemaitės  (Nr.4) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,73%",9,"0,69%",1,Žemaitės  (Nr.4) apylinkė  
Vaclovas RINGYS,,"1,02%",11,"0,97%",3,Žemaitės  (Nr.4) apylinkė  
Gintaras SABECKIS,,"0,51%",7,"0,49%",0,Žemaitės  (Nr.4) apylinkė  
Valentinas BUKAUSKAS,,"36,14%",311,"35,18%",19,Respublikos  (Nr.3) apylinkė  
Vytautas KLEIVA,,"15,77%",130,"15,35%",14,Respublikos  (Nr.3) apylinkė  
Irena SKERNEVIČIŪTĖ,,"11,50%",87,"11,19%",18,Respublikos  (Nr.3) apylinkė  
Gediminas VAGNORIUS,,"18,73%",152,"18,23%",19,Respublikos  (Nr.3) apylinkė  
Vilma SAVICKIENĖ,,"7,23%",56,"7,04%",10,Respublikos  (Nr.3) apylinkė  
Vytautas RAKICKAS,,"0,77%",7,"0,75%",0,Respublikos  (Nr.3) apylinkė  
Alvydas JOKŠAS,,"2,52%",23,"2,45%",0,Respublikos  (Nr.3) apylinkė  
Tatjana ŽGUNOVA,,"2,85%",21,"2,77%",5,Respublikos  (Nr.3) apylinkė  
Paulius RUMBUTIS,,"1,42%",9,"1,39%",4,Respublikos  (Nr.3) apylinkė  
Deivydas RUBEŽIUS,,"0,99%",7,"0,96%",2,Respublikos  (Nr.3) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"1,31%",11,"1,28%",1,Respublikos  (Nr.3) apylinkė  
Vaclovas RINGYS,,"0,11%",1,"0,11%",0,Respublikos  (Nr.3) apylinkė  
Gintaras SABECKIS,,"0,66%",6,"0,64%",0,Respublikos  (Nr.3) apylinkė  
Valentinas BUKAUSKAS,,"39,67%",491,"37,59%",33,Masčio  (Nr.2) apylinkė  
Vytautas KLEIVA,,"17,87%",216,"16,93%",20,Masčio  (Nr.2) apylinkė  
Irena SKERNEVIČIŪTĖ,,"11,20%",137,"10,62%",11,Masčio  (Nr.2) apylinkė  
Gediminas VAGNORIUS,,"14,76%",179,"13,99%",16,Masčio  (Nr.2) apylinkė  
Vilma SAVICKIENĖ,,"5,53%",62,"5,24%",11,Masčio  (Nr.2) apylinkė  
Vytautas RAKICKAS,,"1,97%",25,"1,87%",1,Masčio  (Nr.2) apylinkė  
Alvydas JOKŠAS,,"1,89%",23,"1,79%",2,Masčio  (Nr.2) apylinkė  
Tatjana ŽGUNOVA,,"2,04%",25,"1,94%",2,Masčio  (Nr.2) apylinkė  
Paulius RUMBUTIS,,"2,65%",32,"2,51%",3,Masčio  (Nr.2) apylinkė  
Deivydas RUBEŽIUS,,"0,91%",11,"0,86%",1,Masčio  (Nr.2) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,91%",11,"0,86%",1,Masčio  (Nr.2) apylinkė  
Vaclovas RINGYS,,"0,45%",6,"0,43%",0,Masčio  (Nr.2) apylinkė  
Gintaras SABECKIS,,"0,15%",2,"0,14%",0,Masčio  (Nr.2) apylinkė  
Valentinas BUKAUSKAS,,"37,41%",474,"35,97%",40,Lygumų  (Nr.1) apylinkė  
Vytautas KLEIVA,,"17,54%",210,"16,86%",31,Lygumų  (Nr.1) apylinkė  
Irena SKERNEVIČIŪTĖ,,"12,74%",154,"12,25%",21,Lygumų  (Nr.1) apylinkė  
Gediminas VAGNORIUS,,"13,76%",172,"13,23%",17,Lygumų  (Nr.1) apylinkė  
Vilma SAVICKIENĖ,,"5,09%",65,"4,90%",5,Lygumų  (Nr.1) apylinkė  
Vytautas RAKICKAS,,"1,53%",18,"1,47%",3,Lygumų  (Nr.1) apylinkė  
Alvydas JOKŠAS,,"2,98%",40,"2,87%",1,Lygumų  (Nr.1) apylinkė  
Tatjana ŽGUNOVA,,"2,26%",29,"2,17%",2,Lygumų  (Nr.1) apylinkė  
Paulius RUMBUTIS,,"3,49%",38,"3,36%",10,Lygumų  (Nr.1) apylinkė  
Deivydas RUBEŽIUS,,"1,67%",18,"1,61%",5,Lygumų  (Nr.1) apylinkė  
Leonas Kęstutis DUNAUSKAS,,"0,58%",6,"0,56%",2,Lygumų  (Nr.1) apylinkė  
Vaclovas RINGYS,,"0,66%",8,"0,63%",1,Lygumų  (Nr.1) apylinkė  
Gintaras SABECKIS,,"0,29%",4,"0,28%",0,Lygumų  (Nr.1) apylinkė  
Alma MONKAUSKAITĖ,,"17,07%",18,"16,67%",10,Vidsodžio  (Nr.40) apylinkė  
Izidorius ŠIMKUS,,"12,80%",17,"12,50%",4,Vidsodžio  (Nr.40) apylinkė  
Borisas MARKULIS,,"24,39%",29,"23,81%",11,Vidsodžio  (Nr.40) apylinkė  
Kęstutis BILIUS,,"15,85%",17,"15,48%",9,Vidsodžio  (Nr.40) apylinkė  
Kęstutis MASIULIS,,"10,98%",10,"10,71%",8,Vidsodžio  (Nr.40) apylinkė  
Petras BERESNEVIČIUS,,"8,54%",11,"8,33%",3,Vidsodžio  (Nr.40) apylinkė  
Algis Petras KRUTKEVIČIUS,,"0,61%",0,"0,60%",1,Vidsodžio  (Nr.40) apylinkė  
Alė JURGAITIENĖ,,"2,44%",1,"2,38%",3,Vidsodžio  (Nr.40) apylinkė  
Regina MUSNECKIENĖ,,"4,88%",4,"4,76%",4,Vidsodžio  (Nr.40) apylinkė  
Laimutė BURBIENĖ,,"1,83%",2,"1,79%",1,Vidsodžio  (Nr.40) apylinkė  
Jonas MARCINKUS,,"0,61%",1,"0,60%",0,Vidsodžio  (Nr.40) apylinkė  
Alma MONKAUSKAITĖ,,"23,48%",56,"23,22%",6,Verpenos  (Nr.39) apylinkė  
Izidorius ŠIMKUS,,"25,00%",61,"24,72%",5,Verpenos  (Nr.39) apylinkė  
Borisas MARKULIS,,"13,64%",34,"13,48%",2,Verpenos  (Nr.39) apylinkė  
Kęstutis BILIUS,,"2,27%",6,"2,25%",0,Verpenos  (Nr.39) apylinkė  
Kęstutis MASIULIS,,"13,26%",29,"13,11%",6,Verpenos  (Nr.39) apylinkė  
Petras BERESNEVIČIUS,,"9,09%",17,"8,99%",7,Verpenos  (Nr.39) apylinkė  
Algis Petras KRUTKEVIČIUS,,"6,06%",14,"5,99%",2,Verpenos  (Nr.39) apylinkė  
Alė JURGAITIENĖ,,"4,92%",13,"4,87%",0,Verpenos  (Nr.39) apylinkė  
Regina MUSNECKIENĖ,,"0,76%",2,"0,75%",0,Verpenos  (Nr.39) apylinkė  
Laimutė BURBIENĖ,,"0,76%",2,"0,75%",0,Verpenos  (Nr.39) apylinkė  
Jonas MARCINKUS,,"0,76%",1,"0,75%",1,Verpenos  (Nr.39) apylinkė  
Alma MONKAUSKAITĖ,,"12,69%",20,"12,32%",5,Valpainių  (Nr.38) apylinkė  
Izidorius ŠIMKUS,,"24,87%",45,"24,14%",4,Valpainių  (Nr.38) apylinkė  
Borisas MARKULIS,,"17,26%",31,"16,75%",3,Valpainių  (Nr.38) apylinkė  
Kęstutis BILIUS,,"26,90%",49,"26,11%",4,Valpainių  (Nr.38) apylinkė  
Kęstutis MASIULIS,,"4,57%",4,"4,43%",5,Valpainių  (Nr.38) apylinkė  
Petras BERESNEVIČIUS,,"3,05%",5,"2,96%",1,Valpainių  (Nr.38) apylinkė  
Algis Petras KRUTKEVIČIUS,,"4,57%",7,"4,43%",2,Valpainių  (Nr.38) apylinkė  
Alė JURGAITIENĖ,,"1,52%",3,"1,48%",0,Valpainių  (Nr.38) apylinkė  
Regina MUSNECKIENĖ,,"3,05%",3,"2,96%",3,Valpainių  (Nr.38) apylinkė  
Laimutė BURBIENĖ,,"0,51%",0,"0,49%",1,Valpainių  (Nr.38) apylinkė  
Jonas MARCINKUS,,"1,02%",2,"0,99%",0,Valpainių  (Nr.38) apylinkė  
