kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Gediminas PELĖDŽIUS,,"5,43%",9,"5,34%",5,Generalinis konsulatas Kaliningrade  
Irena DEGUTIENĖ,,"20,66%",25,"20,00%",0,Generalinis konsulatas Sankt-Peterburge  
Neringa VENCKIENĖ,,"4,13%",5,"4,00%",0,Generalinis konsulatas Sankt-Peterburge  
Faustas LATĖNAS,,"23,97%",27,"23,20%",2,Generalinis konsulatas Sankt-Peterburge  
Jolanta GAUDUTIENĖ,,"8,26%",9,"8,00%",1,Generalinis konsulatas Sankt-Peterburge  
Arminas LYDEKA,,"8,26%",10,"8,00%",0,Generalinis konsulatas Sankt-Peterburge  
Irina ROZOVA,,"4,13%",5,"4,00%",0,Generalinis konsulatas Sankt-Peterburge  
Vytautas BOGUŠIS,,"3,31%",3,"3,20%",1,Generalinis konsulatas Sankt-Peterburge  
Liucija BORUSEVIČIENĖ,,"16,53%",9,"16,00%",11,Generalinis konsulatas Sankt-Peterburge  
Miroslavas MONKEVIČIUS,,"1,65%",2,"1,60%",0,Generalinis konsulatas Sankt-Peterburge  
Vitalijus BALKUS,,"1,65%",2,"1,60%",0,Generalinis konsulatas Sankt-Peterburge  
Juozas MURAUSKAS,,"4,96%",4,"4,80%",2,Generalinis konsulatas Sankt-Peterburge  
Dainius Petras PAUKŠTĖ,,"0,83%",1,"0,80%",0,Generalinis konsulatas Sankt-Peterburge  
Robertas KASPEROVIČIUS,,"0,83%",1,"0,80%",0,Generalinis konsulatas Sankt-Peterburge  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Generalinis konsulatas Sankt-Peterburge  
Gediminas PELĖDŽIUS,,"0,83%",1,"0,80%",0,Generalinis konsulatas Sankt-Peterburge  
Irena DEGUTIENĖ,,"18,71%",40,"18,09%",15,Ambasada Rusijos Federacijoje  
Neringa VENCKIENĖ,,"5,78%",7,"5,59%",10,Ambasada Rusijos Federacijoje  
Faustas LATĖNAS,,"35,03%",90,"33,88%",13,Ambasada Rusijos Federacijoje  
Jolanta GAUDUTIENĖ,,"9,52%",18,"9,21%",10,Ambasada Rusijos Federacijoje  
Arminas LYDEKA,,"5,10%",10,"4,93%",5,Ambasada Rusijos Federacijoje  
Irina ROZOVA,,"3,40%",7,"3,29%",3,Ambasada Rusijos Federacijoje  
Vytautas BOGUŠIS,,"3,74%",8,"3,62%",3,Ambasada Rusijos Federacijoje  
Liucija BORUSEVIČIENĖ,,"6,46%",6,"6,25%",13,Ambasada Rusijos Federacijoje  
Miroslavas MONKEVIČIUS,,"2,04%",5,"1,97%",1,Ambasada Rusijos Federacijoje  
Vitalijus BALKUS,,"2,04%",3,"1,97%",3,Ambasada Rusijos Federacijoje  
Juozas MURAUSKAS,,"3,40%",9,"3,29%",1,Ambasada Rusijos Federacijoje  
Dainius Petras PAUKŠTĖ,,"2,04%",3,"1,97%",3,Ambasada Rusijos Federacijoje  
Robertas KASPEROVIČIUS,,"1,02%",2,"0,99%",1,Ambasada Rusijos Federacijoje  
Janas JUREVIČIUS,,"1,02%",1,"0,99%",2,Ambasada Rusijos Federacijoje  
Gediminas PELĖDŽIUS,,"0,68%",2,"0,66%",0,Ambasada Rusijos Federacijoje  
Irena DEGUTIENĖ,,"70,21%",33,"66,00%",0,Konsulatas Seinuose  
Neringa VENCKIENĖ,,"8,51%",4,"8,00%",0,Konsulatas Seinuose  
Faustas LATĖNAS,,"6,38%",3,"6,00%",0,Konsulatas Seinuose  
Jolanta GAUDUTIENĖ,,"0,00%",0,"0,00%",0,Konsulatas Seinuose  
Arminas LYDEKA,,"4,26%",2,"4,00%",0,Konsulatas Seinuose  
Irina ROZOVA,,"0,00%",0,"0,00%",0,Konsulatas Seinuose  
Vytautas BOGUŠIS,,"2,13%",1,"2,00%",0,Konsulatas Seinuose  
Liucija BORUSEVIČIENĖ,,"2,13%",1,"2,00%",0,Konsulatas Seinuose  
Miroslavas MONKEVIČIUS,,"0,00%",0,"0,00%",0,Konsulatas Seinuose  
Vitalijus BALKUS,,"0,00%",0,"0,00%",0,Konsulatas Seinuose  
Juozas MURAUSKAS,,"0,00%",0,"0,00%",0,Konsulatas Seinuose  
Dainius Petras PAUKŠTĖ,,"2,13%",1,"2,00%",0,Konsulatas Seinuose  
Robertas KASPEROVIČIUS,,"4,26%",2,"4,00%",0,Konsulatas Seinuose  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Konsulatas Seinuose  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Konsulatas Seinuose  
Irena DEGUTIENĖ,,"30,32%",30,"30,13%",17,Ambasada Lenkijos Respublikoje  
Neringa VENCKIENĖ,,"1,29%",1,"1,28%",1,Ambasada Lenkijos Respublikoje  
Faustas LATĖNAS,,"8,39%",10,"8,33%",3,Ambasada Lenkijos Respublikoje  
Jolanta GAUDUTIENĖ,,"1,94%",1,"1,92%",2,Ambasada Lenkijos Respublikoje  
Arminas LYDEKA,,"9,68%",15,"9,62%",0,Ambasada Lenkijos Respublikoje  
Irina ROZOVA,,"32,90%",40,"32,69%",11,Ambasada Lenkijos Respublikoje  
Vytautas BOGUŠIS,,"3,87%",6,"3,85%",0,Ambasada Lenkijos Respublikoje  
Liucija BORUSEVIČIENĖ,,"2,58%",4,"2,56%",0,Ambasada Lenkijos Respublikoje  
Miroslavas MONKEVIČIUS,,"7,10%",10,"7,05%",1,Ambasada Lenkijos Respublikoje  
Vitalijus BALKUS,,"0,65%",1,"0,64%",0,Ambasada Lenkijos Respublikoje  
Juozas MURAUSKAS,,"1,29%",1,"1,28%",1,Ambasada Lenkijos Respublikoje  
Dainius Petras PAUKŠTĖ,,"0,00%",0,"0,00%",0,Ambasada Lenkijos Respublikoje  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Lenkijos Respublikoje  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Lenkijos Respublikoje  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Ambasada Lenkijos Respublikoje  
Irena DEGUTIENĖ,,"67,06%",0,"67,06%",114,Ambasada Kanadoje  
Neringa VENCKIENĖ,,"14,12%",0,"14,12%",24,Ambasada Kanadoje  
Faustas LATĖNAS,,"1,18%",0,"1,18%",2,Ambasada Kanadoje  
Jolanta GAUDUTIENĖ,,"0,00%",0,"0,00%",0,Ambasada Kanadoje  
Arminas LYDEKA,,"6,47%",0,"6,47%",11,Ambasada Kanadoje  
Irina ROZOVA,,"0,00%",0,"0,00%",0,Ambasada Kanadoje  
Vytautas BOGUŠIS,,"1,18%",0,"1,18%",2,Ambasada Kanadoje  
Liucija BORUSEVIČIENĖ,,"1,76%",0,"1,76%",3,Ambasada Kanadoje  
Miroslavas MONKEVIČIUS,,"2,35%",0,"2,35%",4,Ambasada Kanadoje  
Vitalijus BALKUS,,"0,59%",0,"0,59%",1,Ambasada Kanadoje  
Juozas MURAUSKAS,,"4,12%",0,"4,12%",7,Ambasada Kanadoje  
Dainius Petras PAUKŠTĖ,,"0,59%",0,"0,59%",1,Ambasada Kanadoje  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Kanadoje  
Janas JUREVIČIUS,,"0,59%",0,"0,59%",1,Ambasada Kanadoje  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Ambasada Kanadoje  
Irena DEGUTIENĖ,,"34,81%",0,"34,20%",1092,Ambasada Jungtinėje Karalystėje  
Neringa VENCKIENĖ,,"29,68%",0,"29,16%",931,Ambasada Jungtinėje Karalystėje  
Faustas LATĖNAS,,"4,18%",0,"4,10%",131,Ambasada Jungtinėje Karalystėje  
Jolanta GAUDUTIENĖ,,"4,46%",0,"4,38%",140,Ambasada Jungtinėje Karalystėje  
Arminas LYDEKA,,"11,19%",0,"10,99%",351,Ambasada Jungtinėje Karalystėje  
Irina ROZOVA,,"0,80%",0,"0,78%",25,Ambasada Jungtinėje Karalystėje  
Vytautas BOGUŠIS,,"3,19%",0,"3,13%",100,Ambasada Jungtinėje Karalystėje  
Liucija BORUSEVIČIENĖ,,"2,17%",0,"2,13%",68,Ambasada Jungtinėje Karalystėje  
Miroslavas MONKEVIČIUS,,"2,58%",0,"2,54%",81,Ambasada Jungtinėje Karalystėje  
Vitalijus BALKUS,,"2,39%",0,"2,35%",75,Ambasada Jungtinėje Karalystėje  
Juozas MURAUSKAS,,"2,84%",0,"2,79%",89,Ambasada Jungtinėje Karalystėje  
Dainius Petras PAUKŠTĖ,,"1,08%",0,"1,06%",34,Ambasada Jungtinėje Karalystėje  
Robertas KASPEROVIČIUS,,"0,35%",0,"0,34%",11,Ambasada Jungtinėje Karalystėje  
Janas JUREVIČIUS,,"0,19%",0,"0,19%",6,Ambasada Jungtinėje Karalystėje  
Gediminas PELĖDŽIUS,,"0,10%",0,"0,09%",3,Ambasada Jungtinėje Karalystėje  
Irena DEGUTIENĖ,,"61,54%",0,"59,26%",16,Garbės konsulatas Los Andžele  
Neringa VENCKIENĖ,,"19,23%",0,"18,52%",5,Garbės konsulatas Los Andžele  
Faustas LATĖNAS,,"0,00%",0,"0,00%",0,Garbės konsulatas Los Andžele  
Jolanta GAUDUTIENĖ,,"0,00%",0,"0,00%",0,Garbės konsulatas Los Andžele  
Arminas LYDEKA,,"7,69%",0,"7,41%",2,Garbės konsulatas Los Andžele  
Irina ROZOVA,,"0,00%",0,"0,00%",0,Garbės konsulatas Los Andžele  
Vytautas BOGUŠIS,,"0,00%",0,"0,00%",0,Garbės konsulatas Los Andžele  
Liucija BORUSEVIČIENĖ,,"0,00%",0,"0,00%",0,Garbės konsulatas Los Andžele  
Miroslavas MONKEVIČIUS,,"0,00%",0,"0,00%",0,Garbės konsulatas Los Andžele  
Vitalijus BALKUS,,"3,85%",0,"3,70%",1,Garbės konsulatas Los Andžele  
Juozas MURAUSKAS,,"3,85%",0,"3,70%",1,Garbės konsulatas Los Andžele  
Dainius Petras PAUKŠTĖ,,"0,00%",0,"0,00%",0,Garbės konsulatas Los Andžele  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Garbės konsulatas Los Andžele  
Janas JUREVIČIUS,,"3,85%",0,"3,70%",1,Garbės konsulatas Los Andžele  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Garbės konsulatas Los Andžele  
Irena DEGUTIENĖ,,"47,83%",0,"47,69%",165,Generalinis konsulatas Niujorke  
Neringa VENCKIENĖ,,"20,29%",0,"20,23%",70,Generalinis konsulatas Niujorke  
Faustas LATĖNAS,,"6,96%",0,"6,94%",24,Generalinis konsulatas Niujorke  
Jolanta GAUDUTIENĖ,,"0,58%",0,"0,58%",2,Generalinis konsulatas Niujorke  
Arminas LYDEKA,,"6,96%",0,"6,94%",24,Generalinis konsulatas Niujorke  
Irina ROZOVA,,"0,58%",0,"0,58%",2,Generalinis konsulatas Niujorke  
Vytautas BOGUŠIS,,"3,19%",0,"3,18%",11,Generalinis konsulatas Niujorke  
Liucija BORUSEVIČIENĖ,,"2,03%",0,"2,02%",7,Generalinis konsulatas Niujorke  
Miroslavas MONKEVIČIUS,,"2,32%",0,"2,31%",8,Generalinis konsulatas Niujorke  
Vitalijus BALKUS,,"3,77%",0,"3,76%",13,Generalinis konsulatas Niujorke  
Juozas MURAUSKAS,,"4,06%",0,"4,05%",14,Generalinis konsulatas Niujorke  
Dainius Petras PAUKŠTĖ,,"0,58%",0,"0,58%",2,Generalinis konsulatas Niujorke  
Robertas KASPEROVIČIUS,,"0,29%",0,"0,29%",1,Generalinis konsulatas Niujorke  
Janas JUREVIČIUS,,"0,58%",0,"0,58%",2,Generalinis konsulatas Niujorke  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Generalinis konsulatas Niujorke  
Irena DEGUTIENĖ,,"40,11%",51,"39,63%",247,Generalinis konsulatas Čikagoje  
Neringa VENCKIENĖ,,"35,26%",78,"34,84%",184,Generalinis konsulatas Čikagoje  
Faustas LATĖNAS,,"3,90%",6,"3,86%",23,Generalinis konsulatas Čikagoje  
Jolanta GAUDUTIENĖ,,"1,35%",4,"1,33%",6,Generalinis konsulatas Čikagoje  
Arminas LYDEKA,,"7,40%",8,"7,31%",47,Generalinis konsulatas Čikagoje  
Irina ROZOVA,,"0,00%",0,"0,00%",0,Generalinis konsulatas Čikagoje  
Vytautas BOGUŠIS,,"2,69%",6,"2,66%",14,Generalinis konsulatas Čikagoje  
Liucija BORUSEVIČIENĖ,,"1,21%",2,"1,20%",7,Generalinis konsulatas Čikagoje  
Miroslavas MONKEVIČIUS,,"0,94%",1,"0,93%",6,Generalinis konsulatas Čikagoje  
Vitalijus BALKUS,,"1,35%",4,"1,33%",6,Generalinis konsulatas Čikagoje  
Juozas MURAUSKAS,,"3,77%",3,"3,72%",25,Generalinis konsulatas Čikagoje  
Dainius Petras PAUKŠTĖ,,"0,81%",0,"0,80%",6,Generalinis konsulatas Čikagoje  
Robertas KASPEROVIČIUS,,"0,27%",0,"0,27%",2,Generalinis konsulatas Čikagoje  
Janas JUREVIČIUS,,"0,94%",2,"0,93%",5,Generalinis konsulatas Čikagoje  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Generalinis konsulatas Čikagoje  
Irena DEGUTIENĖ,,"48,98%",0,"47,65%",193,Ambasada Jungtinėse Amerikos Valstijose  
Neringa VENCKIENĖ,,"19,80%",0,"19,26%",78,Ambasada Jungtinėse Amerikos Valstijose  
Faustas LATĖNAS,,"5,08%",0,"4,94%",20,Ambasada Jungtinėse Amerikos Valstijose  
Jolanta GAUDUTIENĖ,,"2,28%",0,"2,22%",9,Ambasada Jungtinėse Amerikos Valstijose  
Arminas LYDEKA,,"9,39%",0,"9,14%",37,Ambasada Jungtinėse Amerikos Valstijose  
Irina ROZOVA,,"0,51%",0,"0,49%",2,Ambasada Jungtinėse Amerikos Valstijose  
Vytautas BOGUŠIS,,"5,84%",0,"5,68%",23,Ambasada Jungtinėse Amerikos Valstijose  
Liucija BORUSEVIČIENĖ,,"0,76%",0,"0,74%",3,Ambasada Jungtinėse Amerikos Valstijose  
Miroslavas MONKEVIČIUS,,"2,03%",0,"1,98%",8,Ambasada Jungtinėse Amerikos Valstijose  
Vitalijus BALKUS,,"0,51%",0,"0,49%",2,Ambasada Jungtinėse Amerikos Valstijose  
Juozas MURAUSKAS,,"3,05%",0,"2,96%",12,Ambasada Jungtinėse Amerikos Valstijose  
Dainius Petras PAUKŠTĖ,,"1,02%",0,"0,99%",4,Ambasada Jungtinėse Amerikos Valstijose  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Jungtinėse Amerikos Valstijose  
Janas JUREVIČIUS,,"0,76%",0,"0,74%",3,Ambasada Jungtinėse Amerikos Valstijose  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Ambasada Jungtinėse Amerikos Valstijose  
Irena DEGUTIENĖ,,"28,57%",13,"28,32%",19,Konsulatas Valensijoje  
Neringa VENCKIENĖ,,"24,11%",2,"23,89%",25,Konsulatas Valensijoje  
Faustas LATĖNAS,,"7,14%",0,"7,08%",8,Konsulatas Valensijoje  
Jolanta GAUDUTIENĖ,,"4,46%",1,"4,42%",4,Konsulatas Valensijoje  
Arminas LYDEKA,,"9,82%",5,"9,73%",6,Konsulatas Valensijoje  
Irina ROZOVA,,"0,00%",0,"0,00%",0,Konsulatas Valensijoje  
Vytautas BOGUŠIS,,"2,68%",3,"2,65%",0,Konsulatas Valensijoje  
Liucija BORUSEVIČIENĖ,,"6,25%",0,"6,19%",7,Konsulatas Valensijoje  
Miroslavas MONKEVIČIUS,,"1,79%",2,"1,77%",0,Konsulatas Valensijoje  
Vitalijus BALKUS,,"7,14%",0,"7,08%",8,Konsulatas Valensijoje  
Juozas MURAUSKAS,,"7,14%",1,"7,08%",7,Konsulatas Valensijoje  
Dainius Petras PAUKŠTĖ,,"0,89%",0,"0,88%",1,Konsulatas Valensijoje  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Konsulatas Valensijoje  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Konsulatas Valensijoje  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Konsulatas Valensijoje  
Irena DEGUTIENĖ,,"42,36%",0,"42,36%",61,Ambasada Ispanijos Karalystėje  
Neringa VENCKIENĖ,,"17,36%",0,"17,36%",25,Ambasada Ispanijos Karalystėje  
Faustas LATĖNAS,,"7,64%",0,"7,64%",11,Ambasada Ispanijos Karalystėje  
Jolanta GAUDUTIENĖ,,"1,39%",0,"1,39%",2,Ambasada Ispanijos Karalystėje  
Arminas LYDEKA,,"9,72%",0,"9,72%",14,Ambasada Ispanijos Karalystėje  
Irina ROZOVA,,"1,39%",0,"1,39%",2,Ambasada Ispanijos Karalystėje  
Vytautas BOGUŠIS,,"2,78%",0,"2,78%",4,Ambasada Ispanijos Karalystėje  
Liucija BORUSEVIČIENĖ,,"2,78%",0,"2,78%",4,Ambasada Ispanijos Karalystėje  
Miroslavas MONKEVIČIUS,,"2,78%",0,"2,78%",4,Ambasada Ispanijos Karalystėje  
Vitalijus BALKUS,,"5,56%",0,"5,56%",8,Ambasada Ispanijos Karalystėje  
Juozas MURAUSKAS,,"2,08%",0,"2,08%",3,Ambasada Ispanijos Karalystėje  
Dainius Petras PAUKŠTĖ,,"2,78%",0,"2,78%",4,Ambasada Ispanijos Karalystėje  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Ispanijos Karalystėje  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Ispanijos Karalystėje  
Gediminas PELĖDŽIUS,,"1,39%",0,"1,39%",2,Ambasada Ispanijos Karalystėje  
Irena DEGUTIENĖ,,"29,41%",11,"28,30%",4,Generalinis konsulatas Gardine  
Neringa VENCKIENĖ,,"0,00%",0,"0,00%",0,Generalinis konsulatas Gardine  
Faustas LATĖNAS,,"3,92%",1,"3,77%",1,Generalinis konsulatas Gardine  
Jolanta GAUDUTIENĖ,,"25,49%",1,"24,53%",12,Generalinis konsulatas Gardine  
Arminas LYDEKA,,"1,96%",0,"1,89%",1,Generalinis konsulatas Gardine  
Irina ROZOVA,,"7,84%",1,"7,55%",3,Generalinis konsulatas Gardine  
Vytautas BOGUŠIS,,"0,00%",0,"0,00%",0,Generalinis konsulatas Gardine  
Liucija BORUSEVIČIENĖ,,"9,80%",1,"9,43%",4,Generalinis konsulatas Gardine  
Miroslavas MONKEVIČIUS,,"0,00%",0,"0,00%",0,Generalinis konsulatas Gardine  
Vitalijus BALKUS,,"3,92%",1,"3,77%",1,Generalinis konsulatas Gardine  
Juozas MURAUSKAS,,"3,92%",1,"3,77%",1,Generalinis konsulatas Gardine  
Dainius Petras PAUKŠTĖ,,"7,84%",4,"7,55%",0,Generalinis konsulatas Gardine  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Generalinis konsulatas Gardine  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Generalinis konsulatas Gardine  
Gediminas PELĖDŽIUS,,"5,88%",0,"5,66%",3,Generalinis konsulatas Gardine  
Irena DEGUTIENĖ,,"18,40%",29,"18,07%",1,Ambasada Baltarusijos Respublikoje  
Neringa VENCKIENĖ,,"6,75%",11,"6,63%",0,Ambasada Baltarusijos Respublikoje  
Faustas LATĖNAS,,"9,82%",10,"9,64%",6,Ambasada Baltarusijos Respublikoje  
Jolanta GAUDUTIENĖ,,"22,09%",11,"21,69%",25,Ambasada Baltarusijos Respublikoje  
Arminas LYDEKA,,"2,45%",4,"2,41%",0,Ambasada Baltarusijos Respublikoje  
Irina ROZOVA,,"13,50%",10,"13,25%",12,Ambasada Baltarusijos Respublikoje  
Vytautas BOGUŠIS,,"1,23%",2,"1,20%",0,Ambasada Baltarusijos Respublikoje  
Liucija BORUSEVIČIENĖ,,"15,95%",4,"15,66%",22,Ambasada Baltarusijos Respublikoje  
Miroslavas MONKEVIČIUS,,"1,23%",1,"1,20%",1,Ambasada Baltarusijos Respublikoje  
Vitalijus BALKUS,,"1,84%",0,"1,81%",3,Ambasada Baltarusijos Respublikoje  
Juozas MURAUSKAS,,"2,45%",1,"2,41%",3,Ambasada Baltarusijos Respublikoje  
Dainius Petras PAUKŠTĖ,,"1,23%",1,"1,20%",1,Ambasada Baltarusijos Respublikoje  
Robertas KASPEROVIČIUS,,"0,61%",1,"0,60%",0,Ambasada Baltarusijos Respublikoje  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Baltarusijos Respublikoje  
Gediminas PELĖDŽIUS,,"2,45%",0,"2,41%",4,Ambasada Baltarusijos Respublikoje  
Irena DEGUTIENĖ,,"70,59%",12,"70,59%",0,Ambasada Indijos Respublikoje  
Neringa VENCKIENĖ,,"11,76%",2,"11,76%",0,Ambasada Indijos Respublikoje  
Faustas LATĖNAS,,"5,88%",1,"5,88%",0,Ambasada Indijos Respublikoje  
Jolanta GAUDUTIENĖ,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Arminas LYDEKA,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Irina ROZOVA,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Vytautas BOGUŠIS,,"5,88%",1,"5,88%",0,Ambasada Indijos Respublikoje  
Liucija BORUSEVIČIENĖ,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Miroslavas MONKEVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Vitalijus BALKUS,,"5,88%",1,"5,88%",0,Ambasada Indijos Respublikoje  
Juozas MURAUSKAS,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Dainius Petras PAUKŠTĖ,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Ambasada Indijos Respublikoje  
Irena DEGUTIENĖ,,"60,00%",0,"58,70%",27,Ambasada Vengrijoje  
Neringa VENCKIENĖ,,"8,89%",0,"8,70%",4,Ambasada Vengrijoje  
Faustas LATĖNAS,,"13,33%",0,"13,04%",6,Ambasada Vengrijoje  
Jolanta GAUDUTIENĖ,,"0,00%",0,"0,00%",0,Ambasada Vengrijoje  
Arminas LYDEKA,,"8,89%",0,"8,70%",4,Ambasada Vengrijoje  
Irina ROZOVA,,"0,00%",0,"0,00%",0,Ambasada Vengrijoje  
Vytautas BOGUŠIS,,"2,22%",0,"2,17%",1,Ambasada Vengrijoje  
Liucija BORUSEVIČIENĖ,,"0,00%",0,"0,00%",0,Ambasada Vengrijoje  
Miroslavas MONKEVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Vengrijoje  
Vitalijus BALKUS,,"4,44%",0,"4,35%",2,Ambasada Vengrijoje  
Juozas MURAUSKAS,,"2,22%",0,"2,17%",1,Ambasada Vengrijoje  
Dainius Petras PAUKŠTĖ,,"0,00%",0,"0,00%",0,Ambasada Vengrijoje  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Vengrijoje  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Vengrijoje  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Ambasada Vengrijoje  
Irena DEGUTIENĖ,,"31,13%",20,"30,28%",13,Ambasada Ukrainoje  
Neringa VENCKIENĖ,,"1,89%",0,"1,83%",2,Ambasada Ukrainoje  
Faustas LATĖNAS,,"9,43%",7,"9,17%",3,Ambasada Ukrainoje  
Jolanta GAUDUTIENĖ,,"12,26%",2,"11,93%",11,Ambasada Ukrainoje  
Arminas LYDEKA,,"13,21%",7,"12,84%",7,Ambasada Ukrainoje  
Irina ROZOVA,,"1,89%",0,"1,83%",2,Ambasada Ukrainoje  
Vytautas BOGUŠIS,,"6,60%",6,"6,42%",1,Ambasada Ukrainoje  
Liucija BORUSEVIČIENĖ,,"4,72%",1,"4,59%",4,Ambasada Ukrainoje  
Miroslavas MONKEVIČIUS,,"7,55%",4,"7,34%",4,Ambasada Ukrainoje  
Vitalijus BALKUS,,"1,89%",1,"1,83%",1,Ambasada Ukrainoje  
Juozas MURAUSKAS,,"4,72%",0,"4,59%",5,Ambasada Ukrainoje  
Dainius Petras PAUKŠTĖ,,"1,89%",1,"1,83%",1,Ambasada Ukrainoje  
Robertas KASPEROVIČIUS,,"1,89%",0,"1,83%",2,Ambasada Ukrainoje  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Ukrainoje  
Gediminas PELĖDŽIUS,,"0,94%",1,"0,92%",0,Ambasada Ukrainoje  
Irena DEGUTIENĖ,,"39,76%",18,"39,29%",15,Ambasada Turkijos Respublikoje  
Neringa VENCKIENĖ,,"7,23%",1,"7,14%",5,Ambasada Turkijos Respublikoje  
Faustas LATĖNAS,,"21,69%",16,"21,43%",2,Ambasada Turkijos Respublikoje  
Jolanta GAUDUTIENĖ,,"1,20%",1,"1,19%",0,Ambasada Turkijos Respublikoje  
Arminas LYDEKA,,"13,25%",7,"13,10%",4,Ambasada Turkijos Respublikoje  
Irina ROZOVA,,"1,20%",1,"1,19%",0,Ambasada Turkijos Respublikoje  
Vytautas BOGUŠIS,,"8,43%",5,"8,33%",2,Ambasada Turkijos Respublikoje  
Liucija BORUSEVIČIENĖ,,"1,20%",1,"1,19%",0,Ambasada Turkijos Respublikoje  
Miroslavas MONKEVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Turkijos Respublikoje  
Vitalijus BALKUS,,"0,00%",0,"0,00%",0,Ambasada Turkijos Respublikoje  
Juozas MURAUSKAS,,"2,41%",0,"2,38%",2,Ambasada Turkijos Respublikoje  
Dainius Petras PAUKŠTĖ,,"3,61%",3,"3,57%",0,Ambasada Turkijos Respublikoje  
Robertas KASPEROVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Turkijos Respublikoje  
Janas JUREVIČIUS,,"0,00%",0,"0,00%",0,Ambasada Turkijos Respublikoje  
Gediminas PELĖDŽIUS,,"0,00%",0,"0,00%",0,Ambasada Turkijos Respublikoje  
Irena DEGUTIENĖ,,"54,82%",18,"54,55%",90,Ambasada Šveicarijos Konfederacijoje  
Neringa VENCKIENĖ,,"8,12%",7,"8,08%",9,Ambasada Šveicarijos Konfederacijoje  
Faustas LATĖNAS,,"4,06%",0,"4,04%",8,Ambasada Šveicarijos Konfederacijoje  
Jolanta GAUDUTIENĖ,,"2,03%",0,"2,02%",4,Ambasada Šveicarijos Konfederacijoje  
Arminas LYDEKA,,"15,23%",8,"15,15%",22,Ambasada Šveicarijos Konfederacijoje  
Irina ROZOVA,,"2,54%",0,"2,53%",5,Ambasada Šveicarijos Konfederacijoje  
Vytautas BOGUŠIS,,"2,03%",0,"2,02%",4,Ambasada Šveicarijos Konfederacijoje  
Liucija BORUSEVIČIENĖ,,"2,03%",0,"2,02%",4,Ambasada Šveicarijos Konfederacijoje  
Miroslavas MONKEVIČIUS,,"3,05%",1,"3,03%",5,Ambasada Šveicarijos Konfederacijoje  
Vitalijus BALKUS,,"4,06%",1,"4,04%",7,Ambasada Šveicarijos Konfederacijoje  
Juozas MURAUSKAS,,"0,51%",0,"0,51%",1,Ambasada Šveicarijos Konfederacijoje  
Dainius Petras PAUKŠTĖ,,"1,02%",0,"1,01%",2,Ambasada Šveicarijos Konfederacijoje  
Robertas KASPEROVIČIUS,,"0,51%",0,"0,51%",1,Ambasada Šveicarijos Konfederacijoje  
