kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Lilijana ASTRA,, , , , , Ambasada Egipto Arabų Respublikoje
Petras RUZGUS,, , , , , Ambasada Egipto Arabų Respublikoje
Liudvikas RAGAUSKIS,, , , , , Ambasada Egipto Arabų Respublikoje
Janina SLAVINSKAJA,, , , , , Ambasada Egipto Arabų Respublikoje
Jurijus PIVORIŪNAS,, , , , , Ambasada Egipto Arabų Respublikoje
Irena DEGUTIENĖ,,44.50%,43,43.48%,244, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Algirdas GRICIUS,,24.03%,34,23.48%,121, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Gintautas BUŽINSKAS,,4.19%,1,4.09%,26, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Marija Aušrinė PAVILIONIENĖ,,4.19%,5,4.09%,22, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Giedrė PURVANECKIENĖ,,7.75%,6,7.58%,44, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Vytas NAVICKAS,,2.64%,1,2.58%,16, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Nikolajus MANANIKOVAS,,0.78%,2,0.76%,3, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Tadeuš ANDŽEJEVSKI,,0.16%,1,0.15%, , Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Audronė NEKROŠIENĖ,,4.34%,2,4.24%,26, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Gintaras SONGAILA,,1.71%,1,1.67%,10, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Lilijana ASTRA,,1.40%,1,1.36%,8, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Petras RUZGUS,,0.93%,2,0.91%,4, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Liudvikas RAGAUSKIS,,2.95%,1,2.88%,18, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Janina SLAVINSKAJA,, , , , , Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Jurijus PIVORIŪNAS,,0.47%, ,0.45%,3, Ambasada Jungtinėje Didžiosios Britanijos ir Šiaurės Airijos Karalystėje
Irena DEGUTIENĖ,,42.13%, ,41.25%,99, Ambasada Danijos Karalystėje
Algirdas GRICIUS,,17.45%, ,17.08%,41, Ambasada Danijos Karalystėje
Gintautas BUŽINSKAS,,17.02%, ,16.67%,40, Ambasada Danijos Karalystėje
Marija Aušrinė PAVILIONIENĖ,,2.55%, ,2.50%,6, Ambasada Danijos Karalystėje
Giedrė PURVANECKIENĖ,,6.38%, ,6.25%,15, Ambasada Danijos Karalystėje
Vytas NAVICKAS,,0.85%, ,0.83%,2, Ambasada Danijos Karalystėje
Nikolajus MANANIKOVAS,,2.98%, ,2.92%,7, Ambasada Danijos Karalystėje
Tadeuš ANDŽEJEVSKI,, , , , , Ambasada Danijos Karalystėje
Audronė NEKROŠIENĖ,,3.83%, ,3.75%,9, Ambasada Danijos Karalystėje
Gintaras SONGAILA,,0.85%, ,0.83%,2, Ambasada Danijos Karalystėje
Lilijana ASTRA,,1.70%, ,1.67%,4, Ambasada Danijos Karalystėje
Petras RUZGUS,,2.13%, ,2.08%,5, Ambasada Danijos Karalystėje
Liudvikas RAGAUSKIS,,2.13%, ,2.08%,5, Ambasada Danijos Karalystėje
Janina SLAVINSKAJA,, , , , , Ambasada Danijos Karalystėje
Jurijus PIVORIŪNAS,, , , , , Ambasada Danijos Karalystėje
Irena DEGUTIENĖ,,28.89%,7,28.89%,6, Ambasada Čekijos Respublikoje
Algirdas GRICIUS,,26.67%,7,26.67%,5, Ambasada Čekijos Respublikoje
Gintautas BUŽINSKAS,,6.67%,1,6.67%,2, Ambasada Čekijos Respublikoje
Marija Aušrinė PAVILIONIENĖ,,6.67%,1,6.67%,2, Ambasada Čekijos Respublikoje
Giedrė PURVANECKIENĖ,,13.33%,5,13.33%,1, Ambasada Čekijos Respublikoje
Vytas NAVICKAS,,8.89%, ,8.89%,4, Ambasada Čekijos Respublikoje
Nikolajus MANANIKOVAS,, , , , , Ambasada Čekijos Respublikoje
Tadeuš ANDŽEJEVSKI,,2.22%,1,2.22%, , Ambasada Čekijos Respublikoje
Audronė NEKROŠIENĖ,,4.44%,1,4.44%,1, Ambasada Čekijos Respublikoje
Gintaras SONGAILA,, , , , , Ambasada Čekijos Respublikoje
Lilijana ASTRA,, , , , , Ambasada Čekijos Respublikoje
Petras RUZGUS,, , , , , Ambasada Čekijos Respublikoje
Liudvikas RAGAUSKIS,,2.22%, ,2.22%,1, Ambasada Čekijos Respublikoje
Janina SLAVINSKAJA,, , , , , Ambasada Čekijos Respublikoje
Jurijus PIVORIŪNAS,, , , , , Ambasada Čekijos Respublikoje
Irena DEGUTIENĖ,,54.55%,12,48.00%, , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Algirdas GRICIUS,,9.09%,2,8.00%, , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Gintautas BUŽINSKAS,,9.09%,2,8.00%, , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Marija Aušrinė PAVILIONIENĖ,,4.55%,1,4.00%, , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Giedrė PURVANECKIENĖ,, , , , , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Vytas NAVICKAS,,4.55%,1,4.00%, , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Nikolajus MANANIKOVAS,, , , , , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Tadeuš ANDŽEJEVSKI,, , , , , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Audronė NEKROŠIENĖ,, , , , , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Gintaras SONGAILA,,4.55%,1,4.00%, , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Lilijana ASTRA,, , , , , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Petras RUZGUS,, , , , , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Liudvikas RAGAUSKIS,, , , , , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Janina SLAVINSKAJA,,9.09%,2,8.00%, , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Jurijus PIVORIŪNAS,,4.55%,1,4.00%, , Garbės konsulatas Brazilijos Federacinėje Respublikoje
Irena DEGUTIENĖ,,56.38%,113,55.63%,55, Ambasada Belgijos Karalystėje
Algirdas GRICIUS,,21.81%,45,21.52%,20, Ambasada Belgijos Karalystėje
Gintautas BUŽINSKAS,,2.01%,3,1.99%,3, Ambasada Belgijos Karalystėje
Marija Aušrinė PAVILIONIENĖ,,2.68%,6,2.65%,2, Ambasada Belgijos Karalystėje
Giedrė PURVANECKIENĖ,,9.06%,13,8.94%,14, Ambasada Belgijos Karalystėje
Vytas NAVICKAS,,1.34%,2,1.32%,2, Ambasada Belgijos Karalystėje
Nikolajus MANANIKOVAS,, , , , , Ambasada Belgijos Karalystėje
Tadeuš ANDŽEJEVSKI,, , , , , Ambasada Belgijos Karalystėje
Audronė NEKROŠIENĖ,,3.02%,7,2.98%,2, Ambasada Belgijos Karalystėje
Gintaras SONGAILA,,0.67%, ,0.66%,2, Ambasada Belgijos Karalystėje
Lilijana ASTRA,,0.34%, ,0.33%,1, Ambasada Belgijos Karalystėje
Petras RUZGUS,,1.34%,2,1.32%,2, Ambasada Belgijos Karalystėje
Liudvikas RAGAUSKIS,,0.34%, ,0.33%,1, Ambasada Belgijos Karalystėje
Janina SLAVINSKAJA,,0.34%, ,0.33%,1, Ambasada Belgijos Karalystėje
Jurijus PIVORIŪNAS,,0.67%,1,0.66%,1, Ambasada Belgijos Karalystėje
Irena DEGUTIENĖ,,9.33%,4,9.33%,3, Konsulatas Gardine
Algirdas GRICIUS,,8.00%,1,8.00%,5, Konsulatas Gardine
Gintautas BUŽINSKAS,,13.33%, ,13.33%,10, Konsulatas Gardine
Marija Aušrinė PAVILIONIENĖ,,4.00%,1,4.00%,2, Konsulatas Gardine
Giedrė PURVANECKIENĖ,,8.00%, ,8.00%,6, Konsulatas Gardine
Vytas NAVICKAS,,16.00%, ,16.00%,12, Konsulatas Gardine
Nikolajus MANANIKOVAS,,6.67%,1,6.67%,4, Konsulatas Gardine
Tadeuš ANDŽEJEVSKI,,12.00%, ,12.00%,9, Konsulatas Gardine
Audronė NEKROŠIENĖ,,1.33%, ,1.33%,1, Konsulatas Gardine
Gintaras SONGAILA,,2.67%, ,2.67%,2, Konsulatas Gardine
Lilijana ASTRA,,4.00%, ,4.00%,3, Konsulatas Gardine
Petras RUZGUS,,4.00%, ,4.00%,3, Konsulatas Gardine
Liudvikas RAGAUSKIS,, , , , , Konsulatas Gardine
Janina SLAVINSKAJA,,10.67%, ,10.67%,8, Konsulatas Gardine
Jurijus PIVORIŪNAS,, , , , , Konsulatas Gardine
Irena DEGUTIENĖ,,12.20%,15,12.00%, , Ambasada Baltarusijos Respublikoje
Algirdas GRICIUS,,11.38%,12,11.20%,2, Ambasada Baltarusijos Respublikoje
Gintautas BUŽINSKAS,,18.70%,14,18.40%,9, Ambasada Baltarusijos Respublikoje
Marija Aušrinė PAVILIONIENĖ,,4.88%,1,4.80%,5, Ambasada Baltarusijos Respublikoje
Giedrė PURVANECKIENĖ,,6.50%,5,6.40%,3, Ambasada Baltarusijos Respublikoje
Vytas NAVICKAS,,13.82%,10,13.60%,7, Ambasada Baltarusijos Respublikoje
Nikolajus MANANIKOVAS,,19.51%,10,19.20%,14, Ambasada Baltarusijos Respublikoje
Tadeuš ANDŽEJEVSKI,,4.07%,4,4.00%,1, Ambasada Baltarusijos Respublikoje
Audronė NEKROŠIENĖ,,2.44%,1,2.40%,2, Ambasada Baltarusijos Respublikoje
Gintaras SONGAILA,, , , , , Ambasada Baltarusijos Respublikoje
Lilijana ASTRA,,0.81%, ,0.80%,1, Ambasada Baltarusijos Respublikoje
Petras RUZGUS,, , , , , Ambasada Baltarusijos Respublikoje
Liudvikas RAGAUSKIS,,3.25%,2,3.20%,2, Ambasada Baltarusijos Respublikoje
Janina SLAVINSKAJA,,0.81%, ,0.80%,1, Ambasada Baltarusijos Respublikoje
Jurijus PIVORIŪNAS,,1.63%,1,1.60%,1, Ambasada Baltarusijos Respublikoje
Irena DEGUTIENĖ,,43.53%,21,42.53%,16, Ambasada Austrijos Respublikoje
Algirdas GRICIUS,,17.65%,4,17.24%,11, Ambasada Austrijos Respublikoje
Gintautas BUŽINSKAS,,3.53%,3,3.45%, , Ambasada Austrijos Respublikoje
Marija Aušrinė PAVILIONIENĖ,,10.59%,3,10.34%,6, Ambasada Austrijos Respublikoje
Giedrė PURVANECKIENĖ,,11.76%,8,11.49%,2, Ambasada Austrijos Respublikoje
Vytas NAVICKAS,,2.35%,2,2.30%, , Ambasada Austrijos Respublikoje
Nikolajus MANANIKOVAS,,2.35%,1,2.30%,1, Ambasada Austrijos Respublikoje
Tadeuš ANDŽEJEVSKI,, , , , , Ambasada Austrijos Respublikoje
Audronė NEKROŠIENĖ,,4.71%,3,4.60%,1, Ambasada Austrijos Respublikoje
Gintaras SONGAILA,, , , , , Ambasada Austrijos Respublikoje
Lilijana ASTRA,,1.18%,1,1.15%, , Ambasada Austrijos Respublikoje
Petras RUZGUS,,1.18%,1,1.15%, , Ambasada Austrijos Respublikoje
Liudvikas RAGAUSKIS,, , , , , Ambasada Austrijos Respublikoje
Janina SLAVINSKAJA,, , , , , Ambasada Austrijos Respublikoje
Jurijus PIVORIŪNAS,,1.18%,1,1.15%, , Ambasada Austrijos Respublikoje
Irena DEGUTIENĖ,,67.50%, ,67.50%,27, Garbės konsulatas Australijoje (Sydnėjuje)
Algirdas GRICIUS,,10.00%, ,10.00%,4, Garbės konsulatas Australijoje (Sydnėjuje)
Gintautas BUŽINSKAS,,2.50%, ,2.50%,1, Garbės konsulatas Australijoje (Sydnėjuje)
Marija Aušrinė PAVILIONIENĖ,,5.00%, ,5.00%,2, Garbės konsulatas Australijoje (Sydnėjuje)
Giedrė PURVANECKIENĖ,, , , , , Garbės konsulatas Australijoje (Sydnėjuje)
Vytas NAVICKAS,, , , , , Garbės konsulatas Australijoje (Sydnėjuje)
Nikolajus MANANIKOVAS,, , , , , Garbės konsulatas Australijoje (Sydnėjuje)
Tadeuš ANDŽEJEVSKI,, , , , , Garbės konsulatas Australijoje (Sydnėjuje)
Audronė NEKROŠIENĖ,,7.50%, ,7.50%,3, Garbės konsulatas Australijoje (Sydnėjuje)
Gintaras SONGAILA,,2.50%, ,2.50%,1, Garbės konsulatas Australijoje (Sydnėjuje)
Lilijana ASTRA,, , , , , Garbės konsulatas Australijoje (Sydnėjuje)
Petras RUZGUS,, , , , , Garbės konsulatas Australijoje (Sydnėjuje)
Liudvikas RAGAUSKIS,,5.00%, ,5.00%,2, Garbės konsulatas Australijoje (Sydnėjuje)
Janina SLAVINSKAJA,, , , , , Garbės konsulatas Australijoje (Sydnėjuje)
Jurijus PIVORIŪNAS,, , , , , Garbės konsulatas Australijoje (Sydnėjuje)
Irena DEGUTIENĖ,,70.97%,32,69.84%,12, Garbės konsulatas Australijoje (Melburne)
Algirdas GRICIUS,,6.45%,2,6.35%,2, Garbės konsulatas Australijoje (Melburne)
Gintautas BUŽINSKAS,, , , , , Garbės konsulatas Australijoje (Melburne)
Marija Aušrinė PAVILIONIENĖ,,3.23%,2,3.17%, , Garbės konsulatas Australijoje (Melburne)
Giedrė PURVANECKIENĖ,,1.61%, ,1.59%,1, Garbės konsulatas Australijoje (Melburne)
Vytas NAVICKAS,, , , , , Garbės konsulatas Australijoje (Melburne)
Nikolajus MANANIKOVAS,, , , , , Garbės konsulatas Australijoje (Melburne)
Tadeuš ANDŽEJEVSKI,, , , , , Garbės konsulatas Australijoje (Melburne)
Audronė NEKROŠIENĖ,,6.45%,2,6.35%,2, Garbės konsulatas Australijoje (Melburne)
Gintaras SONGAILA,,6.45%,4,6.35%, , Garbės konsulatas Australijoje (Melburne)
Lilijana ASTRA,,1.61%,1,1.59%, , Garbės konsulatas Australijoje (Melburne)
Petras RUZGUS,, , , , , Garbės konsulatas Australijoje (Melburne)
Liudvikas RAGAUSKIS,,1.61%,1,1.59%, , Garbės konsulatas Australijoje (Melburne)
Janina SLAVINSKAJA,, , , , , Garbės konsulatas Australijoje (Melburne)
Jurijus PIVORIŪNAS,,1.61%,1,1.59%, , Garbės konsulatas Australijoje (Melburne)
Irena DEGUTIENĖ,,84.31%,32,82.69%,11, Garbės konsulatas Australijoje (Adelaidė)
Algirdas GRICIUS,,9.80%,2,9.62%,3, Garbės konsulatas Australijoje (Adelaidė)
Gintautas BUŽINSKAS,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Marija Aušrinė PAVILIONIENĖ,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Giedrė PURVANECKIENĖ,,1.96%, ,1.92%,1, Garbės konsulatas Australijoje (Adelaidė)
Vytas NAVICKAS,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Nikolajus MANANIKOVAS,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Tadeuš ANDŽEJEVSKI,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Audronė NEKROŠIENĖ,,1.96%,1,1.92%, , Garbės konsulatas Australijoje (Adelaidė)
Gintaras SONGAILA,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Lilijana ASTRA,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Petras RUZGUS,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Liudvikas RAGAUSKIS,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Janina SLAVINSKAJA,, , , , , Garbės konsulatas Australijoje (Adelaidė)
Jurijus PIVORIŪNAS,,1.96%,1,1.92%, , Garbės konsulatas Australijoje (Adelaidė)
Irena DEGUTIENĖ,,16.28%,6,15.91%,8, Ambasada Argentinos Respublikoje
Algirdas GRICIUS,,29.07%,21,28.41%,4, Ambasada Argentinos Respublikoje
Gintautas BUŽINSKAS,,2.33%,1,2.27%,1, Ambasada Argentinos Respublikoje
Marija Aušrinė PAVILIONIENĖ,,3.49%,3,3.41%, , Ambasada Argentinos Respublikoje
Giedrė PURVANECKIENĖ,,27.91%,19,27.27%,5, Ambasada Argentinos Respublikoje
Vytas NAVICKAS,,2.33%,1,2.27%,1, Ambasada Argentinos Respublikoje
Nikolajus MANANIKOVAS,,1.16%,1,1.14%, , Ambasada Argentinos Respublikoje
Tadeuš ANDŽEJEVSKI,, , , , , Ambasada Argentinos Respublikoje
Audronė NEKROŠIENĖ,,8.14%,4,7.95%,3, Ambasada Argentinos Respublikoje
Gintaras SONGAILA,,1.16%, ,1.14%,1, Ambasada Argentinos Respublikoje
Lilijana ASTRA,, , , , , Ambasada Argentinos Respublikoje
Petras RUZGUS,, , , , , Ambasada Argentinos Respublikoje
Liudvikas RAGAUSKIS,,4.65%,3,4.55%,1, Ambasada Argentinos Respublikoje
Janina SLAVINSKAJA,,1.16%, ,1.14%,1, Ambasada Argentinos Respublikoje
Jurijus PIVORIŪNAS,,2.33%,2,2.27%, , Ambasada Argentinos Respublikoje
Irena DEGUTIENĖ,,37.95%, ,36.63%,63, Ambasada Airijos Respublikoje
Algirdas GRICIUS,,28.31%, ,27.33%,47, Ambasada Airijos Respublikoje
Gintautas BUŽINSKAS,,9.64%, ,9.30%,16, Ambasada Airijos Respublikoje
Marija Aušrinė PAVILIONIENĖ,,3.61%, ,3.49%,6, Ambasada Airijos Respublikoje
Giedrė PURVANECKIENĖ,,7.23%, ,6.98%,12, Ambasada Airijos Respublikoje
Vytas NAVICKAS,,1.81%, ,1.74%,3, Ambasada Airijos Respublikoje
Nikolajus MANANIKOVAS,, , , , , Ambasada Airijos Respublikoje
Tadeuš ANDŽEJEVSKI,,0.60%, ,0.58%,1, Ambasada Airijos Respublikoje
Audronė NEKROŠIENĖ,,4.82%, ,4.65%,8, Ambasada Airijos Respublikoje
Gintaras SONGAILA,,3.01%, ,2.91%,5, Ambasada Airijos Respublikoje
Lilijana ASTRA,,1.20%, ,1.16%,2, Ambasada Airijos Respublikoje
Petras RUZGUS,, , , , , Ambasada Airijos Respublikoje
Liudvikas RAGAUSKIS,,1.81%, ,1.74%,3, Ambasada Airijos Respublikoje
Janina SLAVINSKAJA,, , , , , Ambasada Airijos Respublikoje
Jurijus PIVORIŪNAS,, , , , , Ambasada Airijos Respublikoje
